Leading.proteins.Positions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04; -Log Student's T-test p-value daf2_d10_N2_d10;Student's T-test q-value  daf2_d10_N2_d10; Student's T-test Difference  daf2_d10_N2_d10;Student's T-test Test statistic  daf2_d10_N2_d10;Sign p-val: 0.05 
P10984(292);20,0402;20,3806;19,1198;18,0718;18,9419;19,9325;19,6866;18,3529;0,101791;0,757682;0,174625;0,277022;
P10984(316);26,5101;24,8883;27,2488;26,4764;20,015;20,781;19,2647;17,4476;3,67226;0,000844221;6,90378;7,9363;+
P10984(114);25,7155;24,7936;26,6953;25,7228;26,117;26,3278;26,7382;25,83;0,562907;0,300981;-0,521466;-1,20496;
P12844(1932);21,1354;20,352;18,5325;20,1273;21,1044;18,9575;20,8595;17,9989;0,12364;0,71326;0,306738;0,330516;
P12844(1263);23,8126;24,4399;24,3398;23,2434;19,4107;17,5918;20,0549;18,9007;3,81419;0,000666667;4,9694;8,41621;+
P12844(1654);24,1852;24,5371;22,4859;24,1186;23,3843;24,0777;22,4069;23,7631;0,304941;0,488199;0,423668;0,725393;
P12844(1516);25,4486;25,2157;23,8656;24,8614;25,0734;24,938;26,1788;25,1227;0,484056;0,34678;-0,480417;-1,0645;
P12844(1689);22,4853;21,7478;23,05;23,1363;22,2544;24,8343;24,1548;23,2521;0,782178;0,198816;-1,01905;-1,58026;
P12844(1629);25,2119;26,0034;25,2145;24,4516;19,4786;21,4003;18,9711;19,2565;3,85645;0,000696165;5,44369;8,56386;+
P12844(1630);25,7941;25,9125;25,2145;24,4516;19,4257;21,0041;20,4735;20,1364;4,43266;0,000309524;5,08326;10,8182;+
P12844(1819);18,1344;21,6312;20,6509;19,9149;24,4399;24,8617;25,3749;24,6479;3,09238;0,00256051;-4,74823;-6,20453;+
P12844(1822);22,4649;23,6775;23,0694;25,1556;23,3453;22,3722;22,9812;22,6656;0,573381;0,29566;0,750806;1,22333;
P12844(1179);17,0088;17,2647;20,3257;19,8653;17,766;21,6932;20,2237;20,359;0,545294;0,310889;-1,39433;-1,17392;
P12844(1122);19,3304;18,7996;18,9242;18,9348;21,1573;20,2649;19,2945;21,4032;1,68172;0,0348706;-1,53273;-3,11144;+
P12844(1035);24,2498;23,5371;22,8571;22,4387;22,8896;23,4349;22,2762;22,7713;0,407575;0,401108;0,427673;0,92381;
P12844(1039);20,6316;18,7716;19,8455;19,6278;25,6495;25,5117;25,2212;25,0918;5,083;0;-5,64944;-14,0063;+
P12844(1910);25,2422;24,9434;24,8948;22,5543;18,3103;18,4657;18,2402;20,361;3,34759;0,00196505;5,56438;6,92435;+
P12844(601);23,8485;24,8766;25,4885;24,1212;19,3104;19,8047;20,2839;21,0666;3,83015;0,000678161;4,46727;8,47171;+
P12845(1822);22,9711;22,342;21,4117;22,8726;19,407;18,9797;21,0667;19,6547;2,41127;0,0100712;2,62231;4,55309;+
P12845(1826);18,879;20,3402;19,2478;20,2404;19,8148;17,7296;19,0448;19,5135;0,510173;0,330157;0,651182;1,11148;
P12845(1657);22,3779;25,1027;24,0589;23,1849;19,0904;20,6387;16,4712;19,4431;2,39639;0,0102513;4,77025;4,52077;+
P12845(1519);22,9463;23,2119;23,7683;22,7078;26,5988;26,4274;26,3498;27,1827;4,64513;0,000433333;-3,48112;-11,7766;+
P12845(1632);24,7047;24,9108;26,2459;24,2416;17,9976;19,2938;21,1288;18,5081;3,42468;0,00120816;5,79367;7,1544;+
P12845(1633);24,7047;24,9108;25,6132;24,2416;18,2395;17,1889;19,7544;18,5192;4,41533;0,000302326;6,44208;10,7433;+
P12845(1896);23,1818;23,1635;23,3896;23,1091;18,3448;19,5042;21,5261;18,9688;2,71357;0,00520643;3,62501;5,24241;+
P12845(1604);21,3567;16,0682;20,6805;20,7595;19,9131;20,4322;21,0012;19,3888;0,139043;0,68684;-0,46759;-0,367255;
P12845(1122);19,8603;18,7064;19,2893;21,6489;18,4577;19,3362;22,115;18,6943;0,076787;0,80677;0,225411;0,213589;
P12845(1836);22,3748;22,6719;23,8864;23,6647;20,0983;18,777;20,2099;18,7927;3,30386;0,00186372;3,67995;6,79656;+
P12845(1886);23,357;22,3495;24,1011;21,6194;20,7154;16,8596;18,6424;19,4958;2,15707;0,0148187;3,92844;4,01921;+
P12845(1038);20,5266;19,4492;20,5702;19,3181;19,5955;18,5865;19,7709;18,3908;0,921622;0,152521;0,880073;1,81299;
P12845(1707);18,2097;21,4763;18,9135;20,8397;22,7597;21,8435;22,4724;22,0267;1,62696;0,0386886;-2,41572;-3,01306;+
P15796(72);20,5263;16,8266;18,8537;18,8788;19,0524;17,8063;18,4666;19,3707;0,0406439;0,895508;0,0973511;0,117024;
P17329(265);24,2789;24,7195;24,0924;25,7811;22,8762;23,475;24,3361;22,3595;1,36862;0,0647854;1,45625;2,56199;
P17329(266);23,6488;24,2696;22,8338;23,7649;17,3273;20,6766;21,7381;18,8471;2,09738;0,0163018;3,98201;3,8992;+
P17343(23);18,3131;21,1474;19,8304;18,1985;19,5126;19,4374;18,8294;19,5027;0,0246452;0,935509;0,051796;0,0721435;
P18831(4);19,094;20,1321;18,1254;20,1789;26,2706;26,1509;26,0224;26,0228;5,02558;0;-6,73406;-13,6928;+
P18833(38);21,9822;22,8789;22,683;22,3502;18,4345;18,8892;20,1042;19,7409;3,50181;0,0011342;3,1814;7,39081;+
P18948(968);19,746;21,7999;19,167;19,87;20,5205;17,0323;19,3873;20,9152;0,269409;0,524173;0,68186;0,653323;
P18948(784);21,1677;19,1488;20,0201;20,2744;17,4138;20,2454;19,5753;19,5802;0,603551;0,278869;0,949069;1,27594;
P18948(1376);18,988;19,9147;19,9855;20,6468;19,497;18,9748;20,0654;19,9542;0,252447;0,540765;0,260885;0,61817;
P18948(1513);19,2048;20,0251;18,2572;18,6214;20,7911;19,2646;17,9051;16,9325;0,123023;0,714671;0,303799;0,329028;
P18948(171);24,1921;22,2746;23,5956;24,0045;22,5339;22,1949;22,4063;21,5587;1,49376;0,0512868;1,34327;2,77803;
P18948(1523);24,915;24,1714;24,6771;25,7795;25,246;24,1467;26,0525;23,8421;0,0362439;0,907892;0,06393;0,104823;
P18948(1502);19,6203;20,9601;17,8831;19,8294;18,117;18,1659;18,7429;19,5484;0,614705;0,273694;0,929655;1,29528;
P18948(1505);19,3547;18,1449;18,0444;18,8437;18,0383;18,48;19,8806;20,1219;0,389767;0,412445;-0,533312;-0,890268;
P18948(1109);21,9072;19,216;19,321;18,2895;20,2243;19,8201;18,8903;18,6158;0,128505;0,704811;0,29583;0,342203;
P18948(1204);24,4649;24,0455;24,9948;24,9235;23,9282;24,355;23,786;23,8971;1,28802;0,0751344;0,615595;2,42487;
P18948(1338);21,8726;18,6084;20,2895;19,7541;25,2658;25,2127;24,824;23,8359;3,07806;0,00269194;-4,6535;-6,16595;+
P18948(1532);22,9787;21,8875;23,3676;24,4572;25,3093;25,4813;26,5728;25,8191;2,32752;0,0112476;-2,62291;-4,37292;+
P18948(1538);22,0825;23,0631;22,6571;23,3787;24,8256;25,0716;25,4416;24,8938;3,45755;0,00109167;-2,2628;-7,25437;+
P18948(1101);20,6614;20,8195;19,8248;19,225;20,1598;17,9536;21,9784;18,7319;0,172476;0,634287;0,426764;0,444538;
P18948(1435);24,2133;24,0531;25,483;23,8656;26,1728;27,5082;26,2403;26,1549;2,28665;0,0121523;-2,11532;-4,28656;+
P18948(304);18,5785;20,0867;20,3028;20,1855;18,3921;19,0375;21,0951;18,5351;0,293308;0,500398;0,523425;0,702021;
P18948(1235);19,5466;18,8279;19,7384;19,5072;18,86;20,7448;20,5142;19,291;0,391529;0,411431;-0,447483;-0,893602;
P18948(756);17,267;20,0894;21,8463;19,3191;18,6309;15,7655;19,145;17,3022;0,783443;0,198437;1,91952;1,58239;
P18948(359);26,4529;26,8164;28,6727;26,7847;24,795;24,0036;24,6243;23,643;2,65627;0,00576655;2,91519;5,10679;+
P18948(1486);25,03;23,6754;26,0192;24,5263;22,1999;22,7594;23,3431;21,2696;1,98102;0,0197365;2,4197;3,67061;+
P18948(1072);19,2585;20,0493;18,5638;18,0333;22,4195;23,5203;23,0678;23,9398;3,63692;0,00101695;-4,26063;-7,82052;+
P18948(1348);21,8354;22,0692;21,8578;21,9581;18,8259;20,0313;19,7513;19,0009;3,85691;0,000698225;2,52779;8,56547;+
P18948(202);19,7863;20,7648;19,8012;18,8954;19,4573;20,7714;18,2023;20,295;0,0684049;0,826466;0,130413;0,19174;
P18948(203);21,7454;19,6438;19,3241;18,4916;19,5857;18,9949;21,2343;19,7874;0,041117;0,895307;-0,0993457;-0,11833;
P18948(1167);19,4948;18,1534;20,8204;18,4933;25,4604;24,7557;25,9316;24,4527;3,87025;0,000706587;-5,90964;-8,61255;+
P18948(1434);23,3717;22,9858;22,1478;22,5809;19,0508;19,0602;19,7284;19,5335;4,45719;0,000325;3,42835;10,9251;+
P18948(431);19,9452;19,2746;20,8079;18,4041;18,9414;18,6407;19,4338;16,6308;0,732694;0,218638;1,19625;1,49691;
P18948(211);21,8998;19,3281;18,6763;20,0318;20,8821;16,2223;20,0747;16,8429;0,500655;0,337415;1,4785;1,09441;
P18948(1326);21,1725;20,3346;17,7004;19,9751;22,3086;24,0758;23,091;21,9077;1,86827;0,0243549;-3,05012;-3,45538;+
P18948(1331);25,3757;23,8341;24,8662;24,2136;19,2517;16,3095;18,803;20,1327;3,26963;0,00191055;5,94819;6,69782;+
P18948(1100);20,9333;21,4838;20,3505;18,6121;20,3694;19,2874;17,1576;20,8888;0,388847;0,413227;0,919112;0,888527;
P19625(140);18,7742;18,8776;18,8704;18,8272;21,1564;22,625;22,7183;21,823;3,92249;0,000611465;-3,24336;-8,79907;+
P19625(142);21,6992;19,2015;20,5729;19,3515;18,2869;19,6079;20,4592;18,2453;0,633857;0,264344;1,05646;1,32836;
P19625(136);26,7702;26,6978;27,4285;26,1169;28,3624;29,4393;28,9495;29,4097;3,09416;0,0025728;-2,28689;-6,20935;+
P19625(24);18,153;18,0558;19,1581;18,8899;17,9579;19,4662;21,6911;18,4468;0,420205;0,39142;-0,826276;-0,947405;
P20631(6);19,6192;19,0128;19,5998;21,7455;21,1361;22,5633;20,9769;22,3719;1,29123;0,0749985;-1,76771;-2,4303;
P27604(281);26,4203;25,7879;26,5892;22,5847;16,2353;19,5469;19,6699;18,371;2,86246;0,00398354;6,88979;5,60653;+
P27604(168);18,7447;20,0791;20,5532;16,9006;18,8499;20,1271;19,675;16,9258;0,0570969;0,853858;0,174951;0,161759;
P27604(47);21,8341;18,1315;21,0086;20,5407;18,1903;20,4745;18,0726;17,3709;0,899522;0,158671;1,85163;1,77624;
P27604(14);20,1149;21,5775;19,8752;18,7466;20,8582;20,8269;19,7283;19,2386;0,0413907;0,894654;-0,084425;-0,119085;
P27604(188);20,2309;17,4367;20,0929;19,9201;20,0168;19,5787;19,0123;21,4381;0,293302;0,500189;-0,591347;-0,702008;
P27798(38);23,8204;23,5886;23,9328;21,3826;19,0787;17,3488;19,46;18,0769;3,04679;0,00291525;4,69002;6,08234;+
P27798(36);21,8272;21,731;22,7581;22,8682;19,4161;17,2417;21,8337;18,7288;1,60932;0,0401704;2,99106;2,98161;+
P29691(50);24,1395;23,5734;23,7747;22,8769;23,6948;22,7558;24,8288;22,9696;0,0182357;0,949133;0,0288949;0,0537489;
P29691(632);18,2882;19,549;18,7737;18,7036;20,9932;17,9562;19,5744;18,0329;0,154893;0,662587;-0,310539;-0,404294;
P29691(305);25,1638;24,6238;23,8539;23,6016;24,446;25,1067;25,8955;25,6629;1,03782;0,123013;-0,966982;-2,006;
P29691(566);21,7471;21,4068;22,3502;20,0919;20,6312;19,7416;18,3919;16,7882;1,39307;0,0618681;2,51078;2,60387;
P29691(439);21,6024;19,6051;21,7826;20,1155;22,818;23,7078;23,8246;22,4793;2,06617;0,0170376;-2,43104;-3,83721;+
P29691(253);18,393;17,1171;20,3904;20,9179;18,1786;18,8242;18,1104;19,6532;0,214823;0,578516;0,512995;0,538235;
P29691(103);22,0844;22,3465;23,5699;23,5051;19,6119;19,5833;19,6217;18,7425;3,65794;0,000831683;3,48662;7,8892;+
P29691(104);24,5203;23,9198;24,664;24,063;24,4091;23,677;23,8676;23,2946;0,817709;0,185271;0,479698;1,63981;
P29691(839);21,7417;19,9769;19,8447;20,0022;18,7286;18,9719;17,8588;19,9851;1,27031;0,0778947;1,50528;2,39492;
P29691(164);19,9339;20,4616;20,5795;19,9867;21,2764;20,3878;21,7159;19,0333;0,239555;0,55081;-0,362951;-0,591098;
P29691(171);25,889;26,2124;25,3797;25,088;16,4137;19,0599;17,5826;20,234;3,80435;0,000657382;7,3197;8,38215;+
P29691(327);22,5089;22,2871;23,385;23,5218;24,0237;24,1679;24,9509;23,4965;1,54128;0,0463904;-1,23404;-2,86122;+
P29691(316);17,0039;17,9453;20,56;19,0103;24,1407;23,0614;22,4896;22,3735;2,64573;0,0058638;-4,38642;-5,08211;+
P29691(401);19,845;18,2814;21,934;18,3457;22,0891;22,8689;23,2913;21,888;1,72697;0,0323466;-2,93282;-3,19358;+
P29691(42);25,9884;26,2551;25,2382;24,979;20,8303;19,541;19,1828;20,429;4,59337;0,000396947;5,6194;11,5362;+
P29691(506);24,8172;25,2877;25,7849;24,705;16,4132;18,5528;18,5455;19,6594;4,10795;0,000430279;6,85594;9,49025;+
P29691(492);18,6266;19,7495;17,9912;19,7726;18,8537;19,5487;20,3233;18,8849;0,271565;0,521673;-0,367665;-0,657756;
P29691(280);19,9094;21,2575;19,2843;19,6959;17,9674;19,912;18,3555;19,1235;1,01844;0,127377;1,19719;1,97381;
P30625(51);25,9828;25,0676;24,6911;25,7296;25,1015;23,9385;25,9932;21,9174;0,569405;0,297074;1,13009;1,21636;
P30625(363);20,7511;20,5898;18,9557;20,0998;19,7737;19,5345;20,3547;18,3313;0,460527;0,364459;0,60055;1,02175;
P30628(125);23,6553;23,0011;23,2074;25,1838;22,728;21,8831;22,2332;21,7934;1,61124;0,0398852;1,60249;2,98502;+
P30642(381);20,2623;18,5046;21,228;20,4269;20,9765;20,3274;19,7591;20,4237;0,16414;0,647117;-0,266235;-0,425564;
P34183(459);21,38;20,7076;19,1463;19,2383;19,9628;19,431;19,4884;17,8316;0,618704;0,271617;0,939609;1,3022;
P34285(225);19,5989;20,4352;20,7734;20,3974;25,2856;24,6842;26,4304;25,7721;4,64011;0,00042623;-5,24186;-11,7531;+
P34322(391);21,0437;19,0902;18,6557;18,5143;20,0839;20,3789;21,3295;18,0474;0,292369;0,500816;-0,633944;-0,700124;
P34328(93);19,7718;18,7311;20,7716;19,4671;17,8032;19,8109;17,4833;19,2959;0,75834;0,208251;1,08707;1,54018;
P34334(43);23,7282;24,2292;25,8626;24,998;19,9969;20,2704;19,7249;19,6654;4,19983;0,000495413;4,79013;9,85023;+
P34334(35);20,4292;19,8154;20,4811;18,2991;18,184;18,3142;19,7539;20,512;0,313601;0,480029;0,565184;0,742662;
P34334(97);23,1786;21,0451;23,1538;21,2733;18,7106;19,567;18,8004;19,4045;2,57157;0,00727694;3,04207;4,91069;+
P34339(24);18,6257;17,5765;20,8611;17,0796;19,7432;19,4879;19,4699;20,1353;0,660705;0,251969;-1,17334;-1,37447;
P34339(647);18,9002;19,3071;20,6547;18,7516;18,2972;19,806;19,333;18,6227;0,294725;0,498818;0,388691;0,704878;
P34339(665);18,6438;20,86;20,4266;19,466;17,6183;18,5871;22,0487;19,4347;0,15218;0,666004;0,426894;0,398006;
P34345(22);20,7889;20,8055;21,6782;20,4391;20,4464;20,4451;19,4115;18,7239;1,2458;0,0813256;1,17121;2,35357;
P34360(157);20,2644;21,391;19,1348;16,4779;18,6714;20,7338;18,9666;18,5136;0,0280256;0,925588;0,0957065;0,0817468;
P34360(3);23,6802;26,1067;24,4497;26,6056;27,818;27,6305;27,8167;26,9793;1,77673;0,0292204;-2,35059;-3,28484;+
P34360(12);19,5405;17,4106;20,7922;20,9721;22,8482;23,3891;24,8327;23,466;2,2864;0,0121398;-3,95515;-4,28603;+
P34360(14);19,7588;21,0563;19,9551;20,0801;16,4166;20,4204;20,2291;19,128;0,562555;0,300613;1,16405;1,20434;
P34364(3);25,007;26,2684;23,6153;25,068;25,5975;26,9951;26,0366;26,7438;1,12298;0,104335;-1,35357;-2,14775;
P34365(148);18,7703;19,6016;21,2189;21,6785;24,8493;24,3413;23,8021;24,2927;2,86242;0,00397808;-4,00402;-5,60643;+
P34369(1418);20,4292;20,148;19,474;17,7486;21,2677;20,1557;19,3044;19,1725;0,28285;0,510818;-0,525124;-0,680826;
P34382(172);19,3313;20,1857;19,8548;19,2235;18,4322;20,5139;19,1683;19,1866;0,273621;0,520273;0,323552;0,661976;
P34382(54);18,0516;20,0878;20,8938;19,1865;25,5449;24,2609;23,5928;23,7233;3,11004;0,00245411;-4,72556;-6,25239;+
P34382(47);18,2503;19,9398;19,8464;20,5099;18,2466;21,1051;19,0397;19,1805;0,116709;0,728437;0,243617;0,313729;
P34383(58);22,8403;23,1909;24,2003;22,7222;19,5776;17,8402;21,224;20,2861;2,35834;0,0107357;3,50644;4,43871;+
P34383(90);20,057;16,7702;19,7731;20,5665;16,538;18,9014;18,9516;19,5204;0,31831;0,476161;0,813843;0,752007;
P34383(54);19,3209;20,2403;20,2561;20,367;23,515;24,1223;25,6398;23,9784;3,74899;0,000774536;-4,2678;-8,19277;+
P34383(68);23,6746;22,4959;22,5896;23,785;23,9007;25,0475;25,4509;26,3503;1,80835;0,0274321;-2,05111;-3,34334;+
P34383(47);20,3622;18,6712;18,7406;20,499;19,7548;21,1446;19,1977;18,5779;0,0474397;0,878974;-0,100492;-0,135668;
P34419(93);23,7066;23,9442;23,7241;23,0776;18,9109;20,1888;19,4913;18,2722;4,18345;0,000484305;4,39732;9,78518;+
P34419(95);19,5628;18,8164;19,3604;21,0745;20,2886;18,6133;20,7714;21,4425;0,314364;0,479352;-0,57543;-0,744179;
P34453(79);17,1923;20,7704;20,8126;20,2399;20,975;19,8328;19,4496;18,8359;0,00671857;0,980685;-0,0195336;-0,0200561;
P34453(57);18,3436;19,8036;19,5862;18,3932;20,5774;21,397;19,8159;16,6663;0,209969;0,585133;-0,5825;-0,527707;
P34466(1014);19,4647;19,4983;18,0514;17,7848;18,2255;19,2594;19,1201;18,2799;0,0136622;0,961833;-0,0214453;-0,0404701;
P34477(99);19,8697;20,8059;19,7115;20,679;20,2606;19,8382;18,5395;18,4879;0,948254;0,144631;0,985019;1,85724;
P34477(9);18,8585;19,8757;18,2593;18,7639;18,0686;17,3833;18,9366;18,2837;0,826802;0,182328;0,771318;1,65501;
P34477(71);25,4252;25,0822;25,8701;24,8475;16,8997;20,6907;17,4447;20,9536;2,94685;0,00328696;6,30911;5,82081;+
P34496(110);23,197;21,9935;23,622;24,4398;18,8439;20,9529;20,6026;19,3973;2,48964;0,00874356;3,3639;4,72579;+
P34500(38);18,8436;17,9877;21,1016;20,5073;18,748;20,5854;19,138;18,6383;0,149304;0,670884;0,332585;0,391318;
P34501(1307);25,9485;25,4422;26,099;24,4877;19,5915;20,0263;20,1309;18,6467;4,66498;0,000448276;5,89551;11,8701;+
P34501(1294);25,8219;24,5471;24,623;25,7141;26,5838;26,6994;27,8579;27,3161;2,28546;0,0121273;-1,93776;-4,28405;+
P34501(1286);16,5718;18,5997;18,4872;20,3873;24,2566;24,6753;25,0945;23,9986;3,48843;0,00112206;-5,99475;-7,34935;+
P34544(1114);28,2548;30,0137;28,1629;28,181;31,4483;24,5283;31,6124;31,0091;0,226154;0,567109;-0,996378;-0,56261;
P34552(577);24,4754;24,6948;22,7812;23,7738;25,931;25,736;25,7134;24,4802;1,51818;0,0485982;-1,53387;-2,82069;+
P34556(148);21,3436;19,66;21,7371;21,0506;20,7422;19,4089;21,1573;19,9475;0,481172;0,349;0,633841;1,05929;
P34556(219);18,7535;19,6672;19,2401;20,6876;24,2018;24,4728;24,7661;24,9378;4,54546;0,000361111;-5,00755;-11,3177;+
P34556(114);17,871;19,0544;20,9171;20,4082;22,966;24,5114;23,3234;23,4053;2,70415;0,0051681;-3,98882;-5,21996;+
P34560(18);19,2491;19,6136;20,0446;19,6695;17,8029;21,1795;20,928;19,5174;0,0982769;0,765757;-0,21276;-0,268257;
P34561(278);19,0668;20,6891;21,3756;19,6489;16,171;19,2767;21,5862;21,1537;0,190611;0,608896;0,648219;0,485192;
P34574(841);18,5769;21,6146;19,2037;20,5192;21,2252;18,1917;19,187;17,9342;0,361258;0,434933;0,844072;0,835853;
P34575(339);18,6954;18,9507;21,2464;19,1465;19,0812;19,2366;19,1047;18,8765;0,310335;0,482409;0,435001;0,736163;
P34595(538);21,921;21,9206;22,0294;20,2785;18,4784;20,325;18,4972;20,2701;1,72921;0,0322826;2,14469;3,19766;+
P34595(681);18,4711;19,4351;18,7822;20,5062;20,2097;17,2771;19,6233;20,4901;0,0410739;0,895226;-0,101396;-0,118211;
P34595(662);26,5087;26,6278;28,8304;26,2902;19,449;18,0784;19,2222;20,2834;4,34602;0,000568421;7,80605;10,4483;+
P34624(18);19,414;19,5182;20,7755;18,6612;18,6905;20,6782;18,2284;17,3057;0,468803;0,357704;0,866509;1,03684;
P34629(349);17,9589;20,6119;18,3703;18,2206;19,6044;20,3235;21,0482;18,3708;0,588225;0,286702;-1,04632;-1,24927;
P34629(326);18,2291;19,7206;19,8252;18,8919;20,2901;18,3713;20,7251;18,6361;0,190906;0,609036;-0,338946;-0,485847;
P34647(700);20,8902;18,6213;21,9223;19,675;20,833;19,1303;19,6691;19,3089;0,275591;0,518718;0,541888;0,66601;
P34654(26);19,4507;20,6768;19,8001;20,8693;18,5256;20,1112;18,8617;17,2389;1,1673;0,0964507;1,51488;2,22179;
P34661(79);19,8268;21,226;20,2521;20,084;19,8843;19,3251;20,2977;18,9365;0,864565;0,170742;0,736338;1,71803;
P34662(77);18,146;20,0019;19,7095;20,1487;20,1163;18,0248;19,5118;20,665;0,0368139;0,906861;-0,0779433;-0,106409;
P34662(79);19,1761;20,5501;18,9747;19,3478;21,3631;22,6948;23,2108;21,8288;2,63238;0,0063013;-2,76224;-5,05095;+
P34662(25);18,8581;20,0715;18,3523;20,0802;21,3222;16,4246;19,9277;19,1538;0,0414473;0,894685;0,133442;0,119241;
P34662(66);19,7385;21,6673;19,638;21,3133;20,1902;20,3866;20,0442;21,5605;0,0238271;0,937166;0,0439119;0,0698093;
P34685(45);18,7178;20,3737;19,4116;19,2992;19,6488;21,0801;17,4317;17,0484;0,263482;0,529839;0,648357;0,641099;
P34686(92);19,7555;18,164;20,9583;19,8517;19,4821;20,6687;18,5085;19,4277;0,0798025;0,800955;0,160656;0,221375;
P34692(59);19,7248;19,1621;21,53;18,3509;16,3187;18,8305;18,2972;19,308;0,792248;0,194966;1,50336;1,59716;
P34696(142);24,531;25,1395;26,2889;25,2737;27,7407;28,8883;27,4503;27,4089;2,65142;0,0057527;-2,56376;-5,09542;+
P34697(118);18,1329;19,9993;16,5115;18,6576;18,7149;20,828;19,5459;19,0683;0,685867;0,239899;-1,21396;-1,41746;
P34697(120);20,9142;20,7878;20,4247;17,5356;20,6544;21,4724;19,1959;16,9797;0,0981324;0,76574;0,339974;0,267895;
P34712(538);19,8512;18,4977;20,3778;19,7742;19,0286;17,3691;18,2976;18,6008;1,30039;0,0741147;1,3012;2,44583;
P34712(1311);21,4544;20,4993;21,8538;20,0277;21,0355;19,7689;20,3736;19,2043;0,733163;0,218499;0,863241;1,49771;
P34712(1315);19,84;19,335;20,3857;20,1064;16,684;19,9784;18,8317;18,7244;0,968076;0,139724;1,36216;1,89016;
P34712(727);18,7722;19,7104;21,7509;18,7094;20,0772;18,5694;20,3188;20,2068;0,0238713;0,93761;-0,0573468;-0,0699356;
P34712(535);21,16;18,7916;21,2172;20,619;20,8064;17,1586;20,2824;17,4496;0,665551;0,249891;1,52268;1,38277;
P34712(714);23,9221;24,7499;23,5195;21,8514;23,2803;23,5349;23,8249;23,7719;0,0521353;0,866687;-0,0923347;-0,148412;
P34712(30);20,2036;21,4833;20,3292;18,9415;15,78;21,424;18,6956;18,5062;0,614768;0,273766;1,63797;1,29539;
P34712(47);17,0327;18,115;20,3286;19,2844;20,357;18,8817;19,5491;18,9797;0,422311;0,390769;-0,75169;-0,951325;
P34712(26);20,2198;20,1195;19,7437;19,2985;21,1433;18,4782;18,1966;17,4095;0,582936;0,290081;1,03852;1,24004;
P34713(5);21,4583;21,0021;22,9869;21,9009;22,7109;22,7338;22,6977;23,5547;1,20993;0,0882986;-1,08723;-2,29324;
P34713(16);20,9442;20,8593;19,6088;19,9324;17,1543;17,6885;20,5649;17,2754;1,32166;0,0714505;2,16542;2,48192;
P35129(144);25,6647;25,2662;25,4947;25,0612;17,1772;16,6431;20,7772;19,4808;3,36764;0,00163281;6,85214;6,98362;+
P35129(8);18,7545;19,2636;17,8695;19,8961;25,1607;25,3293;24,8516;24,0679;4,59678;0,0004;-5,90644;-11,5519;+
P35603(229);18,0747;19,5578;20,5778;20,1312;20,2526;20,6485;18,6852;19,1015;0,0420537;0,893498;-0,0865984;-0,120912;
P36573(7);25,1304;24,0488;24,6826;24,9383;25,0077;25,496;25,4608;26,132;1,33037;0,0706958;-0,824125;-2,49674;
P36609(189);23,9898;23,5306;24,3641;23,8723;20,5317;19,3642;18,5759;19,8164;4,1936;0,000488688;4,36713;9,82545;+
P36609(190);19,9595;20,1054;20,4126;19,236;19,9809;21,0265;20,5255;18,3817;0,0275384;0,926513;-0,0502596;-0,0803668;
P36609(140);20,3788;20,2307;20,4223;20,4566;20,2264;18,931;19,0177;18,9127;1,84303;0,0259241;1,10016;3,408;+
P36609(121);20,4571;20,0358;19,6181;18,6296;19,667;19,3211;21,7196;20,3142;0,377015;0,421954;-0,570326;-0,866043;
P37165(107);29,0348;28,4336;28,3955;27,9807;28,1994;28,769;28,8051;29,2222;0,42317;0,390513;-0,287786;-0,952923;
P37165(101);18,1402;21,078;19,6429;21,4143;17,4028;18,2885;18,6146;21,5265;0,42306;0,390331;1,11075;0,952718;
P37806(397);20,0895;19,2093;20,34;18,6579;17,4072;19,7515;19,1718;21,129;0,0879511;0,784986;0,20926;0,242223;
P37806(250);25,8022;26,8242;27,0024;24,8999;21,7087;21,8059;21,6609;21,8162;3,96353;0,000361204;4,38422;8,94808;+
P37806(392);23,644;23,3763;23,5088;23,801;19,5416;20,0709;17,8709;19,4337;3,98432;0,000366102;4,35325;9,0244;+
P37806(531);19,3059;17,7015;18,3736;20,2559;19,1616;18,0554;20,6279;18,6137;0,0957591;0,76971;-0,205446;-0,261947;
P37806(346);24,5888;24,8607;22,5415;24,3508;20,2311;18,91;21,084;18,4287;2,82198;0,00416021;4,42205;5,50581;+
P37806(351);21,1477;18,3998;21,5508;19,6142;17,989;19,9158;18,0302;20,2456;0,561602;0,300796;1,13296;1,20266;
P37806(293);18,4698;19,614;18,9149;20,2687;18,2763;19,7932;18,2847;20,075;0,12624;0,708651;0,209584;0,336771;
P37806(245);26,3615;26,4145;27,3122;26,7157;22,7098;23,2207;23,3041;22,371;4,74552;0,0005;3,7996;12,2563;+
P37806(330);21,4975;22,4953;23,1064;21,7254;23,1865;23,7598;24,0199;24,119;1,99404;0,0189385;-1,56516;-3,69585;+
P37806(266);19,0865;18,2729;20,7275;20,3904;25,6341;23,2623;24,7451;24,6274;3,22648;0,0020346;-4,94789;-6,575;+
P37806(525);20,2238;21,155;20,691;19,5673;25,1704;23,3449;23,7915;23,3866;3,17803;0,00221631;-3,5141;-6,43923;+
