Leading.proteins.Positions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 daf2_d5_01;log2 daf2_d5_02;log2 daf2_d5_03;log2 daf2_d5_04; -Log Student's T-test p-value daf2_d10_daf2_d5;Student's T-test q-value daf2_d10_daf2_d5; Student's T-test Difference daf2_d10_daf2_d5;Student's T-test Test statistic daf2_d10_daf2_d5;Sign p-val: 0.05 
P12844(1654);24,1852;24,5371;22,4859;24,1186;17,6725;16,5207;17,2962;16,6427;4,84618;0;6,79867;12,7555;+
P12844(1516);25,4486;25,2157;23,8656;24,8614;21,5368;23,4316;24,9309;24,1805;0,820198;0,188017;1,32786;1,64397;
P12844(1689);22,4853;21,7478;23,05;23,1363;17,9578;16,1387;20,6357;19,6627;2,07412;0,0221786;4,00612;3,85296;+
P12844(1629);25,2119;26,0034;25,2145;24,4516;18,7695;17,8624;15,7174;17,2147;4,45807;0,000954545;7,82935;10,9289;+
P12844(1630);25,7941;25,9125;25,2145;24,4516;17,2954;18,9586;15,9773;18,1015;4,43536;0,000903226;7,76;10,8299;+
P12844(1819);18,1344;21,6312;20,6509;19,9149;17,8879;20,4677;19,2246;18,0875;0,576908;0,291852;1,16593;1,2295;
P12844(1822);22,4649;23,6775;23,0694;25,1556;17,739;18,7878;16,6732;16,6768;3,68469;0,00128;6,12262;7,97737;+
P12844(1179);17,0088;17,2647;20,3257;19,8653;19,0839;21,5255;19,4252;20,029;0,662513;0,250507;-1,39976;-1,37757;
P12844(1122);19,3304;18,7996;18,9242;18,9348;17,5094;20,5797;18,613;20,1154;0,107209;0,773024;-0,207141;-0,290447;
P12844(1035);24,2498;23,5371;22,8571;22,4387;20,878;16,2803;20,5941;17,1869;1,97899;0,0251365;4,53585;3,66667;+
P12844(1039);20,6316;18,7716;19,8455;19,6278;17,2771;19,8796;17,0253;18,0984;1,15345;0,103054;1,649;2,19863;
P12844(1910);25,2422;24,9434;24,8948;22,5543;16,8685;19,7915;16,3629;19,564;2,92291;0,00395037;6,26193;5,75942;+
P12844(601);23,8485;24,8766;25,4885;24,1212;18,1146;17,8841;18,9701;18,0075;5,11969;0;6,33964;14,2102;+
P12845(1822);22,9711;22,342;21,4117;22,8726;21,4541;19,8333;16,54;18,1636;1,6435;0,0444085;3,40159;3,04268;+
P12845(1826);18,879;20,3402;19,2478;20,2404;17,4258;16,988;18,9081;19,1498;1,27895;0,0845265;1,55892;2,40952;
P12845(1657);22,3779;25,1027;24,0589;23,1849;16,7312;17,1022;18,7939;19,6907;3,06841;0,00297521;5,6016;6,14005;+
P12845(1519);22,9463;23,2119;23,7683;22,7078;24,705;23,7609;24,0909;24,4079;1,91566;0,0280587;-1,08262;-3,54513;+
P12845(1632);24,7047;24,9108;26,2459;24,2416;25,0665;23,1277;24,905;24,1349;0,538335;0,312486;0,717225;1,16161;
P12845(1633);24,7047;24,9108;25,6132;24,2416;25,0665;23,8909;26,338;24,7525;0,0903128;0,80288;-0,144407;-0,248215;
P12845(1896);23,1818;23,1635;23,3896;23,1091;23,757;21,6384;22,1379;22,7832;0,657879;0,251985;0,631886;1,36963;
P12845(1604);21,3567;16,0682;20,6805;20,7595;18,3295;16,1611;18,0113;19,0653;0,634566;0,262643;1,82445;1,32958;
P12845(1122);19,8603;18,7064;19,2893;21,6489;20,0975;21,2056;17,6479;18,9429;0,155233;0,685688;0,402699;0,405079;
P12845(1836);22,3748;22,6719;23,8864;23,6647;19,533;20,0105;18,6682;18,6662;3,66076;0,00150218;3,92995;7,89846;+
P12845(1886);23,357;22,3495;24,1011;21,6194;22,1843;20,3376;20,4541;22,8512;0,842599;0,181346;1,39992;1,6814;
P12845(1038);20,5266;19,4492;20,5702;19,3181;19,7284;17,5463;16,1384;18,6062;1,24082;0,0903032;1,96121;2,34519;
P12845(1707);18,2097;21,4763;18,9135;20,8397;18,5253;17,617;18,9153;19,7978;0,604845;0,27867;1,14598;1,27818;
P15796(72);20,5263;16,8266;18,8537;18,8788;17,1915;20,0947;17,8705;16,4741;0,339165;0,4603;0,863637;0,793022;
P17329(265);24,2789;24,7195;24,0924;25,7811;25,1651;23,2819;24,9964;24,0709;0,237582;0,563456;0,339376;0,586927;
P17329(266);23,6488;24,2696;22,8338;23,7649;26,5559;25,4207;23,9364;27,0036;1,51479;0,0564342;-2,09987;-2,81476;
P17343(23);18,3131;21,1474;19,8304;18,1985;18,052;19,821;17,4961;19,6916;0,275926;0,520383;0,607172;0,666696;
P18831(4);19,094;20,1321;18,1254;20,1789;18,5707;19,5643;20,2181;19,6632;0,0729383;0,834993;-0,121444;-0,203596;
P18833(38);21,9822;22,8789;22,683;22,3502;18,988;19,8507;17,4809;18,8574;3,36187;0,00143554;3,67934;6,96652;+
P18948(968);19,746;21,7999;19,167;19,87;19,5212;20,2285;17,6922;20,5741;0,315213;0,482494;0,641726;0,745865;
P18948(784);21,1677;19,1488;20,0201;20,2744;17,9389;17,6313;18,1624;18,3298;2,53834;0,00829191;2,13711;4,83514;+
P18948(1376);18,988;19,9147;19,9855;20,6468;25,9952;26,4139;26,8066;25,9925;5,47451;0;-6,4183;-16,3334;+
P18948(1513);19,2048;20,0251;18,2572;18,6214;15,905;15,8857;19,0148;17,2363;1,28455;0,0837547;2,01669;2,41899;
P18948(171);24,1921;22,2746;23,5956;24,0045;26,297;25,4579;25,0908;25,6167;2,24161;0,0155894;-2,09891;-4,19253;+
P18948(1523);24,915;24,1714;24,6771;25,7795;27,1655;25,2288;25,0405;26,1902;0,865254;0,174221;-1,02049;-1,71918;
P18948(1502);19,6203;20,9601;17,8831;19,8294;25,5504;26,3577;25,3297;25,8078;4,02994;0,000864865;-6,18817;-9,1939;+
P18948(1505);19,3547;18,1449;18,0444;18,8437;19,1395;20,2936;17,485;19,6361;0,344255;0,455653;-0,541643;-0,802944;
P18948(1109);21,9072;19,216;19,321;18,2895;19,0442;19,0377;17,7673;15,3875;0,803586;0,191913;1,87425;1,61616;
P18948(1204);24,4649;24,0455;24,9948;24,9235;27,5717;27,5638;26,3615;27,2232;3,41953;0,00150365;-2,57288;-7,13885;+
P18948(1338);21,8726;18,6084;20,2895;19,7541;19,6589;18,6449;18,996;20,5157;0,370552;0,428747;0,677257;0,853695;
P18948(1532);22,9787;21,8875;23,3676;24,4572;28,3183;26,428;23,3243;27,1333;1,40654;0,0684475;-3,12825;-2,62702;
P18948(1538);22,0825;23,0631;22,6571;23,3787;27,4122;27,3513;27,4939;27,6796;5,45987;0;-4,68891;-16,24;+
P18948(1101);20,6614;20,8195;19,8248;19,225;21,8246;22,6877;22,2982;22,2011;2,66753;0,00668076;-2,12022;-5,13326;+
P18948(1435);24,2133;24,0531;25,483;23,8656;28,8228;28,6884;27,5533;28,0787;3,7721;0,000891089;-3,88207;-8,27137;+
P18948(304);18,5785;20,0867;20,3028;20,1855;25,5674;23,7493;21,5732;25,0852;2,28564;0,0148163;-4,20542;-4,28443;+
P18948(1235);19,5466;18,8279;19,7384;19,5072;19,8826;17,7648;18,4763;18,9909;0,607942;0,276632;0,626389;1,28356;
P18948(756);17,267;20,0894;21,8463;19,3191;21,152;18,8827;17,9214;19,4436;0,0872908;0,808504;0,280507;0,240544;
P18948(359);26,4529;26,8164;28,6727;26,7847;29,1936;28,0201;28,4922;28,673;1,34841;0,0754201;-1,41304;-2,52747;
P18948(1486);25,03;23,6754;26,0192;24,5263;27,8782;28,3655;27,0727;26,6335;2,27991;0,01486;-2,67479;-4,2724;+
P18948(1072);19,2585;20,0493;18,5638;18,0333;24,6441;24,5788;26,3907;25,3129;4,31443;0,000777778;-6,2554;-10,3164;+
P18948(1348);21,8354;22,0692;21,8578;21,9581;23,741;24,266;21,9642;24,6853;1,55479;0,0523236;-1,734;-2,88501;
P18948(202);19,7863;20,7648;19,8012;18,8954;17,2536;17,9571;17,2051;17,5965;2,81967;0,00509425;2,30885;5,5001;+
P18948(203);21,7454;19,6438;19,3241;18,4916;25,0278;24,0747;22,9531;24,7225;2,73347;0,00618421;-4,39327;-5,29009;+
P18948(1167);19,4948;18,1534;20,8204;18,4933;25,5511;25,0962;24,6471;26,7774;3,78749;0,000913706;-6,27744;-8,32409;+
P18948(1434);23,3717;22,9858;22,1478;22,5809;24,7925;24,6623;23,6495;25,7951;2,05616;0,0223075;-1,95331;-3,81744;+
P18948(431);19,9452;19,2746;20,8079;18,4041;20,3242;18,0732;16,5879;19,6217;0,437282;0,378136;0,956207;0,979068;
P18948(211);21,8998;19,3281;18,6763;20,0318;16,8826;20,009;18,2227;18,2421;0,876698;0,170551;1,64491;1,73825;
P18948(1326);21,1725;20,3346;17,7004;19,9751;24,51;22,3968;23,3992;23,8359;2,3059;0,014226;-3,7398;-4,3271;+
P18948(1331);25,3757;23,8341;24,8662;24,2136;27,824;26,7948;27,6478;26,2616;2,65381;0,0068847;-2,55965;-5,10102;+
P18948(1100);20,9333;21,4838;20,3505;18,6121;22,466;23,1596;22,3451;22,2011;1,8081;0,034608;-2,19801;-3,34289;+
P19625(140);18,7742;18,8776;18,8704;18,8272;19,3754;16,971;19,9095;16,2062;0,34278;0,456684;0,72184;0,800073;
P19625(142);21,6992;19,2015;20,5729;19,3515;18,9537;17,8868;21,0113;18,7658;0,55537;0,302009;1,05187;1,1917;
P19625(136);26,7702;26,6978;27,4285;26,1169;27,0034;25,2922;23,9056;25,8778;0,89377;0,165449;1,23362;1,76667;
P19625(24);18,153;18,0558;19,1581;18,8899;16,6362;20,2847;21,0336;17,9065;0,143948;0,705089;-0,401045;-0,378797;
P20631(6);19,6192;19,0128;19,5998;21,7455;17,984;20,3553;19,7949;18,4423;0,469275;0,356412;0,850206;1,0377;
P27604(281);26,4203;25,7879;26,5892;22,5847;24,0958;25,1406;24,9032;25,2955;0,197302;0,616256;0,486769;0,499985;
P27604(168);18,7447;20,0791;20,5532;16,9006;20,2039;15,1495;18,1798;19,7206;0,215133;0,5927;0,755946;0,538904;
P27604(47);21,8341;18,1315;21,0086;20,5407;20,7313;20,0904;17,8506;19,2655;0,387411;0,413487;0,89426;0,885806;
P27604(14);20,1149;21,5775;19,8752;18,7466;20,4523;18,4345;16,3848;20,3758;0,468827;0,356562;1,16671;1,03688;
P27604(188);20,2309;17,4367;20,0929;19,9201;18,1403;18,3508;16,6623;19,2248;0,768732;0,204118;1,32558;1,55767;
P27798(38);23,8204;23,5886;23,9328;21,3826;26,1105;25,6499;22,8762;25,7482;1,03088;0,12911;-1,91508;-1,99447;
P27798(36);21,8272;21,731;22,7581;22,8682;25,5552;25,6528;22,8762;24,8583;1,85546;0,0315303;-2,4395;-3,43129;+
P29691(50);24,1395;23,5734;23,7747;22,8769;19,2242;18,6658;18,8043;19,5236;5,03512;0;4,53667;13,7444;+
P29691(632);18,2882;19,549;18,7737;18,7036;15,2539;20,2847;18,3028;19,5752;0,159671;0,679224;0,474472;0,415314;
P29691(305);25,1638;24,6238;23,8539;23,6016;23,1819;23,5503;22,2277;23,4554;1,37691;0,0720798;1,20695;2,57618;
P29691(566);21,7471;21,4068;22,3502;20,0919;20,1753;19,7277;19,7667;18,5203;1,67864;0,0420323;1,8515;3,10589;+
P29691(439);21,6024;19,6051;21,7826;20,1155;22,4175;21,2468;22,2339;22,4467;1,12208;0,109926;-1,30985;-2,14625;
P29691(253);18,393;17,1171;20,3904;20,9179;17,7542;19,6582;18,0213;18,4791;0,313553;0,483674;0,726392;0,742567;
P29691(103);22,0844;22,3465;23,5699;23,5051;18,8617;17,4149;19,3049;17,0969;3,40696;0,00148736;4,70687;7,10098;+
P29691(104);24,5203;23,9198;24,664;24,063;19,6321;17,915;19,5902;18,6591;4,67464;0;5,34267;11,9158;+
P29691(839);21,7417;19,9769;19,8447;20,0022;18,7216;20,6759;18,7746;20,1514;0,56745;0,296275;0,81053;1,21293;
P29691(164);19,9339;20,4616;20,5795;19,9867;19,0003;16,2378;19,528;17,5208;1,53215;0,0548674;2,16871;2,84518;
P29691(171);25,889;26,2124;25,3797;25,088;18,9144;17,3705;18,974;19,1667;5,16742;0;7,03586;14,4796;+
P29691(327);22,5089;22,2871;23,385;23,5218;17,1001;17,952;17,56;19,6679;3,56417;0,00139837;4,8557;7,5866;+
P29691(316);17,0039;17,9453;20,56;19,0103;19,6279;19,3826;18,6034;18,6279;0,212823;0,594821;-0,430569;-0,533903;
P29691(401);19,845;18,2814;21,934;18,3457;19,2879;17,9217;15,9725;20,2781;0,43573;0,379327;1,23647;0,976201;
P29691(42);25,9884;26,2551;25,2382;24,979;24,2127;23,8094;24,3855;24,3012;2,33293;0,0139058;1,43799;4,38443;+
P29691(506);24,8172;25,2877;25,7849;24,705;22,5474;23,6452;25,2171;23,2858;1,27313;0,0851148;1,47482;2,39969;
P29691(492);18,6266;19,7495;17,9912;19,7726;17,6956;17,2613;18,4562;17,707;1,32602;0,0786116;1,25494;2,48934;
P29691(280);19,9094;21,2575;19,2843;19,6959;20,4213;18,0248;18,4276;21,003;0,277411;0,518759;0,567602;0,669733;
P30625(51);25,9828;25,0676;24,6911;25,7296;23,459;22,9013;24,2526;24,7925;1,59424;0,0485181;1,51641;2,9548;+
P30625(363);20,7511;20,5898;18,9557;20,0998;19,2567;19,4878;17,932;19,5597;0,955182;0,149547;1,04007;1,86875;
P30628(125);23,6553;23,0011;23,2074;25,1838;18,8579;17,666;19,7428;18,7415;3,5969;0,00143333;5,00987;7,6911;+
P30642(381);20,2623;18,5046;21,228;20,4269;21,7486;19,9336;17,1928;16,084;0,431405;0,38312;1,36569;0,968202;
P34183(459);21,38;20,7076;19,1463;19,2383;19,0249;16,6887;19,4789;18,9412;0,972874;0,144405;1,58462;1,89813;
P34285(225);19,5989;20,4352;20,7734;20,3974;20,1841;21,0335;15,3893;18,0701;0,601417;0,280669;1,63195;1,27223;
P34322(391);21,0437;19,0902;18,6557;18,5143;17,8917;18,4967;19,3706;18,4645;0,541018;0,310634;0,770084;1,16636;
P34328(93);19,7718;18,7311;20,7716;19,4671;19,3523;16,772;17,0305;19,0176;1,0849;0,118052;1,64232;2,0843;
P34334(43);23,7282;24,2292;25,8626;24,998;21,4119;22,0743;21,9617;21,9559;2,95143;0,00348354;2,85357;5,83261;+
P34334(35);20,4292;19,8154;20,4811;18,2991;17,1835;18,0378;17,9487;20,0223;0,939755;0,153292;1,4581;1,84312;
P34334(97);23,1786;21,0451;23,1538;21,2733;17,4256;18,2824;17,7174;18,4627;3,25547;0,00173248;4,19067;6,65733;+
P34339(24);18,6257;17,5765;20,8611;17,0796;20,928;21,0537;19,8064;19,9045;1,09017;0,116321;-1,88743;-2,09309;
P34339(647);18,9002;19,3071;20,6547;18,7516;18,2629;18,9822;15,9404;19,9385;0,545263;0,307953;1,1224;1,17387;
P34339(665);18,6438;20,86;20,4266;19,466;18,0233;19,053;16,3359;20,5629;0,635884;0,262218;1,35531;1,33185;
P34345(22);20,7889;20,8055;21,6782;20,4391;16,7572;20,8694;18,2556;19,059;1,30083;0,0811716;2,19262;2,44657;
P34360(157);20,2644;21,391;19,1348;16,4779;17,9503;18,2224;18,0232;18,9635;0,423279;0,387189;1,02718;0,953125;
P34360(3);23,6802;26,1067;24,4497;26,6056;23,8601;25,7561;26,0393;24,9783;0,0210339;0,949134;0,0520859;0,0618098;
P34360(12);19,5405;17,4106;20,7922;20,9721;19,9496;17,3339;17,5601;18,8071;0,583679;0,289973;1,26614;1,24134;
P34360(14);19,7588;21,0563;19,9551;20,0801;18,9596;18,7465;16,026;19,1783;1,33301;0,0780037;1,98499;2,50123;
P34364(3);25,007;26,2684;23,6153;25,068;22,8547;23,5468;22,675;24,1311;1,41933;0,06687;1,68778;2,64904;
P34365(148);18,7703;19,6016;21,2189;21,6785;16,9669;18,2064;18,1565;17,3834;1,91259;0,0283085;2,63903;3,53927;+
P34369(1418);20,4292;20,148;19,474;17,7486;19,5992;17,6454;16,0711;19,4666;0,569889;0,295378;1,25435;1,21721;
P34382(172);19,3313;20,1857;19,8548;19,2235;24,1631;22,4843;22,8532;23,8649;3,70187;0,00130317;-3,69254;-8,03444;+
P34382(54);18,0516;20,0878;20,8938;19,1865;19,9561;18,3281;18,3819;18,7427;0,436556;0,378477;0,702703;0,977727;
P34382(47);18,2503;19,9398;19,8464;20,5099;18,9241;19,6542;19,0392;18,9699;0,423114;0,387118;0,489741;0,952818;
P34383(58);22,8403;23,1909;24,2003;22,7222;21,2728;22,3525;21,9226;20,9786;1,89818;0,0288942;1,60682;3,5119;+
P34383(90);20,057;16,7702;19,7731;20,5665;18,6543;20,4495;17,1877;19,7468;0,0923987;0,799323;0,282111;0,253488;
P34383(54);19,3209;20,2403;20,2561;20,367;18,7653;18,17;18,7663;16,8475;2,00464;0,0236182;1,9088;3,71647;+
P34383(68);23,6746;22,4959;22,5896;23,785;24,2773;23,5249;22,3417;25,1836;0,450868;0,369555;-0,695628;-1,00407;
P34383(47);20,3622;18,6712;18,7406;20,499;24,6796;25,5359;24,1303;24,8372;3,99479;0,0011465;-5,22748;-9,06307;+
P34419(93);23,7066;23,9442;23,7241;23,0776;21,5808;18,0418;18,4196;20,3712;2,47532;0,0100576;4,0098;4,69393;+
P34419(95);19,5628;18,8164;19,3604;21,0745;19,8024;19,7956;20,2605;20,8393;0,377841;0,42252;-0,470941;-0,867617;
P34453(79);17,1923;20,7704;20,8126;20,2399;17,5576;17,9895;17,486;21,2028;0,429333;0,384271;1,19481;0,964363;
P34453(57);18,3436;19,8036;19,5862;18,3932;18,5489;17,6251;18,5085;16,3573;1,02183;0,131078;1,27169;1,97944;
P34466(1014);19,4647;19,4983;18,0514;17,7848;21,1251;16,8786;19,29;17,6346;0,010366;0,972517;-0,0322709;-0,0308184;
P34477(99);19,8697;20,8059;19,7115;20,679;18,0064;18,5432;16,0682;18,7279;1,96023;0,0257882;2,4301;3,63047;+
P34477(9);18,8585;19,8757;18,2593;18,7639;18,6459;19,6919;19,3217;21,9668;0,568909;0,295994;-0,967224;-1,21549;
P34477(71);25,4252;25,0822;25,8701;24,8475;21,6554;21,5003;20,6557;22,8208;3,48149;0,00130303;3,64821;7,32791;+
P34496(110);23,197;21,9935;23,622;24,4398;24,0637;23,0009;21,1223;23,9422;0,123641;0,74145;0,280789;0,330518;
P34500(38);18,8436;17,9877;21,1016;20,5073;21,858;21,5902;22,1908;23,322;1,74322;0,038628;-2,63023;-3,22327;+
P34501(1307);25,9485;25,4422;26,099;24,4877;23,6232;23,6587;24,0373;23,7672;2,42644;0,0110593;1,72274;4,58622;+
P34501(1294);25,8219;24,5471;24,623;25,7141;20,6853;16,4305;21,0826;19,7101;2,6684;0,00669492;5,6994;5,1353;+
P34501(1286);16,5718;18,5997;18,4872;20,3873;18,0678;17,2127;20,1056;21,0259;0,19838;0,614674;-0,591505;-0,50236;
P34544(1114);28,2548;30,0137;28,1629;28,181;29,7132;29,286;29,6985;29,3847;0,948853;0,151484;-0,867502;-1,85824;
P34552(577);24,4754;24,6948;22,7812;23,7738;22,9127;24,2689;22,7454;23,1528;0,560433;0,299539;0,66132;1,20061;
P34556(148);21,3436;19,66;21,7371;21,0506;16,6328;18,3447;19,1426;21,1569;1,06022;0,123282;2,12857;2,04324;
P34556(219);18,7535;19,6672;19,2401;20,6876;19,0781;16,4434;18,6702;20,239;0,500891;0,335043;0,979418;1,09484;
P34556(114);17,871;19,0544;20,9171;20,4082;15,4036;18,875;17,7096;15,6431;1,30524;0,0806775;2,65488;2,45405;
P34560(18);19,2491;19,6136;20,0446;19,6695;18,0459;20,29;18,6168;16,5628;0,798345;0,193176;1,26532;1,60738;
P34561(278);19,0668;20,6891;21,3756;19,6489;17,9992;17,6723;15,7113;19,0598;1,60419;0,0473091;2,58445;2,97247;+
P34574(841);18,5769;21,6146;19,2037;20,5192;16,6699;17,1008;15,5049;18,3128;1,86582;0,0308958;3,08153;3,45077;+
P34575(339);18,6954;18,9507;21,2464;19,1465;17,9779;19,3559;16,1479;18,3727;0,874921;0,171051;1,54612;1,73529;
P34595(538);21,921;21,9206;22,0294;20,2785;20,0374;19,7432;17,3544;18,1233;1,91433;0,0280213;2,72279;3,5426;+
P34595(681);18,4711;19,4351;18,7822;20,5062;17,5395;18,6592;17,1752;20,9427;0,316789;0,481386;0,719486;0,748993;
P34595(662);26,5087;26,6278;28,8304;26,2902;24,6427;24,8974;24,5314;25,3038;1,94341;0,0265217;2,22047;3,59815;+
P34624(18);19,414;19,5182;20,7755;18,6612;18,3834;20,9135;19,1632;16,1549;0,378678;0,42194;0,938433;0,869212;
P34629(349);17,9589;20,6119;18,3703;18,2206;19,2413;14,8609;19,0038;19,9601;0,153521;0,688978;0,523895;0,401116;
P34629(326);18,2291;19,7206;19,8252;18,8919;18,3517;17,914;19,4864;18,1827;0,63871;0,261208;0,683011;1,33671;
P34647(700);20,8902;18,6213;21,9223;19,675;19,5935;16,7413;17,6591;19,6414;0,93435;0,154256;1,8684;1,83414;
P34654(26);19,4507;20,6768;19,8001;20,8693;19,3593;16,958;18,444;19,3109;1,36791;0,0734013;1,6812;2,56077;
P34661(79);19,8268;21,226;20,2521;20,084;17,5605;19,7634;16,8787;19,5044;1,31848;0,0790492;1,92046;2,47653;
P34662(77);18,146;20,0019;19,7095;20,1487;20,5134;21,448;21,5268;20,9524;1,67866;0,0420254;-1,60861;-3,10593;+
P34662(79);19,1761;20,5501;18,9747;19,3478;17,3454;17,4214;19,3605;19,7555;0,696465;0,233749;1,04145;1,4355;
P34662(25);18,8581;20,0715;18,3523;20,0802;17,1863;17,4359;19,3369;21,0548;0,236274;0,565005;0,587053;0,584156;
P34662(66);19,7385;21,6673;19,638;21,3133;17,5596;16,221;16,9717;18,3834;2,49744;0,00903475;3,30535;4,74318;+
P34685(45);18,7178;20,3737;19,4116;19,2992;17,2923;17,4805;17,2764;17,1958;3,06811;0,0029589;2,13936;6,13925;+
P34686(92);19,7555;18,164;20,9583;19,8517;18,2238;17,3868;19,8467;18,6272;0,739582;0,214562;1,16126;1,50855;
P34692(59);19,7248;19,1621;21,53;18,3509;19,0921;19,9707;18,2444;18,393;0,438618;0,377269;0,766922;0,981534;
P34696(142);24,531;25,1395;26,2889;25,2737;25,0595;24,9902;25,6146;25,7083;0,0292725;0,930636;-0,0348773;-0,0852725;
P34697(118);18,1329;19,9993;16,5115;18,6576;19,4183;21,4125;18,3141;16,6537;0,200478;0,611863;-0,624353;-0,506971;
P34697(120);20,9142;20,7878;20,4247;17,5356;16,847;19,0427;19,5033;20,2293;0,412762;0,394603;1,01002;0,933518;
P34712(538);19,8512;18,4977;20,3778;19,7742;20,1319;20,7701;16,9674;16,9695;0,363596;0,434866;0,915504;0,840352;
P34712(1311);21,4544;20,4993;21,8538;20,0277;21,2427;15,8797;19,011;20,4842;0,695624;0,234125;1,80441;1,43407;
P34712(1315);19,84;19,335;20,3857;20,1064;19,7073;20,2461;18,1756;17,3123;0,723488;0,221488;1,05643;1,48134;
P34712(727);18,7722;19,7104;21,7509;18,7094;19,0733;17,0192;20,9325;21,1241;0,0588361;0,863925;0,198438;0,166409;
P34712(535);21,16;18,7916;21,2172;20,619;16,7325;17,0611;18,2138;19,2005;1,78719;0,0354002;2,64498;3,30414;+
P34712(714);23,9221;24,7499;23,5195;21,8514;17,2976;19,588;19,2836;20,2421;2,6154;0,0073361;4,40787;5,01152;+
P34712(30);20,2036;21,4833;20,3292;18,9415;18,8297;20,0645;18,7899;19,2327;0,847316;0,179495;1,01021;1,68927;
P34712(47);17,0327;18,115;20,3286;19,2844;17,5881;20,617;18,6116;18,6136;0,062182;0,857469;-0,167415;-0,175315;
P34712(26);20,2198;20,1195;19,7437;19,2985;21,1135;19,3578;17,5851;17,8277;0,470194;0,355909;0,874366;1,03937;
P34713(5);21,4583;21,0021;22,9869;21,9009;23,0382;23,3567;25,8998;22,4905;1,12074;0,110348;-1,85928;-2,14402;
P34713(16);20,9442;20,8593;19,6088;19,9324;17,8108;14,8964;16,2098;16,5537;2,9339;0,00397007;3,96853;5,78755;+
P35129(144);25,6647;25,2662;25,4947;25,0612;18,2716;20,3229;17,9382;20,2002;4,15221;0,000641221;6,18847;9,66216;+
P35129(8);18,7545;19,2636;17,8695;19,8961;17,6162;19,0688;17,1366;19,2241;0,456751;0,365654;0,684518;1,01485;
P35603(229);18,0747;19,5578;20,5778;20,1312;18,1575;17,0683;18,1138;17,3034;1,69978;0,0410739;1,9246;3,14413;+
P36573(7);25,1304;24,0488;24,6826;24,9383;16,2878;17,8886;18,8787;20,9583;3,07799;0,00298343;6,19667;6,16576;+
P36609(189);23,9898;23,5306;24,3641;23,8723;22,9473;21,8281;20,8616;23,9258;1,18515;0,097423;1,54852;2,25167;
P36609(190);19,9595;20,1054;20,4126;19,236;19,199;19,3749;19,5972;18,744;1,19661;0,0956918;0,699625;2,27089;
P36609(140);20,3788;20,2307;20,4223;20,4566;18,3758;18,5291;20,941;19,246;0,952546;0,150216;1,09915;1,86437;
P36609(121);20,4571;20,0358;19,6181;18,6296;19,9912;16,6952;17,1848;19,2882;0,775331;0,201265;1,39531;1,56876;
P37165(107);29,0348;28,4336;28,3955;27,9807;25,9082;24,9731;26,1017;27,678;2,05516;0,0223066;2,29587;3,81547;+
P37165(101);18,1402;21,078;19,6429;21,4143;20,033;17,5179;18,2677;19,6082;0,603974;0,279114;1,21212;1,27667;
P37806(397);20,0895;19,2093;20,34;18,6579;18,5128;18,2271;17,0847;20,8091;0,475818;0,352371;0,915711;1,04958;
P37806(250);25,8022;26,8242;27,0024;24,8999;26,4271;26,592;25,1981;26,3416;0,00433434;0,988071;-0,00756311;-0,0129736;
P37806(392);23,644;23,3763;23,5088;23,801;21,4561;18,7575;18,064;17,8684;2,80033;0,00526984;4,54604;5,45249;+
P37806(531);19,3059;17,7015;18,3736;20,2559;16,6536;20,184;19,114;20,8122;0,096161;0,793032;-0,281731;-0,262956;
P37806(346);24,5888;24,8607;22,5415;24,3508;19,8442;19,2925;18,349;18,5868;3,72061;0,00134579;5,06735;8,09709;+
P37806(351);21,1477;18,3998;21,5508;19,6142;17,5057;15,8069;18,9238;20,1906;0,879003;0,169752;2,07137;1,74209;
P37806(293);18,4698;19,614;18,9149;20,2687;18,1653;19,6761;17,6024;19,7763;0,322771;0,475732;0,51184;0,76083;
P37806(245);26,3615;26,4145;27,3122;26,7157;25,4049;25,0043;26,4193;25,5514;1,61618;0,0464097;1,10601;2,99382;+
P37806(330);21,4975;22,4953;23,1064;21,7254;18,5408;18,5034;18,6546;20,6177;2,58708;0,00765112;3,12702;4,94622;+
P37806(266);19,0865;18,2729;20,7275;20,3904;17,469;17,7254;19,9177;20,0142;0,415295;0,392872;0,837788;0,938251;
P37806(525);20,2238;21,155;20,691;19,5673;26,8143;25,4837;25,1841;25,7652;4,47727;0;-5,40259;-11,0133;+
P39745(274);18,7278;19,3675;19,586;19,0206;21,1516;20,5413;19,0125;18,0791;0,300265;0,49458;-0,520643;-0,716023;
P41877(616);17,5857;18,2395;21,9509;18,2753;17,4105;17,898;17,2373;18,4461;0,57703;0,291932;1,26485;1,22972;
P41931(12);19,2565;19,7275;21,2906;17,6324;18,7619;17,6317;18,1061;19,3979;0,551642;0,303809;1,00235;1,18513;
P41932(148);19,8274;19,045;20,0218;18,6443;20,2277;16,6376;17,8468;18,969;0,535613;0,313905;0,964387;1,15678;
P41932(13);22,7555;23,1014;22,81;21,8584;24,2715;23,8318;21,0152;22,512;0,133364;0,723041;-0,276286;-0,353799;
P41932(160);24,1522;22,6124;23,4322;23,2512;18,8993;19,686;18,0213;19,3649;4,00083;0,00115385;4,3691;9,08542;+
P41932(30);25,1855;23,8903;24,1082;24,8015;19,6933;16,7998;19,3605;18,378;3,7805;0,0009;5,93845;8,3001;+
