Leading.proteins.Positions.within.proteins;log2 daf2_d5_01;log2 daf2_d5_02;log2 daf2_d5_03;log2 daf2_d5_04;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04; -Log Student's T-test p-value daf2_d5_eat2_d5;Student's T-test q-value  daf2_d5_eat2_d5; Student's T-test Difference  daf2_d5_eat2_d5;Student's T-test Test statistic  daf2_d5_eat2_d5;Sign p-val: 0.05 
P91914(27);16,9055;20,1484;15,6507;20,0966;21,4597;20,7091;20,993;21,0469;1,32115;0,00716846;-2,85192;-2,48106;+
P91914(93);19,4613;18,1206;19,0535;16,6796;19,3518;20,5179;20,5834;20,6862;1,52163;0,00408227;-1,95609;-2,82674;+
P91917(281);19,7107;19,3002;15,8692;19,8019;20,7396;20,8235;21,3175;19,8453;1,05447;0,0154678;-2,01095;-2,03369;+
P91918(97);17,445;17,9818;18,1609;17,9367;23,0583;24,2463;23,7833;21,8837;4,23278;0;-5,36174;-9,98226;+
P91918(8);17,9406;19,5504;17,8149;20,1428;20,8738;20,8383;20,2071;21,8959;1,66572;0,00289197;-2,09158;-3,0826;+
Q02335(259);15,966;18,6736;17,1944;20,5346;20,9754;19,8289;20,1442;21,7141;1,27335;0,00863876;-2,57352;-2,40006;+
Q02335(184);18,1039;17,1836;17,6813;19,3172;22,9059;23,7571;22,9094;22,7533;4,19438;0;-5,00989;-9,82854;+
Q03206(166);19,4927;19,0424;17,0196;18,1931;19,7508;19,8416;19,959;21,5584;1,42381;0,00514954;-1,84051;-2,65676;+
Q03562(244);18,9859;20,2242;20,2539;19,7772;19,6427;20,1574;20,3676;21,4533;0,579221;0,0822966;-0,594943;-1,23355;
Q03564(315);17,2803;19,958;17,2593;18,4558;20,3593;20,9209;20,53;20,6008;1,96828;0,00153491;-2,36439;-3,64598;+
Q03567(241);18,2077;18,2473;18,6796;19,1863;23,9785;24,0713;22,4888;25,1186;4,00034;0,00014966;-5,3341;-9,0836;+
Q03567(7);23,9413;23,0404;24,172;23,6624;27,0512;28,2446;27,0366;26,6817;3,82555;0,000121212;-3,54948;-8,45571;+
Q03601(834);17,2921;18,519;16,4867;20,5412;23,9438;25,7601;23,6659;24,2882;3,09721;0,000106734;-6,20479;-6,2176;+
Q04833(4605);19,6863;18,1144;18,7628;16,9228;20,586;20,5159;21,3808;21,8626;2,18715;0,00108317;-2,71476;-4,08041;+
Q05036(533);23,0369;22,8862;23,8569;24,6215;21,5857;21,2214;21,6086;21,3833;2,70451;0,00051756;2,15066;5,2208;+
Q05036(479);19,7866;16,2005;21,0679;16,9753;21,3021;21,542;20,3342;18,9021;0,76554;0,0410024;-2,01251;-1,5523;+
Q05062(133);18,0934;18,0205;17,7807;18,1177;24,9148;22,6645;23,9796;23,5674;4,73576;0;-5,77849;-12,2088;+
Q05062(144);21,3452;19,0203;17,647;18,3421;18,6372;21,1438;21,8266;21,8172;0,795279;0,0366773;-1,76757;-1,60224;+
Q05062(184);18,2075;19,7962;18,4777;20,3518;20,0043;19,958;21,3151;21,6183;1,18447;0,0109209;-1,51561;-2,25055;+
Q05062(185);17,3337;17,1754;18,9343;21,2459;20,7414;20,5341;20,0902;20,5578;0,969759;0,0202121;-1,80853;-1,89296;+
Q067X2(125);17,2994;18,2049;18,5945;17,8888;20,6153;21,1012;21,0816;21,1361;4,22504;0;-2,98664;-9,9511;+
Q07750(118);18,9267;14,7799;18,1956;20,9072;21,457;20,4513;21,03;21,5651;1,1821;0,0110918;-2,9235;-2,24656;+
Q07750(31);20,491;18,174;18,2937;19,0997;21,0585;19,1341;20,1019;20,246;0,847194;0,0308127;-1,12052;-1,68906;+
Q09217(112);18,649;19,7503;17,1492;18,3337;20,2242;21,6222;21,5901;19,9976;1,8739;0,00191304;-2,38795;-3,46599;+
Q09236(39);19,4314;16,877;17,7512;17,587;21,4851;21,6123;21,5046;20,707;2,9741;0,000304147;-3,4156;-5,89127;+
Q09236(45);17,4;15,0319;16,3592;18,8552;20,829;19,4963;21,1093;20,6335;2,18835;0,00108597;-3,60546;-4,08286;+
Q09236(14);17,949;17,8494;16,0057;21,2779;19,3304;20,2622;20,8856;20,9587;0,913802;0,0245113;-2,08872;-1,79999;+
Q09237(795);18,6048;19,9556;17,276;21,2532;19,7201;20,9996;20,6204;21,4454;0,750602;0,0432027;-1,42399;-1,52714;+
Q09237(832);17,1313;18,8125;17,6108;16,1606;21,3245;21,8047;20,777;19,4465;2,40701;0,000748503;-3,40934;-4,54382;+
Q09248(67);20,0216;18,9064;15,6335;18,5669;18,1814;19,8255;20,6632;21,5471;0,736634;0,0458619;-1,77221;-1,50357;+
Q09250(74);19,8272;21,845;19,4524;18,8623;20,4194;21,3236;20,9001;21,1435;0,678279;0,057256;-0,949909;-1,40452;
Q09269(83);25,7392;26,2107;24,6496;23,7703;21,5995;23,4897;23,1959;23,2687;1,70292;0,0026337;2,20398;3,14983;+
Q09289(347);25,9661;25,1328;24,7956;25,4223;26,081;24,735;25,6779;24,7721;0,0102596;0,956818;0,0127225;0,0305056;
Q09289(362);25,6805;24,9705;25,5984;25,2944;24,2407;25,6288;24,6978;23,845;0,962257;0,0207551;0,782896;1,8805;+
Q09289(338);26,9961;27,027;26,1103;26,9748;25,3152;25,8048;25,7336;25,7742;2,37449;0,000765396;1,12012;4,47343;+
Q09289(242);16,9892;16,7586;16,1495;21,403;20,7321;20,517;20,6992;21,2639;1,30178;0,00775957;-2,97794;-2,44818;+
Q09289(130);24,3256;23,8998;25,298;24,2157;25,5446;25,0124;25,3538;25,0356;1,29996;0,00786179;-0,801821;-2,4451;+
Q09289(122);17,8284;17,719;18,705;19,614;20,7066;19,7431;19,8252;21,7684;1,70904;0,00259717;-2,04423;-3,16095;+
Q09289(105);16,7161;19,1632;15,677;19,1539;22,3425;23,1658;23,6762;23,2059;2,96549;0,000300683;-5,42005;-5,86893;+
Q09289(241);18,7405;15,8565;20,4689;18,2114;21,1878;20,9786;21,2925;21,1871;1,60754;0,00344669;-2,84218;-2,97843;+
Q09350(297);19,9541;17,0714;18,499;18,8766;20,0025;21,26;20,8138;21,4959;1,82269;0,00206771;-2,29278;-3,37002;+
Q09407(34);18,4603;16,9344;18,4299;20,1483;20,9425;20,714;19,8238;21,4908;1,63584;0,00311046;-2,24954;-3,02895;+
Q09422(156);17,2427;17,0439;18,1043;19,9959;24,4375;23,9014;24,0926;24,0823;3,93197;0,0001375;-6,03173;-8,83329;+
Q09422(127);19,0535;19,8445;16,1088;19,4579;21,4542;21,7231;21,6857;20,8153;1,72905;0,00255697;-2,80339;-3,19737;+
Q09422(76);20,9283;18,344;20,4585;19,6793;20,9956;20,1609;21,2227;20,6632;0,727541;0,0474763;-0,908081;-1,4882;+
Q09436(302);20,7684;18,8788;18,8473;19,1384;20,5346;20,9631;20,9947;21,4743;1,72385;0,00255176;-1,58343;-3,18789;+
Q09444(259);18,2467;18,46;17,9697;16,8703;20,6487;21,7541;21,4789;21,5708;3,71735;0,000103774;-3,47645;-8,08616;+
Q09444(303);19,5692;17,4589;17,4454;18,9966;24,3753;26,1102;25,7545;24,7781;4,28008;0;-6,88699;-10,1746;+
Q09444(305);25,1938;24,3117;23,4158;24,2381;26,1914;25,671;25,7545;24,7781;1,50142;0,0043024;-1,30889;-2,7914;+
Q09444(307);24,9852;24,0421;23,0974;23,3799;23,2932;23,7034;24,7092;23,4623;0,0564369;0,773873;0,0841131;0,159991;
Q09489(98);18,8595;19,0771;18,1947;19,0873;20,5714;20,9571;20,6743;21,1701;3,7353;0,000106538;-2,03858;-8,14648;+
Q09489(8);19,2955;21,0887;17,2625;18,702;21,3584;20,8415;21,2553;20,5367;1,24126;0,00930606;-1,91076;-2,34593;+
Q09490(38);17,9331;18,818;17,4949;18,3312;20,4323;20,6664;19,6674;20,648;3,02286;0,000177246;-2,20925;-6,01893;+
Q09490(40);26,6413;24,3172;23,4649;25,8058;23,4195;24,379;22,7458;24,3292;0,81789;0,0339321;1,33894;1,64011;+
Q09533(208);19,0205;20,4657;19,4981;20,5392;19,972;21,2305;20,1076;21,1725;0,719167;0,0489332;-0,739759;-1,47403;+
Q09533(121);20,0057;14,5097;19,0066;15,5437;22,5598;23,4255;22,6224;23,301;2,2674;0,000985705;-5,71078;-4,24623;+
Q09533(30);19,2591;19,6737;20,4825;17,3475;23,8297;23,4609;26,4566;23,0467;2,57756;0,000567568;-5,00774;-4,9244;+
Q09533(39);19,3875;18,9544;19,9376;20,9423;23,8919;23,248;23,4026;23,9995;3,75418;0,000109181;-3,83004;-8,21035;+
Q09560(840);21,5015;15,437;20,642;17,2415;21,1693;20,9333;20,9496;21,2749;0,832042;0,0323595;-2,37625;-1,66377;+
Q09568(563);24,9479;24,4914;24,8835;24,3908;24,6345;23,3634;25,6743;25,0108;0,00507942;0,979296;0,00767803;0,015191;
Q09581(5);17,6807;16,0771;18,8004;17,2721;21,1683;21,1108;20,875;21,5319;3,17141;0,000114754;-3,71391;-6,42083;+
Q09581(232);18,9424;18,5789;17,5593;16,4974;20,4512;20,009;20,7924;21,4081;2,35844;0,000756522;-2,77067;-4,43893;+
Q09581(200);18,3441;17,9658;18,1243;19,448;20,4584;21,6314;21,1092;19,7817;2,31882;0,000860759;-2,27464;-4,35445;+
Q09581(74);16,361;17,7425;18,6984;18,7084;25,113;23,3298;24,6226;23,8579;4,06589;0,000161765;-6,35322;-9,32942;+
Q09581(185);24,37;23,0285;22,4726;26,3693;20,6805;21,6995;19,7908;21,4825;1,75629;0,00234855;3,1468;3,24724;+
Q09614(846);24,6755;23,7499;24,0797;24,2109;23,4725;24,6554;24,5983;22,9021;0,232282;0,340296;0,271963;0,575683;
Q09665(57);20,9048;17,4834;18,128;17,9206;20,9313;21,7125;20,2124;21,0358;1,52329;0,00409725;-2,36381;-2,82965;+
Q09934(851);19,2678;18,6336;18,9047;17,3393;21,5924;20,5111;21,1382;20,6901;2,63185;0,000546889;-2,44664;-5,04973;+
Q09934(443);24,497;23,2977;23,5383;26,4187;24,7799;25,0275;25,7416;27,4397;0,681179;0,0567029;-1,30927;-1,40947;
Q09934(356);18,0593;18,5547;18,9526;17,9436;21,5006;23,4694;22,8084;23,3983;3,87394;0,000127907;-4,41661;-8,62562;+
Q09936(37);20,4274;17,7408;16,485;20,0952;21,0526;19,572;20,9397;21,7884;1,05936;0,0152053;-2,15106;-2,04181;+
Q09936(217);20,6552;19,8744;18,7004;20,4904;21,1258;21,055;21,0444;21,4767;1,47163;0,0046486;-1,24537;-2,73951;+
Q09936(121);17,487;20,9864;17,447;20,295;20,3059;21,1717;20,9744;21,5693;1,04903;0,0157896;-1,95146;-2,02464;+
Q09936(263);22,9272;22,5658;22,2588;23,9506;22,6865;22,7493;23,8542;23,8838;0,313104;0,237542;-0,367864;-0,741673;
Q09936(23);17,3574;20,1709;18,2753;20,7899;21,3431;20,1067;20,4801;21,4622;1,01058;0,0180329;-1,69967;-1,96075;+
Q09967(32);19,9314;17,2744;17,3803;18,1165;23,4247;24,9797;25,7142;24,518;3,7857;0,00011399;-6,48354;-8,31794;+
Q09967(23);20,1469;20,1737;19,0117;17,8444;27,1681;27,8007;27,6294;27,2576;5,12395;0;-8,16976;-14,2341;+
Q09EE6(179);25,5276;24,9152;24,3541;25,245;26,9579;27,5317;27,1029;27,7181;3,53868;8,82E-05;-2,31719;-7,50606;+
Q09EE6(19);17,2739;18,147;19,106;18,9192;24,905;24,5847;23,5654;24,5429;4,66686;0;-6,03799;-11,8789;+
Q09EE6(20);18,9333;21,3294;16,7086;18,8251;24,0412;24,5847;23,9067;24,5429;2,8364;0,000325438;-5,31977;-5,54154;+
Q0G831(125);19,4122;18,4686;18,7912;18,5908;20,2208;20,1414;21,8327;20,2185;2,08798;0,00119217;-1,78767;-3,88048;+
Q0KHC0(68);19,897;16,2181;17,837;19,4816;19,1391;21,147;21,3478;20,3521;1,14516;0,0121889;-2,1381;-2,18478;+
Q10010(101);17,3205;18,3015;19,1845;19,8513;26,8824;26,694;24,3106;24,7083;3,72358;0,000104762;-6,98437;-8,10707;+
Q10020(77);19,2551;14,818;19,3296;17,498;21,1689;21,1007;21,6746;20,7105;1,72838;0,00255436;-3,43849;-3,19615;+
Q10020(57);17,6524;18,8231;17,3164;19,7352;21,4819;21,298;20,4643;19,0315;1,49426;0,00444464;-2,18713;-2,77889;+
Q10020(107);18,225;17,3902;16,3253;18,7526;21,0522;21,4345;21,5405;21,9384;3,31077;6,84E-05;-3,81814;-6,81661;+
Q10020(108);20,3787;19,5956;19,4313;18,8054;19,9376;20,2342;19,2657;20,7997;0,51166;0,106552;-0,506572;-1,11413;
Q10033(254);19,4708;18,2368;20,1758;21,0021;20,8946;21,2181;20,3731;20,7155;0,892495;0,0263445;-1,07895;-1,76455;+
Q10043(105);19,077;18,3903;18,9817;19,751;20,4206;21,6769;21,825;21,4515;2,79241;0,000441815;-2,2935;-5,43306;+
Q10046(29);19,4737;19,8174;19,8001;21,3275;21,413;20,7678;21,2366;20,8965;1,15874;0,0117551;-0,973781;-2,20747;+
Q10121(170);20,9067;19,6573;18,6535;20,4981;20,8449;21,0574;21,5457;21,0764;1,22149;0,00972951;-1,2022;-2,31266;+
Q10121(101);19,4218;19,6176;17,1418;18,9373;21,1357;19,5567;20,3921;20,6286;1,34583;0,00664933;-1,64863;-2,52307;+
Q10121(28);24,2419;23,6961;25,3528;23,8025;20,7549;24,4833;23,7646;24,3216;0,443603;0,140484;0,942248;0,990721;
Q10121(31);17,2576;19,2727;19,4272;19,621;21,492;21,4667;20,9553;21,9193;2,33345;0,000745714;-2,5637;-4,38553;+
Q10130(368);20,6883;19,5477;18,0226;19,4739;21,0848;20,1631;21,6372;20,4525;1,15219;0,0119;-1,40127;-2,19653;+
Q10130(369);18,0762;19,2269;19,9754;18,5257;21,0289;21,7649;21,3328;20,7839;2,55971;0,000559068;-2,27659;-4,88363;+
Q10454(207);17,9709;18,9202;17,9109;17,3666;21,4652;21,5869;20,2213;20,2625;2,92857;0,000294314;-2,84182;-5,77389;+
Q10454(230);23,5666;22,0184;21,5725;22,7426;25,2169;24,9321;24,819;25,1106;2,90448;0,000287269;-2,54465;-5,7125;+
Q10454(224);19,749;17,6063;17,8212;18,0242;18,8102;20,8056;20,6364;21,6719;1,51232;0,0042111;-2,18083;-2,81043;+
Q10454(368);26,4949;25,9042;23,9411;24,3277;26,5475;27,4088;27,4007;26,5379;1,46595;0,00466696;-1,80675;-2,72965;+
Q10454(334);21,1909;17,7052;18,9021;17,8615;19,8725;19,1787;21,2495;18,8339;0,394973;0,170148;-0,868732;-0,900109;
Q10454(136);17,4122;17,1427;19,6324;17,786;23,4455;23,1341;22,8821;22,2316;3,68339;9,93E-05;-4,93;-7,97307;+
Q10454(296);18,6034;15,7256;17,8233;17,5017;23,7554;24,3625;23,4168;23,2038;4,11548;0;-6,27111;-9,51933;+
Q10454(158);20,841;18,3634;17,841;18,8951;21,9403;23,2971;23,7195;22,7813;2,69806;0,000574057;-3,94944;-5,20545;+
Q10454(71);21,3196;18,256;16,8957;19,3195;22,6014;23,4693;22,6802;23,0568;2,24321;0,00100201;-4,00424;-4,19586;+
Q10457(410);19,1579;17,3599;17,0094;18,5106;21,2821;18,6358;20,9419;21,0658;1,67958;0,00281673;-2,47198;-3,10758;+
Q10578(837);18,1572;16,6815;17,3415;19,7066;21,06;21,1593;21,1456;19,8001;2,07484;0,00121771;-2,81958;-3,85438;+
Q10578(650);17,3379;17,4827;18,7515;19,4622;20,6224;20,7138;21,1973;21,1674;2,61124;0,00054026;-2,66663;-5,00191;+
Q10578(999);19,5269;17,3491;16,4219;18,5515;24,6761;23,4902;23,3904;23,6691;3,65663;9,65E-05;-5,84411;-7,88491;+
Q10578(762);19,9378;17,4803;17,8202;19,1061;20,0675;21,4973;20,7838;20,5465;1,79654;0,00214082;-2,13768;-3,32144;+
Q10651(685);19,1965;19,1399;18,0203;18,05;22,9688;21,6124;22,3407;23,2415;3,71132;0,000103044;-3,93918;-8,066;+
Q10655(49);19,5485;15,9647;16,8189;17,6599;21,4876;20,9693;20,5594;20,6338;2,29137;0,00096;-3,41453;-4,29648;+
Q10657(67);27,2383;26,6524;25,7226;26,9858;25,7507;26,9032;24,7824;26,5552;0,521019;0,102204;0,651879;1,13084;
Q10901(485);25,3963;25,9967;21,9832;24,9304;26,4782;27,1434;27,0046;27,5905;1,44384;0,0049419;-2,47756;-2,69134;+
Q10943(142);16,6827;20,2338;19,2202;18,882;20,1999;20,617;21,3026;20,7712;1,34217;0,0067208;-1,96801;-2,51683;+
Q11080(31);23,9426;22,5333;23,0926;24,9286;21,1906;22,1025;22,62;22,8465;1,18128;0,0111694;1,43438;2,2452;+
Q11101(141);17,7197;19,5333;18,7943;19,5059;20,7931;20,9889;21,7039;21,7325;2,58258;0,000532878;-2,41632;-4,93589;+
Q11176(325);24,3763;24,6003;25,2039;24,6845;21,3777;21,8012;21,7788;20,7582;4,463;0;3,28725;10,9505;+
Q17334(277);18,3329;18,8968;20,2117;18,5671;20,2487;20,0003;21,0713;21,2753;1,70748;0,00259323;-1,64679;-3,1581;+
Q17334(316);18,4335;17,8186;18,1708;18,4904;23,2138;24,6687;24,0272;23,9612;5,59802;0;-5,73941;-17,1414;+
Q17334(90);19,2312;18,2361;20,4003;20,894;25,9284;26,0026;25,4827;25,0533;4,0614;0,000160584;-5,92633;-9,31242;+
Q17339(313);20,3801;22,3103;21,8205;21,4312;18,9803;20,878;21,3729;19,2579;0,971557;0,0201011;1,36322;1,89594;+
Q17348(85);19,0055;19,8976;16,719;18,9459;18,3869;21,3716;20,0907;19,7538;0,662819;0,0605891;-1,25876;-1,37809;
Q17361(345);24,0394;23,8588;28,8376;23,2633;25,9575;25,507;25,3831;23,0967;0,00317097;0,98702;0,0136933;0,00950398;
Q17361(129);17,3399;17,6252;18,2969;19,9982;20,5511;21,4907;20,6839;20,923;2,20462;0,00101243;-2,59716;-4,11619;+
Q17361(461);18,3302;18,8002;17,0273;19,6929;20,9638;20,8931;20,6801;21,3573;2,3305;0,000775018;-2,51093;-4,37926;+
Q17361(283);18,4755;20,6251;16,9506;17,2855;20,9196;21,4817;21,1109;20,9631;1,79194;0,00217221;-2,78463;-3,31293;+
Q17389(773);17,3216;19,0986;18,4307;22,0094;21,2637;20,088;19,2067;20,4195;0,419738;0,154527;-1,02942;-0,946536;
Q17405(42);24,4647;23,828;22,566;22,7701;26,019;25,8309;26,0027;25,9574;2,88202;0,00028175;-2,54533;-5,65567;+
Q17405(59);19,6246;17,0302;18,0175;17,8138;20,998;20,6497;20,0073;20,8155;2,27573;0,000990424;-2,4961;-4,26365;+
Q17405(62);18,7378;18,6755;19,2105;17,0349;24,102;22,5746;23,1453;23,2676;3,84398;0,000123249;-4,85769;-8,52006;+
Q17405(8);17,2903;18,8107;19,8956;18,4511;24,7673;26,4527;25,8666;25,7169;4,48926;0;-7,08897;-11,0662;+
Q17405(39);26,0941;26,8763;26,0136;23,7513;28,089;27,6541;28,7126;28,1622;1,88868;0,00185193;-2,47064;-3,49392;+
Q17410(258);19,6743;19,6936;17,3277;17,2181;20,2757;21,381;21,7111;21,7089;1,94485;0,00160547;-2,79072;-3,60091;+
Q17413(37);20,6794;17,6784;15,5226;19,8764;19,7775;19,9438;20,8696;21,0651;0,817032;0,0340302;-1,97476;-1,63867;+
Q17430(84);19,8396;18,3548;16,3507;18,3189;20,6725;21,0648;20,2088;21,8612;1,85706;0,00197819;-2,73579;-3,4343;+
Q17435(17);19,4871;19,2813;14,7346;16,6409;20,7083;21,3867;19,1775;21,0694;1,31131;0,00746733;-3,04952;-2,46436;+
Q17446(260);20,8222;19,8247;18,4152;16,7258;22,7293;23,2469;22,9298;23,9678;2,42858;0,000720611;-4,27147;-4,59089;+
Q17455(301);23,4233;24,0276;25,1147;25,7205;25,2736;24,9979;26,2027;25,3072;0,736786;0,0458925;-0,873842;-1,50383;+
Q17489(247);19,9206;18,5263;19,8143;19,6043;19,7995;21,3038;20,0473;21,0685;1,16654;0,0115867;-1,0884;-2,22052;+
Q17542(583);24,7168;24,2892;23,9821;24,5474;26,6227;26,6842;26,3237;25,5616;3,12995;0,000110381;-1,91421;-6,30664;+
Q17543(260);28,896;28,5769;29,4337;27,7487;27,0154;28,2746;28,4212;27,1226;0,953854;0,0213959;0,95536;1,86654;+
Q17561(129);18,4134;20,3504;17,5711;18,8738;21,2076;19,6309;19,336;19,1431;0,659552;0,0613574;-1,02726;-1,3725;
Q17569(299);26,1319;25,0165;26,1443;25,9561;25,4641;24,5619;26,2869;23,9065;0,613694;0,0717655;0,757332;1,29353;
Q17569(136);19,1705;18,4714;20,0762;18,9928;25,7791;25,324;25,8217;24,5846;5,09415;0;-6,19962;-14,068;+
Q17569(218);19,5944;17,6399;19,4837;19,3977;21,0398;20,8735;20,0562;21,2161;1,80095;0,0021465;-1,76745;-3,32961;+
Q17569(130);19,9264;16,7078;17,4019;17,4498;21,6141;20,7985;20,8448;21,1879;2,35681;0,000755427;-3,23985;-4,43544;+
Q17569(203);22,935;25,8055;24,816;24,5569;24,1837;24,0159;24,1144;23,9567;0,327931;0,223413;0,460686;0,771001;
Q17571(277);23,9798;25,6377;22,3423;24,8436;22,6396;23,6888;23,6471;21,9448;0,725329;0,0477684;1,22077;1,48446;+
Q17571(282);19,5849;18,1437;17,683;18,7913;21,6341;20,9977;21,3211;20,9087;3,01224;0,000175772;-2,66466;-5,99094;+
Q17606(61);19,625;17,1213;19,1613;19,137;20,4966;21,1867;21,6893;21,4872;2,13959;0,00109661;-2,45378;-3,98387;+
Q17624(62);26,0113;25,6186;26,8895;25,4864;24,8274;26,6154;26,3379;27,4583;0,1914;0,410367;-0,308329;-0,486941;
Q17624(63);26,3723;25,949;24,7932;24,657;27,0033;28,4454;26,972;26,633;1,68201;0,0027703;-1,82054;-3,11197;+
Q17624(343);17,1101;17,8876;16,0513;18,0507;25,365;25,9539;25,3679;25,7876;5,6315;0;-8,34367;-17,367;+
Q17624(363);18,1728;19,1299;21,0786;17,1634;21,5682;21,189;20,8814;19,8471;1,14053;0,0121977;-1,98523;-2,17704;+
Q17624(254);16,8195;17,7889;19,7518;20,2145;21,586;21,114;20,9041;20,7313;1,59634;0,00348233;-2,44018;-2,95853;+
Q17624(365);19,1576;17,2418;18,9681;20,2915;24,8975;24,2362;24,7789;24,6454;3,94067;0,000140127;-5,72477;-8,8648;+
Q17624(495);17,2711;19,2581;15,8568;17,486;20,2436;20,6599;20,3952;21,3558;2,30244;0,000897846;-3,19566;-4,31981;+
Q17644(166);15,9374;19,1573;17,6553;18,7019;21,4546;20,4182;21,6596;19,7851;1,9082;0,00181594;-2,96641;-3,53093;+
Q17649(213);16,7822;18,3977;19,3396;19,4859;22,2146;24,2765;22,636;23,223;3,01165;0,000175355;-4,58621;-5,98938;+
Q17649(225);20,9601;20,6434;22,6929;22,9167;24,1686;25,1654;24,7196;25,201;2,50794;0,0005376;-3,01033;-4,76668;+
Q17649(228);19,0319;19,7503;17,9138;17,4989;21,3323;21,3725;20,7884;20,7313;2,44138;0,000727833;-2,50741;-4,61897;+
Q17663(472);22,7064;23,0797;23,7378;23,8295;21,1335;21,0295;21,2814;21,5634;3,41559;7,68E-05;2,08642;7,12698;+
Q17663(511);21,4347;21,5387;21,3371;22,7201;21,1981;21,0991;20,2721;21,2331;1,05811;0,0152564;0,807098;2,03973;+
Q17693(560);19,1455;17,8856;16,206;19,7083;25,2073;23,9054;24,3173;24,428;3,55853;8,94E-05;-6,22819;-7,56873;+
Q17698(147);26,4102;25,931;25,631;27,1891;22,4408;24,613;25,4744;23,9023;1,62261;0,00324831;2,18269;3,0053;+
Q17698(84);26,0534;25,4244;25,7797;26,1048;20,1852;20,1973;20,4074;21,2709;5,68204;0;5,32538;17,7129;+
Q17698(106);18,4283;17,0578;20,0413;19,6343;20,5326;20,8244;20,3886;21,3293;1,51485;0,00419152;-1,97834;-2,81487;+
Q17698(129);16,3334;17,1071;19,8561;17,2068;21,5687;20,8308;21,0015;20,6638;2,28034;0,000993141;-3,39035;-4,2733;+
Q17698(107);20,2135;20,9393;16,0508;20,4552;21,097;20,9701;21,4007;21,0338;0,738477;0,0455677;-1,71073;-1,50668;+
Q17698(81);20,1121;16,0757;17,5421;19,204;21,1171;20,5972;20,9853;21,2608;1,64357;0,00310416;-2,75662;-3,0428;+
Q17698(71);19,1841;19,2815;20,0263;16,0708;21,443;21,465;21,7258;21,5321;1,78422;0,00223134;-2,90081;-3,29865;+
Q17740(580);17,7462;17,8562;16,736;19,3541;20,6466;21,3603;21,6662;21,3778;2,91643;0,000291391;-3,33961;-5,74288;+
Q17763(17);17,05;16,2848;20,0087;21,0338;20,8288;20,8492;20,8564;20,8426;1,01545;0,0177055;-2,24993;-1,96884;+
Q17770(440);17,5482;16,6344;15,602;17,7331;20,6699;21,4471;19,6863;20,7814;3,08549;0,000186633;-3,76675;-6,18595;+
Q17770(215);24,7181;24,5278;22,5524;23,3056;24,751;22,5398;21,3717;22,0341;0,577929;0,0825149;1,10179;1,23129;
Q17796(204);23,5861;22,9441;23,2969;22,2428;24,8132;24,1576;24,6686;24,9282;2,53906;0,000552177;-1,62444;-4,83677;+
Q17796(228);25,361;23,8681;23,8293;26,1458;25,1234;27,08;26,1913;26,3967;1,02856;0,0168371;-1,39684;-1,99063;+
Q17796(229);23,9372;23,8705;24,6732;25,764;20,357;20,0895;21,546;20,8233;3,40493;7,56E-05;3,85728;7,09488;+
Q17796(97);25,5078;24,9478;23,3428;24,6587;26,0834;26,503;26,4093;26,0694;1,89064;0,00183149;-1,65199;-3,49761;+
Q17827(8);18,3237;18,737;20,02;19,8547;20,6953;19,895;21,2236;20,8725;1,54196;0,00389033;-1,43775;-2,86242;+
Q17827(16);18,7105;17,4091;19,7245;17,4695;21,2319;21,3583;21,8049;21,729;2,86368;0,000332632;-3,20266;-5,6096;+
Q17832(409);20,1427;19,8877;17,0139;18,2303;21,1312;21,3511;22,0154;21,7302;1,94167;0,00159909;-2,73835;-3,59483;+
Q17832(153);18,9642;20,7902;17,7583;19,8512;21,5953;21,3328;19,7837;20,9305;1,074;0,0145495;-1,56959;-2,06616;+
Q17832(509);17,5813;18,4685;19,6897;21,1648;20,9905;20,219;20,9465;20,6691;0,947708;0,0217808;-1,4802;-1,85633;+
Q86GU1(123);25,9007;26,1729;23,2965;27,0192;23,9774;24,5023;25,1394;24,9651;0,518788;0,103378;0,95129;1,12687;
Q86GU1(135);18,4195;19,8224;19,0823;18,5319;20,1329;19,2034;20,9582;21,1118;1,36299;0,00638007;-1,38751;-2,55238;+
Q86GU1(142);23,4142;23,2368;23,1956;25,2834;22,7796;23,7666;22,8529;23,4289;0,468478;0,126304;0,5755;1,03625;
Q86GU1(39);24,4775;25,0897;23,0622;23,5386;21,1287;20,8188;19,101;20,6521;2,87109;0,000333685;3,61683;5,62817;+
Q86GU1(117);24,5042;24,3615;24,1138;25,4415;25,3115;24,6931;24,7527;25,157;0,52641;0,100149;-0,373296;-1,14044;
Q17868(80);15,5922;17,5521;19,7028;18,4919;19,3267;21,6252;21,1641;20,4725;1,51152;0,00423455;-2,81237;-2,80904;+
Q17941(413);18,0578;18,0994;17,8404;20,5939;20,954;21,3279;20,3726;20,6358;1,72174;0,00254786;-2,17472;-3,18404;+
Q17963(129);18,9028;18,3551;17,3029;18,5564;21,2418;19,7726;20,6203;20,6507;2,61079;0,000539326;-2,29205;-5,00085;+
Q17967(80);18,8042;18,8265;16,9857;21,0299;21,2461;20,7985;21,525;21,713;1,52415;0,00410478;-2,40908;-2,83115;+
Q18012(48);17,5912;18,6327;18,5369;15,7366;21,1191;21,716;21,3779;20,6151;2,62822;0,000544503;-3,58271;-5,04128;+
