Leading.proteins.Positions.within.proteins;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log Student's T-test p-value daf2_d1_N2_d1;Student's T-test q-value  daf2_d1_N2_d1; Student's T-test Difference  daf2_d1_N2_d1;Student's T-test Test statistic  daf2_d1_N2_d1;Sign p-val: 0.05 
P12844(1910);19,2849;17,1489;20,4481;19,2062;21,9495;19,8118;20,0317;20,3597;0,917698;0,0175821;-1,51615;-1,80646;+
P12844(601);16,2135;15,2359;21,3977;17,6047;20,8956;20,2931;21,3693;21,0128;1,26938;0,00581725;-3,27977;-2,39335;+
P12845(1822);23,02;24,3589;23,3501;23,1216;24,9718;24,6882;24,4879;24,4623;1,95611;0,00088458;-1,18991;-3,62254;+
P12845(1826);23,3946;23,1022;24,3257;24,7465;21,5543;20,5147;21,3472;20,8453;3,10694;4,45E-05;2,82686;6,24397;+
P12845(1657);17,4852;18,4574;18,9455;18,8736;24,1331;22,2521;24,0609;22,7418;3,80135;0;-4,85652;-8,37181;+
P12845(1519);23,9025;24,6208;22,2999;25,4049;26,2325;27,128;25,8944;28,4853;1,77179;0,00131287;-2,87802;-3,27573;+
P12845(1632);24,1111;26,5782;25,1094;25,9474;24,3269;26,0477;25,4288;26,0425;0,0125652;0,942223;-0,0249934;-0,0372657;
P12845(1633);24,1111;26,5782;25,1094;25,9474;24,3269;26,0477;25,5357;26,0425;0,0263853;0,88032;-0,0517139;-0,0770953;
P12845(1896);20,6395;17,5532;17,6863;18,3941;23,9816;22,5268;21,3296;23,3664;2,44084;0,000126061;-4,23282;-4,61779;+
P12845(1604);16,5884;16,9729;18,6476;18,1698;25,0991;23,7955;23,4828;24,1367;4,45241;0;-6,53384;-10,9042;+
P12845(1122);16,8287;17,7337;17,133;17,1323;21,5159;20,9475;20,6474;19,8518;3,96187;0;-3,53373;-8,94202;+
P12845(1836);16,99;18,6818;18,986;20,4018;21,2429;19,7949;20,1685;21,0179;1,21187;0,00705176;-1,79114;-2,2965;+
P12845(1886);24,4378;22,8021;22,0717;24,507;24,6964;25,0102;24,4297;22,7988;0,447063;0,103359;-0,779123;-0,997084;
P12845(1038);20,3373;18,4219;18,5703;19,6624;25,5596;23,3002;23,2364;22,4647;2,79211;3,40E-05;-4,39224;-5,43234;+
P12845(1707);17,6214;15,5562;17,4483;19,0897;22,7431;22,3804;23,3447;21,3289;3,00904;4,07E-05;-5,02035;-5,98252;+
P15796(72);17,7647;19,1611;17,9651;19,571;21,6082;21,0187;20,5963;21,305;2,65625;3,10E-05;-2,5166;-5,10674;+
P17329(265);25,1137;25,828;24,4665;23,5452;26,54;25,7954;26,0863;27,4234;1,54309;0,00258126;-1,72294;-2,86441;+
P17329(266);24,6766;25,828;27,5848;25,8201;25,5488;25,6806;20,9298;25,8885;0,501004;0,0816571;1,46542;1,09504;
P17343(23);17,5135;19,5056;18,1462;17,8802;22,3605;20,2974;19,6526;22,7876;1,84886;0,00106983;-3,01315;-3,41892;+
P18831(4);21,3954;21,1551;22,8891;22,6593;24,4604;23,4443;23,5577;23,8591;1,97468;0,000856475;-1,80564;-3,65835;+
P18833(38);23,2077;22,647;22,192;23,3835;21,553;21,194;20,4756;20,9738;2,66277;3,12E-05;1,80847;5,12205;+
P18948(968);17,229;15,7748;20,282;17,6294;21,2026;20,5626;20,6187;21,3097;1,80093;0,00115712;-3,19461;-3,32957;+
P18948(784);18,36;16,34;17,9784;18,6725;21,5928;20,7702;21,2978;21,0294;3,04688;4,20E-05;-3,33488;-6,08257;+
P18948(1376);18,6876;16,1926;15,6448;18,9001;21,6436;21,5525;20,6985;21,0961;2,38224;0,000224168;-3,89141;-4,49014;+
P18948(1513);16,9132;21,4482;19,2094;18,576;21,7699;21,0768;20,5592;21,2574;1,1498;0,00848472;-2,12912;-2,19254;+
P18948(171);19,7359;20,0622;18,1929;17,1503;24,3395;24,1361;25,9161;24,5495;3,54458;0;-5,94992;-7,52465;+
P18948(1523);18,7425;19,6033;16,0496;18,4629;25,1724;24,9691;23,2966;23,6491;3,29642;5,19E-05;-6,05723;-6,77499;+
P18948(1502);18,0926;19,0677;18,0602;16,8143;21,0856;20,3865;20,6066;21,2527;2,86118;3,61E-05;-2,82413;-5,60333;+
P18948(1505);18,6446;16,8876;17,3521;19,5946;24,1998;22,4996;20,3885;22,2201;2,26026;0,000374194;-4,20727;-4,23132;+
P18948(1109);21,7233;22,6452;24,295;22,7299;21,0404;18,9577;21,3232;20,1464;1,78084;0,00129176;2,4814;3,29241;+
P18948(1204);18,0701;18,5184;18,3102;20,1144;24,9138;22,3366;23,318;21,756;2,69791;3,20E-05;-4,32785;-5,2051;+
P18948(1338);17,5126;18,4746;16,9627;16,0767;21,5167;20,9857;20,6181;21,3377;3,42028;0;-3,85792;-7,14112;+
P18948(1532);18,0684;18,7134;18,732;18,4053;24,503;24,2811;23,691;23,6586;6,12964;0;-5,55363;-21,0835;+
P18948(1538);16,1816;18,292;17,3416;18,0656;23,9043;23,4163;24,6707;23,0907;4,4166;0;-6,30031;-10,7488;+
P18948(1101);17,4743;16,9536;20,8934;17,4397;21,8324;20,6035;20,7685;21,0921;1,64175;0,00196665;-2,88387;-3,03954;+
P18948(1435);22,9165;24,0849;23,6781;24,1119;25,5249;26,3147;26,2861;23,663;1,37085;0,00456281;-1,74933;-2,56581;+
P18948(304);17,1172;18,9815;17,3864;19,0027;20,9035;20,3649;21,0734;21,3043;2,66733;3,13E-05;-2,78956;-5,13278;+
P18948(1235);19,0679;18,4624;19,1191;18,1166;21,4149;20,7778;20,9743;19,8042;2,57099;6,37E-05;-2,05132;-4,90938;+
P18948(756);18,8354;19,0357;21,378;18,1133;21,8971;21,1446;20,4165;21,256;1,2661;0,00586882;-1,83795;-2,38782;+
P18948(359);22,3968;25,3363;23,9352;22,6851;22,0997;24,5185;22,9512;22,9299;0,22104;0,318039;0,463523;0,551642;
P18948(1486);19,0989;18,7619;16,7471;18,6858;25,7645;25,4267;24,3431;24,8491;4,46195;0;-6,7724;-10,9459;+
P18948(1072);20,1318;17,0935;18,286;17,6612;21,7362;21,215;21,2769;21,0969;2,38969;0,000150059;-3,03811;-4,50624;+
P18948(1348);17,812;18,6642;17,8075;19,786;21,9046;22,6875;21,3601;22,4892;3,1848;4,74E-05;-3,59293;-6,45807;+
P18948(202);15,8437;18,5592;19,9517;19,5113;21,3471;21,2715;19,8155;21,1128;1,3008;0,00530364;-2,42024;-2,44652;+
P18948(203);17,8777;17,274;17,1103;19,0338;21,608;20,2871;20,4724;21,0924;2,91464;3,77E-05;-3,04098;-5,73832;+
P18948(1167);19,8056;18,7957;20,9454;15,865;23,9259;24,3089;22,8129;25,1286;2,32253;0,000332775;-5,19115;-4,36232;+
P18948(1434);20,5023;21,0212;15,7426;19,816;21,8143;20,9136;21,3219;21,2777;0,851076;0,0220591;-2,06135;-1,69554;+
P18948(431);17,2489;19,7851;19,1112;17,2872;20,306;21,1557;19,5334;20,5659;1,5041;0,00301248;-2,03217;-2,79607;+
P18948(211);16,963;19,8368;18,6687;21,5688;21,9294;20,9719;20,0953;21,0282;0,841813;0,0227412;-1,74685;-1,68008;+
P18948(1326);19,7754;14,9324;17,4671;18,297;27,5592;22,9525;24,3071;24,4427;2,66039;3,11E-05;-7,19742;-5,11646;+
P18948(1331);23,8812;23,78;24,1895;22,4726;25,2787;23,3302;24,0954;24,7379;0,662355;0,0431821;-0,779709;-1,3773;+
P18948(1100);19,1094;17,0277;17,2235;19,7872;20,9262;20,7064;21,291;21,0348;2,08798;0,000732478;-2,70267;-3,88048;+
P19625(140);17,1595;18,1593;21,1764;18,9348;23,9844;20,2889;23,3634;21,8872;1,60174;0,00213879;-3,52347;-2,96812;+
P19625(142);16,872;19,3517;20,1012;17,6197;21,828;22,0073;21,9521;21,6981;2,38989;0,000150147;-3,38522;-4,50669;+
P19625(136);24,359;26,9047;23,7466;24,89;31,0463;29,1046;28,3733;28,9746;2,56967;6,35E-05;-4,39962;-4,90636;+
P19625(24);19,2988;19,6323;18,7672;19,5341;21,8067;20,7485;21,0591;20,4987;2,61475;3,02E-05;-1,72016;-5,01002;+
P20631(6);17,9596;17,5679;18,5844;17,727;23,2396;22,706;24,9707;22,5971;4,01625;0;-5,41865;-9,14275;+
P27604(281);22,6217;23,6657;21,6162;22,9877;24,521;22,2863;21,3177;22,1813;0,0644821;0,723279;0,146255;0,181407;
P27604(168);17,0986;17,8349;17,4662;18,9506;21,959;20,1597;20,6682;20,879;2,85429;3,57E-05;-3,07894;-5,58611;+
P27604(47);17,8166;14,4009;19,5198;18,348;20,6051;21,1725;20,6256;21,2688;1,64818;0,00191432;-3,39671;-3,05107;+
P27604(14);17,783;17,8948;17,6026;17,7974;23,0447;22,5163;24,3352;22,7511;4,92158;0;-5,39238;-13,1418;+
P27604(188);17,6724;20,1637;18,6761;17,8457;24,6258;20,7867;20,9407;23,2079;1,88751;0,00103128;-3,80083;-3,49169;+
P27798(38);19,0211;18,3615;19,2463;16,8325;21,8663;20,7654;21,1715;20,8848;2,4765;0,000102181;-2,80665;-4,69655;+
P27798(36);16,8392;17,9379;17,7549;15,3003;20,8859;20,0634;20,7334;21,093;2,94467;3,85E-05;-3,73585;-5,81521;+
P29691(50);17,6626;17,7774;18,3392;17,016;23,7374;23,6997;22,6541;24,1658;5,07222;0;-5,86546;-13,9469;+
P29691(632);16,5093;17,1854;18,0981;18,2118;21,6905;21,0647;21,2427;21,3684;3,99534;0;-3,84042;-9,06509;+
P29691(305);26,2113;23,962;27,0984;26,0562;24,3228;26,1326;23,5215;24,4224;0,692963;0,0382038;1,23218;1,42954;+
P29691(566);17,5662;15,3071;17,0445;18,3559;24,2749;23,2725;21,0726;22,8453;3,10379;4,43E-05;-5,7979;-6,23541;+
P29691(439);19,4366;18,1122;19,9418;16,4705;22,5921;20,235;20,7021;21,0948;1,54684;0,00258535;-2,66571;-2,87101;+
P29691(253);17,4656;18,5498;19,5636;18,8762;24,2442;24,9299;23,4888;24,5133;4,39971;0;-5,68022;-10,6762;+
P29691(103);18,5382;17,5156;21,2306;19,3265;21,9088;20,5333;20,8532;20,9098;1,1901;0,00743494;-1,89854;-2,25997;+
P29691(104);16,7035;18,2045;18,7726;20,9128;24,384;24,3767;23,1037;23,9807;2,92309;3,80E-05;-5,3129;-5,75989;+
P29691(839);18,3713;17,6353;15,7949;17,3025;24,4895;23,125;22,5261;22,6866;3,82439;0;-5,93083;-8,45166;+
P29691(164);15,5984;15,496;17,1975;18,3602;24,9651;21,7777;22,6589;22,3254;3,15817;4,61E-05;-6,26878;-6,38421;+
P29691(171);17,8549;20,4915;17,8371;18,2188;25,7544;25,1098;26,1148;26,3945;4,3423;0;-7,24282;-10,4327;+
P29691(327);19,0229;21,5567;17,6041;16,9868;22,631;18,1928;19,51;18,9536;0,307944;0,204608;-1,02923;-0,731395;
P29691(316);18,5412;19,2137;18,5334;16,3254;20,8302;19,958;20,7191;21,2411;1,99724;0,000796985;-2,53366;-3,70207;+
P29691(401);16,3891;16,7171;17,9338;18,8521;20,3939;20,7343;21,165;21,1797;2,89143;3,68E-05;-3,39523;-5,67944;+
P29691(42);16,674;18,4497;17,8522;16,0933;27,1921;23,3597;23,5279;23,8477;3,31555;5,33E-05;-7,21455;-6,83054;+
P29691(506);14,8073;17,8375;20,3738;17,9131;24,7051;23,7432;24,4645;24,5912;2,91063;3,75E-05;-6,64308;-5,72812;+
P29691(492);18,7991;19,5306;18,2602;19,7367;23,8976;23,8227;21,8667;20,9535;2,34274;0,000305603;-3,55348;-4,40534;+
P29691(280);18,9591;19,3401;17,9884;20,2136;21,9616;21,2603;21,328;20,8243;2,28793;0,000326039;-2,21828;-4,28925;+
P30625(51);16,2515;19,5034;18,4819;20,3447;26,2607;22,7616;25,3339;22,7869;2,38144;0,000223907;-5,6404;-4,48842;+
P30625(363);21,1649;19,1943;18,3735;17,0229;21,9179;20,7073;20,6793;20,8781;1,2153;0,00698443;-2,10675;-2,30226;+
P30628(125);19,0465;19,2382;19,2522;19,6121;21,4619;20,103;21,1213;20,9633;2,69743;3,19E-05;-1,62516;-5,20396;+
P30642(381);17,8238;16,2706;19,1799;18,9117;21,6841;20,6151;21,0046;21,4057;2,3721;0,00022248;-3,13087;-4,46829;+
P34183(459);22,1457;23,5876;25,7323;23,237;21,4656;21,0619;20,5847;20,6177;1,90199;0,000987832;2,74319;3,51914;+
P34285(225);16,0345;18,0855;16,959;17,5834;21,8015;21,0659;20,944;21,3014;3,85357;0;-4,11258;-8,55374;+
P34322(391);19,2397;15,3201;17,5037;16,7454;23,4279;22,438;23,0641;21,116;2,82871;3,49E-05;-5,30927;-5,52246;+
P34328(93);18,2047;14,709;19,8357;15,9463;21,564;20,5962;20,7705;21,169;1,78772;0,0012425;-3,85097;-3,30513;+
P34334(43);18,4912;17,2542;19,1829;16,9715;27,1277;25,703;23,8185;25,83;3,95481;0;-7,64486;-8,91624;+
P34334(35);24,0644;23,0815;19,7469;23,9726;26,8582;24,431;24,0892;22,4871;0,610908;0,0523343;-1,75;-1,2887;
P34334(97);22,4908;21,8529;24,3049;22,4319;26,274;25,1357;25,5193;25,8346;2,61233;6,58E-05;-2,92076;-5,00443;+
P34339(24);17,5344;17,4444;17,8582;17,8746;20,4917;20,2497;20,7681;20,7065;5,70044;0;-2,87609;-17,8405;+
P34339(647);18,0394;16,5159;17,8723;19,1035;21,2671;20,8768;21,3668;21,1113;3,03183;4,15E-05;-3,2727;-6,04263;+
P34339(665);18,3041;17,1273;19,1962;16,886;21,779;21,2168;21,1009;21,2899;3,09711;4,39E-05;-3,46824;-6,21732;+
P34345(22);18,0197;18,0643;20,3508;21,3713;23,1401;23,6856;21,6342;23,114;1,95974;0,000887448;-3,44194;-3,62954;+
P34360(157);18,1388;20,8454;17,8693;19,1908;23,437;24,0711;23,9123;22,9991;3,16653;4,64E-05;-4,5938;-6,4073;+
P34360(3);25,0684;24,8743;26,5446;25,8016;27,7415;24,8873;24,8248;26,7326;0,236132;0,292662;-0,474308;-0,583856;
P34360(12);17,8397;17,1903;16,7598;18,2945;22,8281;21,9401;21,6419;20,3815;3,32246;5,38E-05;-4,17682;-6,85068;+
P34360(14);18,9131;17,6077;17,7383;19,1275;21,6457;20,8188;21,1496;21,3352;3,285;5,16E-05;-2,89066;-6,74201;+
P34364(3);22,8003;24,0301;23,742;22,4851;26,3899;25,0516;23,9587;25,1024;1,62248;0,00207929;-1,86125;-3,00508;+
P34365(148);19,1541;18,3282;18,3825;17,3998;23,8098;21,3877;22,8624;23,131;3,4334;0;-4,4816;-7,18081;+
P34369(1418);18,8348;16,8522;16,2257;17,7415;25,2597;23,8987;23,0486;25,3661;3,91401;0;-6,97975;-8,76855;+
P34382(172);19,2255;16,91;17,5608;16,6417;21,7177;23,5745;25,3185;23,5304;3,14753;4,58E-05;-5,95078;-6,35487;+
P34382(54);18,1171;19,6329;18,7057;18,3559;22,5555;22,7979;20,5873;20,4124;2,16881;0,000614754;-2,88537;-4,04303;+
P34382(47);21,0612;16,9349;19,8235;19,5414;21,4298;20,6265;21,0842;21,2418;1,02578;0,0122784;-1,75535;-1,98599;+
P34383(58);17,6078;19,0489;19,6843;17,5966;24,0495;22,5134;22,2491;22,299;3,14044;4,55E-05;-4,29331;-6,3354;+
P34383(90);18,1488;19,4066;18,3247;18,3669;21,9134;20,0636;21,2475;20,9688;2,69638;3,19E-05;-2,48658;-5,20147;+
P34383(54);14,6198;18,8137;19,3523;19,3941;21,8516;21,2714;20,9073;21,2691;1,51398;0,0028652;-3,2799;-2,81334;+
P34383(68);15,8281;16,8004;17,5279;18,3473;23,9428;21,8862;24,9931;21,7619;3,12372;4,50E-05;-6,02004;-6,28963;+
P34383(47);17,6946;16,7744;19,228;17,6128;20,242;21,207;21,169;19,554;2,24138;0,000462194;-2,7156;-4,19205;+
P34419(93);20,6271;18,4665;21,6333;18,7416;24,6955;23,7022;24,5401;23,8576;2,789;3,39E-05;-4,33172;-5,42473;+
P34419(95);18,5569;19,7634;15,3866;20,2483;20,6677;19,8658;20,8953;21,1637;0,981864;0,014085;-2,15931;-1,91306;+
P34453(79);18,6088;17,4514;15,6276;18,5449;21,5742;20,0706;20,9435;20,8933;2,3168;0,000331664;-3,31226;-4,35017;+
P34453(57);17,6212;19,8767;19,0029;16,6217;21,4126;20,2998;21,3193;20,3065;1,76027;0,00141914;-2,55392;-3,25454;+
P34466(1014);16,4492;18,8581;21,2344;17,0516;24,8461;26,8728;26,3262;23,7186;2,80023;3,42E-05;-7,04261;-5,45223;+
P34477(99);17,4899;17,1757;16,6225;19,0976;21,8398;20,7298;21,2279;21,3955;3,16209;4,63E-05;-3,70183;-6,39502;+
P34477(9);17,4366;16,1864;17,8834;13,1282;25,2809;23,818;23,5449;23,0987;3,24886;5,02E-05;-7,77696;-6,63848;+
P34477(71);18,6862;19,8556;17,7609;16,7133;26,8738;25,4981;24,9965;25,687;4,14931;0;-7,50986;-9,65081;+
P34496(110);18,0122;17,8123;19,0076;17,842;21,8082;20,7988;21,047;21,3468;3,87712;0;-3,08168;-8,63689;+
P34500(38);16,9732;18,2961;19,1052;17,8562;21,7456;21,1678;20,9753;20,8641;3,17967;4,71E-05;-3,13053;-6,44378;+
P34501(1307);23,9516;24,2562;24,5437;23,0877;26,7;24,9991;24,6761;22,5094;0,358669;0,157754;-0,761366;-0,830865;
P34501(1294);25,5632;24,5863;23,9042;22,4944;25,9331;25,5469;19,6151;25,7116;0,0131336;0,939716;-0,0646629;-0,0389271;
P34501(1286);19,2146;16,9936;17,8283;17,5265;21,9578;21,2276;20,8732;21,2489;3,21362;4,86E-05;-3,43614;-6,53874;+
P34544(1114);30,3345;30,4697;28,6281;29,8728;31,046;28,309;28,649;27,1649;0,519203;0,0752261;1,03407;1,12761;
P34552(577);18,3805;19,2057;17,6931;17,4809;25,3383;23,2392;25,7566;23,2327;3,68543;0;-6,20165;-7,97982;+
P34556(148);18,7993;18,3465;18,2647;19,4944;21,4897;19,446;21,2614;21,3467;2,08103;0,000730675;-2,15972;-3,86666;+
P34556(219);16,1256;16,8735;18,6064;21,1005;21,6121;20,9884;21,3794;19,8981;1,26825;0,00581298;-2,79296;-2,39144;+
P34556(114);17,3077;18,5709;18,6284;17,4905;20,6149;21,1651;20,475;19,5769;2,66432;3,13E-05;-2,45861;-5,12569;+
P34560(18);18,1422;15,6263;18,4553;18,8407;21,6076;21,2333;20,5523;21,3946;2,3869;0,000185012;-3,43081;-4,50022;+
P34561(278);17,4156;20,2192;17,5568;16,703;21,0216;21,2079;20,7286;21,3258;2,12711;0,000690763;-3,09727;-3,95872;+
P34574(841);17,934;16,8619;18,2569;19,8021;21,8176;20,3255;20,7152;21,3411;2,1968;0,000512233;-2,83613;-4,10016;+
P34575(339);17,4132;18,0698;17,7425;16,6721;23,3533;24,2675;24,4385;24,4949;5,52252;0;-6,66415;-16,643;+
P34595(538);18,7997;16,3728;19,507;18,7528;25,5271;23,7611;22,4547;23,9181;3,00765;4,07E-05;-5,55718;-5,97889;+
P34595(681);17,866;19,3324;17,3019;19,1762;21,3675;20,8285;21,2112;20,8394;2,66714;3,13E-05;-2,64251;-5,13234;+
P34595(662);26,2789;27,6682;25,7831;27,2329;30,6012;26,5091;25,7422;26,6597;0,216738;0,324662;-0,637313;-0,542373;
P34624(18);17,2627;20,0676;18,4762;17,1622;21,848;22,5409;24,4597;24,0833;2,79111;3,39E-05;-4,99085;-5,42989;+
P34629(349);17,7765;18,4939;19,06;16,0955;21,8272;20,7385;21,0389;20,8216;2,48462;0,000102628;-3,2501;-4,7146;+
P34629(326);18,2199;17,0176;18,0431;16,659;21,873;19,3766;20,3882;20,9273;2,55922;6,27E-05;-3,15633;-4,88251;+
P34647(700);18,6829;18,7592;17,0148;17,0723;21,037;20,9466;20,9564;19,8804;2,63748;3,06E-05;-2,8228;-5,06284;+
P34654(26);17,6574;20,6545;17,5274;18,1938;21,2922;21,2491;21,1457;21,3328;2,02589;0,00078319;-2,74671;-3,75794;+
P34661(79);18,2057;19,7692;19,0184;18,3599;21,4046;21,2555;20,9581;21,2389;3,17914;4,70E-05;-2,37599;-6,44231;+
P34662(77);19,4912;19,4852;19,6279;18,3884;26,7658;25,4882;25,1363;24,4167;4,44812;0;-6,20359;-10,8855;+
P34662(79);18,7245;16,7968;16,5174;15,8837;24,0317;22,7805;23,0285;24,5556;3,95882;0;-6,61848;-8,93085;+
P34662(25);23,3938;23,555;24,9965;22,2219;26,284;24,5593;25,0134;24,6019;1,18815;0,00749587;-1,57286;-2,25671;+
P34662(66);19,6877;18,4779;18,7725;17,5454;21,8005;21,0263;20,3691;20,4534;2,22458;0,000457565;-2,29146;-4,15728;+
P34685(45);16,7859;16,0561;17,1015;18,229;21,2022;21,0525;19,8125;19,8411;2,95321;3,89E-05;-3,43394;-5,83719;+
P34686(92);17,7541;16,4879;17,9144;14,473;21,8472;20,2553;20,9923;20,8831;2,6298;3,05E-05;-4,33717;-5,04497;+
P34692(59);17,4953;16,5266;18,4049;15,7995;21,3609;20,9221;21,3247;21,2565;3,44346;0;-4,15949;-7,21139;+
P34696(142);24,1735;22,6772;24,6685;25,992;23,3498;23,2009;23,1003;22,654;0,948296;0,0159414;1,30156;1,85731;+
P34697(118);19,089;20,8047;21,0666;17,5848;21,7415;20,6276;21,299;20,716;0,859991;0,0213889;-1,45978;-1,71041;+
P34697(120);14,5035;18,3879;18,1392;16,2288;21,6158;20,7541;20,893;21,2676;2,45344;0,000100367;-4,3178;-4,64551;+
P34712(538);18,437;17,9188;16,9987;16,5384;26,4108;25,0662;25,089;24,8862;5,11437;0;-7,88986;-14,1805;+
P34712(1311);16,5825;17,6677;18,6766;18,7081;22,0143;23,6762;24,6972;22,709;3,35845;5,59E-05;-5,3655;-6,9564;+
P34712(1315);16,9073;17,5152;17,4326;16,55;21,7449;21,1812;20,8366;21,2483;5,09645;0;-4,15149;-14,0807;+
P34712(727);18,4627;18,8341;19,256;17,2607;21,6086;19,9109;21,0484;21,262;2,35488;0,000308395;-2,5041;-4,43131;+
P34712(535);17,512;17,8312;20,2409;16,6624;23,9522;22,4933;21,3984;24,1479;2,5731;6,39E-05;-4,93636;-4,91418;+
P34712(714);17,8595;14,2366;19,3867;18,2702;26,4157;24,5079;24,5929;25,1851;3,18373;4,73E-05;-7,73714;-6,45509;+
P34712(30);23,4276;23,0578;22,7144;22,1576;26,8325;23,4802;22,8607;24,8548;0,920889;0,0174124;-1,66771;-1,81177;+
P34712(47);17,3466;20,5843;16,8649;17,0567;20,4199;21,1617;21,014;20,1457;1,61166;0,00210382;-2,72219;-2,98577;+
P34712(26);23,6807;22,8833;20,8289;21,8008;24,684;23,1152;25,2691;26,0518;1,51738;0,00280393;-2,48159;-2,81929;+
P34713(5);23,7075;22,593;22,9336;23,0786;25,1222;24,1595;23,2215;23,8013;1,13087;0,00905732;-0,997983;-2,16092;+
P34713(16);18,2754;16,1203;18,1983;19,73;19,9488;20,7288;20,8897;20,7326;1,74681;0,00143555;-2,49394;-3,22986;+
P35129(144);18,281;19,322;19,5023;19,0127;21,0021;21,0744;21,028;20,7761;3,37288;5,73E-05;-1,94063;-6,99917;+
P35129(8);23,8467;25,301;22,8942;24,3985;26,598;26,0053;24,374;24,4938;0,842109;0,0227113;-1,25767;-1,68058;+
P35603(229);13,752;18,487;16,7429;19,8507;24,877;22,6168;22,3186;21,2954;1,98099;0,000840525;-5,56878;-3,67055;+
P36573(7);22,4743;23,4307;21,7432;22,7877;25,0194;23,7561;23,3793;23,3593;1,28348;0,00555892;-1,26957;-2,41719;+
P36609(189);20,3935;15,9464;18,5718;19,1849;25,5308;23,4746;24,6883;23,7401;2,84282;3,54E-05;-5,8343;-5,5575;+
P36609(190);15,9187;19,0201;16,7014;16,9406;21,2977;20,9314;20,1312;21,2789;2,72004;3,24E-05;-3,76457;-5,25789;+
P36609(140);20,2724;18,809;19,3452;17,5529;21,3019;20,6246;21,1463;20,9296;1,84951;0,0010703;-2,00573;-3,42013;+
P36609(121);15,4693;19,7375;18,1735;17,4978;20,2153;20,4815;21,0691;21,1395;1,78158;0,00129286;-3,00683;-3,29377;+
P37165(107);27,9036;27,4676;28,1396;27,4958;31,2672;30,926;31,1741;30,3741;4,75762;0;-3,18367;-12,3153;+
P37165(101);15,876;18,7061;18,4369;18,1806;23,3361;22,0118;22,0919;23,1069;3,2306;4,93E-05;-4,83679;-6,58665;+
P37806(397);17,1603;15,8137;17,8096;16,4042;23,8342;25,4899;23,5838;22,5517;4,0955;0;-7,06794;-9,4424;+
P37806(250);27,9334;28,6708;28,5312;27,2672;28,9383;28,8172;26,7133;27,9058;0,00386191;0,981801;0,00701189;0,0115658;
P37806(392);24,2446;24,6912;21,1177;25,1581;24,065;25,2449;24,4874;24,0777;0,29084;0,222195;-0,665835;-0,697034;
P37806(531);18,6245;19,4491;16,9773;18,0497;21,2333;20,7632;20,6837;21,2927;2,61489;3,02E-05;-2,7181;-5,01034;+
P37806(346);25,4822;27,3005;26,1111;24,9515;26,1458;24,3837;26,1269;24,2594;0,45164;0,101323;0,732386;1,00549;
P37806(351);23,7137;22,6876;23,7998;23,4661;21,2456;20,8791;20,7913;21,1865;3,87725;0;2,39119;8,63734;+
P37806(293);20,1038;19,7962;20,7684;19,6695;21,5657;20,8326;20,7942;20,9619;1,69646;0,00172686;-0,954144;-3,13813;+
P37806(245);26,7752;28,7154;27,4893;27,5498;29,0881;26,9306;26,611;26,0707;0,239368;0,287573;0,457316;0,590703;
P37806(330);17,5384;19,1375;18,2202;17,7867;23,8248;23,3537;23,4513;24,0134;5,13204;0;-5,49009;-14,2795;+
P37806(266);18,7419;19,4095;16,1545;18,3838;24,2093;21,9748;23,9127;23,7701;3,05339;4,21E-05;-5,29429;-6,09991;+
P37806(525);17,7238;17,3503;19,0696;18,1847;20,7993;21,042;21,2363;21,4082;3,60903;0;-3,03934;-7,73012;+
P39745(274);18,1246;16,4343;17,4606;20,707;22,7906;20,6091;23,8042;23,132;2,07291;0,000725318;-4,40237;-3,85056;+
P41877(616);18,3882;20,4391;19,7725;15,9634;20,4615;19,9624;20,9572;20,0147;0,842364;0,0227189;-1,70813;-1,681;+
P41931(12);18,9885;17,3332;21,3469;19,0562;21,6596;19,9811;21,3817;21,1379;1,0691;0,010911;-1,85884;-2,05802;+
P41932(148);18,0411;17,4963;18,0584;17,2097;21,8426;20,7826;20,5498;20,9048;4,08577;0;-3,31859;-9,40514;+
P41932(13);17,4702;19,6683;20,2885;16,4486;25,4168;23,8044;22,1881;25,6229;2,51854;6,13E-05;-5,78915;-4,79048;+
P41932(160);19,0664;17,9102;18,3972;18,728;26,6422;26,9511;26,5729;25,892;6,46691;0;-7,98912;-24,0291;+
P41932(30);17,553;18,3955;19,0973;20,4305;24,5261;22,7832;21,6032;22,4224;2,42309;0,000153202;-3,96468;-4,57889;+
P41932(124);25,2249;25,4573;23,0026;24,234;27,4988;28,1924;26,4795;26,9792;2,24488;0,00046318;-2,80777;-4,19932;+
P41932(51);25,5304;26,0216;25,919;25,2637;28,0117;25,5217;24,1462;25,3651;0,0321604;0,855242;-0,0774789;-0,0934041;
P41932(70);16,2798;18,0132;18,4837;18,8775;25,8267;23,0284;22,3925;22,7754;2,92217;3,79E-05;-5,59221;-5,75754;+
P41932(29);23,5081;23,7651;23,1773;23,8462;22,8608;24,1236;24,7897;22,9628;0,0809639;0,666624;-0,110028;-0,224363;
P41937(336);19,2847;19,3057;18,5327;18,7547;21,5031;20,3706;20,1741;20,1393;2,24078;0,000461948;-1,57733;-4,1908;+
