Leading.proteins.Positions.within.proteins;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04; -Log Student's T-test p-value daf2_d15_eat2_d15;Student's T-test q-value  daf2_d15_eat2_d15; Student's T-test Difference  daf2_d15_eat2_d15;Student's T-test Test statistic  daf2_d15_eat2_d15;Sign p-val: 0.05 
P90746(322);23,9027;23,9464;23,0982;22,4238;23,975;24,2668;24,2797;23,5643;0,851652;0,0768147;-0,678664;-1,6965;
P90862(473);17,0438;20,086;19,4799;17,4503;26,7406;22,8309;24,0101;24,2097;2,75386;0,00197802;-5,93284;-5,33924;+
P90868(41);17,9964;20,6504;21,7124;20,9199;22,0808;19,5687;19,3852;21,1034;0,0746825;0,758829;-0,214752;-0,208133;
P90879(38);19,2108;20,8281;18,8311;20,567;21,7505;22,9926;22,7733;20,697;1,64228;0,0123605;-2,19412;-3,04048;+
P90900(108);19,1535;19,7427;19,8498;19,0935;22,0944;20,9237;20,4889;20,0699;1,61896;0,013018;-1,43432;-2,99878;+
P90900(128);20,8627;21,4782;17,1775;19,7843;23,5353;23,8642;25,0823;25,0977;2,35091;0,0032803;-4,5692;-4,42279;+
P90900(442);23,2058;22,3697;22,4681;23,5903;21,4757;20,1651;20,8143;20,5476;2,75872;0,00191902;2,15782;5,351;+
P90900(451);18,8045;20,3227;21,7791;18,5013;21,4298;20,8363;20,6977;19,6796;0,429337;0,233492;-0,808924;-0,96437;
P90961(134);17,7652;19,1716;17,2788;21,4311;24,6878;22,5569;22,009;22,7358;2,00534;0,00567136;-4,08569;-3,71782;+
P90961(163);18,1433;20,9104;18,8609;18,7907;22,8728;22,7319;24,2022;24,5462;2,95214;0,00100421;-4,41198;-5,83444;+
P90961(215);19,1704;21,008;17,8999;17,1532;21,0448;20,937;20,4611;18,931;0,779847;0,0905753;-1,53558;-1,57635;
P90961(125);25,5704;26,3219;25,0982;26,327;24,2334;25,6417;23,6778;24,6961;1,31294;0,0248931;1,26714;2,46712;+
P90961(198);19,9265;19,5;21,2226;19,1381;20,6702;21,5142;20,8985;20,6095;1,00689;0,0515316;-0,976322;-1,95462;
P90961(185);20,456;19,2466;19,736;20,0217;23,8918;25,939;27,2792;25,5016;3,62757;0,000546448;-5,78785;-7,79011;+
P90961(177);20,2292;17,5863;21,5554;18,0721;23,6127;27,4146;26,1127;24,3102;2,49143;0,00264463;-6,00183;-4,72976;+
P91001(302);19,0523;21,3693;21,1499;19,2798;25,5408;24,3358;25,4455;24,5677;3,37295;0,00053112;-4,7596;-6,99936;+
P91020(72);19,4468;18,2094;20,1611;19,7992;21,9982;21,5294;22,691;22,9767;2,77696;0,00186534;-2,89467;-5,39533;+
P91027(133);20,3898;21,1535;17,7853;19,3106;25,5796;27,3296;28,0999;29,0155;3,57003;0,000512821;-7,84638;-7,60523;+
P91027(326);20,5416;20,1627;20,9108;18,9348;23,4485;20,1461;20,2419;21,4243;0,639764;0,13026;-1,17773;-1,33853;
P91027(7);18,7575;19,6309;19,2536;18,0639;25,1345;24,6992;25,4027;24,2282;5,07566;0;-5,93966;-13,9659;+
P91027(199);19,1982;18,8113;20,5887;20,2138;24,9683;26,0385;26,9652;25,4665;4,30724;0;-6,1566;-10,2865;+
P91027(210);19,5315;16,7107;18,9494;18,2234;25,2465;22,7943;23,5337;24,1168;3,36119;0,00051927;-5,56908;-6,96449;+
P91027(194);18,7925;19,7176;20,1563;20,1734;25,2039;24,7185;24,3454;23,3572;4,04458;0,000176707;-4,69628;-9,24889;+
P91027(227);25,8859;25,723;25,5564;26,7183;25,9798;22,9108;22,772;22,2587;1,51735;0,0157723;2,49056;2,81924;+
P91027(162);19,4492;18,1779;21,0616;20,9964;23,7658;26,6829;26,7513;26,6051;3,01783;0,000971514;-6,02999;-6,00566;+
P91027(307);17,6087;21,4742;20,0453;20,0005;26,2555;22,6173;21,6396;22,4718;1,42616;0,0197008;-3,46386;-2,6608;+
P91027(229);18,2804;19,4492;20,2916;18,5936;21,0441;20,5869;20,8222;21,644;1,99379;0,00581479;-1,87061;-3,69536;+
P91055(230);18,9225;17,5463;20,9733;19,487;20,9091;20,3079;20,6184;21,2129;1,08276;0,0440591;-1,52978;-2,08075;+
P91116(156);22,1058;22,2497;23,6729;21,8074;20,2462;20,9813;20,5786;20,3621;2,29474;0,00355759;1,91689;4,30356;+
P91128(82);17,308;21,1932;19,0677;18,6392;21,9264;19,6961;19,284;21,4565;0,727184;0,102646;-1,53872;-1,4876;
P91128(136);19,9496;21,5934;20,2348;20,9576;20,5353;19,7629;20,3127;20,5711;0,41472;0,243456;0,388337;0,937177;
P91128(145);21,1344;19,2744;19,889;20,1052;20,4468;21,5552;21,6108;21,1248;1,21414;0,0317354;-1,08364;-2,3003;+
P91128(42);18,1369;19,421;19,599;19,4344;23,3243;26,2526;24,6812;24,2683;3,64649;0,000558659;-5,48379;-7,85173;+
P91128(111);19,584;18,8057;21,2335;19,3903;20,4015;21,1799;19,8317;20,3839;0,548871;0,16663;-0,695855;-1,18024;
P91128(105);21,3108;21,7072;23,195;22,3493;20,0103;21,4864;21,3913;19,316;1,25135;0,0291383;1,58956;2,36293;+
P91129(451);20,3258;21,3702;18,73;19,103;21,9917;20,7443;20,6397;21,5686;1,02063;0,0499496;-1,35385;-1,97745;+
P91249(5);20,3554;19,9759;19,4303;19,1216;27,0208;27,0581;27,7674;27,5169;6,36437;0;-7,62;-23,0933;+
P91249(8);20,1321;20,2908;20,8752;17,8678;22,0161;20,564;20,5367;18,4893;0,254209;0,402136;-0,610045;-0,621847;
P91269(2);25,1093;24,8398;25,9249;23,6941;26,6853;25,8061;26,5317;23,9303;0,493362;0,19476;-0,846331;-1,0813;
P91277(19);20,2868;16,9105;19,5113;20,8517;21,4682;20,4794;21,0321;18,9392;0,479776;0,202848;-1,08966;-1,05676;
P91280(26);19,3317;20,0263;19,8621;19,1722;21,6466;20,3363;18,8116;20,9777;0,629375;0,133884;-0,845;-1,32063;
P91297(280);21,4459;19,5521;20,4416;18,5775;24,1388;26,1629;26,629;24,9127;3,20547;0,000857143;-5,45658;-6,51586;+
P91303(66);19,7381;19,0984;18,4105;17,7516;21,8231;21,2037;20,6596;20,6564;2,41976;0,00297041;-2,33605;-4,57162;+
P91303(16);23,8534;23,9059;23,7846;24,0065;25,7598;25,9086;26,9696;26,6949;3,74698;0,000619195;-2,44564;-8,18597;+
P91303(56);20,6364;20,333;21,0833;19,4475;20,3522;20,4359;20,1089;20,957;0,082158;0,737501;-0,0884356;-0,22743;
P91303(37);20,6859;20,1344;20,3193;20,6709;21,457;18,6133;20,3361;19,8453;0,265082;0,38788;0,389677;0,644406;
P91303(46);21,8767;22,575;22,3871;21,8155;25,0523;26,1675;26,5149;24,6958;3,46002;0,000458716;-3,44406;-7,26194;+
P91306(245);17,85;21,2126;19,8704;19,2443;19,9405;21,3252;21,6779;21,1096;0,945143;0,0613315;-1,46897;-1,85207;
P91306(28);17,3914;17,3031;19,83;20,797;21,1014;21,3481;21,1991;21,2453;1,45934;0,0182029;-2,39314;-2,71818;+
P91306(37);20,1549;20,0331;20,742;20,5304;24,4995;25,2859;25,6952;25,9495;5,07895;0;-4,99241;-13,984;+
P91354(156);18,7193;19,3581;21,1882;19,9447;23,155;25,3295;25,8605;22,5736;2,43623;0,00283083;-4,42709;-4,60765;+
P91359(989);20,4072;18,4589;20,7427;17,947;21,4408;20,0148;20,6004;21,6919;1,00113;0,0524145;-1,54802;-1,94506;
P91374(56);19,0648;19,376;18,8736;17,9171;20,7977;20,3155;20,8724;21,4095;2,73198;0,00195181;-2,04088;-5,28652;+
P91374(140);22,5705;24,3909;23,5589;24,2272;21,6492;20,7364;19,5567;19,6304;2,64858;0,00202971;3,29369;5,08878;+
P91374(5);17,7659;21,6714;21,7084;20,1346;22,029;21,4057;20,9261;21,4951;0,559446;0,162613;-1,14391;-1,19887;
P91374(85);19,166;19,5156;20,7679;20,5788;21,331;20,9778;20,6406;21,0675;1,26419;0,0284428;-0,99716;-2,38458;+
P91374(93);19,8399;19,5676;21,1406;19,7895;26,4861;25,8447;25,9209;26,1277;5,36086;0;-6,01047;-15,6223;+
P91374(153);20,5471;18,3324;18,3921;19,6449;19,9043;19,5735;19,7598;18,9187;0,214727;0,457008;-0,309967;-0,538027;
P91374(157);19,3302;20,6903;19,0856;21,1971;19,6128;19,2054;21,165;19,797;0,0700123;0,77281;0,130707;0,195955;
P91374(96);20,8573;21,4981;17,7998;21,3688;21,7451;20,9687;21,7996;20,6211;0,439073;0,228137;-0,9026;-0,982373;
P91398(243);20,9154;19,9918;19,2551;20,1117;24,413;23,118;24,4427;23,6501;3,75564;0,000621118;-3,83744;-8,2153;+
P91423(57);18,4586;20,264;18,7688;19,2177;21,2302;21,544;21,8503;20,8346;2,54854;0,00244828;-2,18751;-4,85824;+
P91482(107);15,88;18,0782;17,8865;18,891;21,7263;19,8753;19,4855;20,4613;1,81564;0,00912806;-2,70317;-3,3569;+
P91482(323);23,1866;23,4475;23,0337;22,9582;22,0779;21,1582;19,8283;21,1126;2,36322;0,00330219;2,11226;4,44919;+
P91491(5);31,3859;30,9326;29,9649;30,7017;30,1601;22,7628;23,9641;24,4412;1,7491;0,0103945;5,41422;3,23405;+
P91502(400);17,6389;18,6065;20,5389;18,041;20,2327;20,5488;21,5317;20,1538;1,43019;0,0195951;-1,91045;-2,66776;+
P91502(414);28,2419;26,9061;28,0871;28,6028;26,9601;25,183;25,9052;26,672;1,77206;0,0100252;1,77937;3,27623;+
P91502(549);24,7576;23,5913;23,5334;23,9617;21,9212;21,2802;20,9007;21,2207;3,51557;0,000490196;2,63031;7,43363;+
P91502(550);22,501;23,1681;22,0967;21,6174;20,8627;20,4918;19,5211;20,3364;2,48401;0,00263646;2,04283;4,71323;+
P91502(428);18,6588;21,9049;21,8796;19,5965;21,725;20,7247;20,2544;20,5384;0,128154;0,62295;-0,30068;-0,341364;
P91502(571);19,1555;19,2932;19,0099;18,4734;21,2662;20,4263;21,3234;19,6847;2,12421;0,00472394;-1,69213;-3,95291;+
P91502(518);19,8582;18,2143;19,3609;20,8128;21,4492;21,1143;20,3097;21,6896;1,36246;0,0225533;-1,57914;-2,55145;+
P91502(445);18,858;17,9355;19,7053;19,2761;21,8464;20,2746;20,1798;22,1513;1,83524;0,00860509;-2,16931;-3,39343;+
P91502(447);19,6766;19,8619;21,8784;21,0777;21,9098;20,5835;18,427;21,3069;0,0247878;0,916071;0,0668473;0,07255;
P91821(61);22,7259;23,1397;22,7927;23,4221;21,8453;18,8404;21,3586;21,1384;1,74968;0,0103712;2,22444;3,23511;+
P91856(332);18,973;21,3739;21,5705;20,2616;21,1225;21,5256;20,721;20,8718;0,356695;0,29227;-0,515469;-0,827057;
P91857(115);19,4941;19,5486;20,6308;19,9047;24,2538;23,2174;23,0247;24,0883;4,05542;0,00018107;-3,75151;-9,2898;+
P91913(49);24,8615;24,5642;26,9347;24,9216;21,0968;19,5763;20,9913;20,8075;3,45888;0,000456621;4,70253;7,25843;+
P91913(33);24,7146;24,4792;24,2369;25,2002;24,968;21,7035;23,793;23,2154;0,881411;0,0710589;1,23777;1,7461;
P91913(92);25,0497;26,0666;27,9234;26,5935;26,8351;27,0838;28,0758;27,752;0,763773;0,0935275;-1,02835;-1,54933;
P91913(93);25,0497;26,0666;27,9234;26,5935;26,8351;27,0767;25,6807;26,1081;0,00831904;0,971962;-0,0168428;-0,0247892;
P91914(115);19,921;18,1518;21,6054;19,4174;18,6432;20,1504;20,6022;19,5007;0,0203484;0,930519;0,0497832;0,0598395;
P91914(27);18,1356;19,6682;19,8481;18,8257;20,6194;20,3159;18,4243;20,7412;0,646637;0,127404;-0,905803;-1,35035;
P91914(93);20,9267;18,9173;18,8158;19,3034;24,5993;25,6878;24,8045;24,2105;4,02554;0,000173228;-5,33475;-9,17742;+
P91917(281);20,7748;18,3019;20,3263;18,4195;20,6286;19,2262;20,0434;20,8148;0,441465;0,22645;-0,72264;-0,986783;
P91918(97);17,8319;19,312;20,6955;17,7942;21,1517;21,1129;20,838;20,719;1,57565;0,0142555;-2,04699;-2,92184;+
P91918(8);19,0035;19,8542;20,3067;20,9815;24,0285;24,4855;23,5306;22,3095;2,88911;0,00117139;-3,55207;-5,67356;+
Q02335(259);21,6327;19,746;21,0055;19,483;20,4913;21,0285;21,5745;21,0429;0,458847;0,214827;-0,567455;-1,01868;
Q02335(184);18,317;19,9482;20,6327;20,2432;21,784;21,4687;20,6473;20,895;1,31608;0,0248663;-1,41347;-2,47245;+
Q03206(166);19,796;19,0378;19,2508;21,288;22,9744;22,3297;24,4902;23,4874;2,65176;0,00196564;-3,47729;-5,09622;+
Q03562(244);19,4551;21,2152;18,8892;20,3067;22,031;19,5594;19,4554;19,5387;0,0801064;0,743602;-0,179566;-0,222157;
Q03564(315);15,3349;18,6825;20,3717;21,0715;21,7389;20,5094;21,1434;20,7912;0,835365;0,0792418;-2,18058;-1,66932;
Q03567(241);19,6461;20,0269;21,4319;18,4047;23,1617;23,4208;23,2043;23,2984;2,78818;0,00175879;-3,39394;-5,42273;+
Q03567(7);23,7116;24,4818;23,7413;23,4801;27,0431;21,057;21,0831;22,4216;0,274832;0,376207;0,9525;0,664456;
Q03601(834);22,5854;22,2582;22,4915;23,2412;21,8954;19,9028;21,2914;19,3142;1,74213;0,0105349;2,04317;3,22129;+
Q04833(4605);19,1302;21,5913;20,2348;20,0301;21,8982;20,6352;20,1266;20,0692;0,271534;0,379972;-0,435721;-0,657692;
Q05036(533);19,7818;20,5638;20,0485;20,4361;21,0078;21,4859;21,6554;21,2625;2,62352;0,00217813;-1,14537;-5,03035;+
Q05036(479);20,2254;20,4119;18,391;19,5793;20,52;21,0761;19,4832;21,3162;0,762588;0,0936867;-0,946996;-1,54733;
Q05062(133);23,5783;23,8022;24,2012;24,198;21,812;20,9131;19,6744;21,3712;3,08276;0,00101408;3,00224;6,17859;+
Q05062(144);18,424;20,5279;19,1896;19,0023;22,0577;21,2057;20,2706;20,2819;1,44963;0,0188121;-1,66803;-2,70136;+
Q05062(184);19,2649;21,0256;20,8645;18,8132;21,8128;20,4626;20,2397;21,7381;0,75843;0,094628;-1,07126;-1,54033;
Q05062(185);16,84;20,1407;19,3925;20,5959;21,5654;18,2651;20,9458;20,8626;0,475547;0,205184;-1,16745;-1,04909;
Q067X2(125);20,6361;18,9143;20,9245;21,5424;21,3956;21,43;19,822;20,3974;0,141896;0,59287;-0,256928;-0,373978;
Q07750(118);20,384;19,6732;18,2782;17,8051;22,0452;21,2708;21,8352;21,414;2,2275;0,00386458;-2,60618;-4,16333;+
Q07750(31);19,5223;20,2477;19,3497;21,0414;21,063;21,2061;19,4537;20,1553;0,322981;0,324058;-0,429273;-0,761245;
Q09217(112);21,0812;21,8127;20,7258;21,7087;21,7494;19,6629;20,5742;20,6943;0,632204;0,132926;0,661901;1,32551;
Q09236(39);20,2665;20,6054;21,5944;20,2633;21,4988;19,7649;21,0054;19,6376;0,139966;0,596434;0,20573;0,369433;
Q09236(45);19,2407;18,5954;20,9847;19,1029;20,9848;20,1119;21,2945;19,1028;0,586748;0,15022;-0,892583;-1,24669;
Q09236(14);18,1918;20,0705;20,0925;20,648;20,1768;21,542;21,0786;20,6544;0,926497;0,0639224;-1,11225;-1,82109;
Q09237(795);20,3509;21,0781;18,7145;21,478;20,3491;20,2972;20,9373;20,7043;0,0969843;0,697542;-0,166585;-0,265021;
Q09237(832);21,3919;19,7731;19,9306;18,7332;21,2246;20,9655;21,4073;20,7754;1,0416;0,0477232;-1,13598;-2,01229;+
Q09248(67);18,6865;20,7554;18,9941;19,608;22,4764;22,048;23,2473;22,7958;3,01305;0,000964286;-3,13091;-5,99307;+
Q09250(74);18,6325;20,6631;19,9847;19,3786;21,2259;18,7944;20,9622;21,1348;0,556474;0,164008;-0,864589;-1,19364;
Q09269(83);23,7097;23,2132;24,6805;23,5073;22,2043;22,6724;23,2337;23,5063;1,05111;0,0467637;0,873487;2,0281;+
Q09289(347);26,5493;27,1558;25,9486;26,9802;23,4707;26,2414;26,9922;26,0298;0,5607;0,162234;0,974961;1,20108;
Q09289(362);24,4828;25,6662;24,7993;24,9579;30,8394;24,7037;26,774;26,6944;0,874799;0,0724101;-2,2763;-1,73509;
Q09289(338);25,9683;26,1378;27,177;26,9775;26,8879;31,6049;31,1391;29,7845;1,60924;0,0131187;-3,28896;-2,98147;+
Q09289(242);19,8788;19,2877;19,6396;20,4658;25,2981;24,2164;24,9743;25,4385;5,08317;0;-5,16387;-14,0073;+
Q09289(130);23,1925;23,7389;23,8807;23,8133;20,6882;21,5436;19,5929;21,2219;3,14673;0,000907285;2,89472;6,35268;+
Q09289(122);19,5762;19,3111;19,7605;20,5221;20,481;21,2213;21,326;20,3108;1,5363;0,0151475;-1,04231;-2,85247;+
Q09289(105);19,4843;21,9355;17,9319;20,5251;25,5801;23,8683;24,5564;25,5722;2,70666;0,00198343;-4,92503;-5,22592;+
Q09289(241);20,9148;21,8667;19,6763;18,8547;25,0357;26,0487;26,9115;25,3586;3,38257;0,000536688;-5,51052;-7,028;+
Q09350(297);19,6789;20,1308;18,448;19,539;18,9844;21,1388;20,1008;18,9089;0,208474;0,466814;-0,334062;-0,524454;
Q09407(34);16,31;20,201;20,0464;20,5964;20,7134;21,1887;21,8499;21,4521;1,00925;0,0512757;-2,01259;-1,95854;
Q09422(156);25,3379;26,1664;25,9322;24,7796;20,6988;20,8192;21,4037;19,4391;4,13348;0;4,96382;9,5891;+
Q09422(127);19,8542;20,2056;19,5116;19,626;21,2024;20,4754;20,2793;19,0334;0,417095;0,241413;-0,448277;-0,941609;
Q09422(76);19,2193;19,2148;20,7635;17,9743;21,2614;20,377;21,4256;21,5845;1,5968;0,0134258;-1,86913;-2,95934;+
Q09436(302);23,8127;25,4392;24,8017;23,7179;22,0556;20,5991;20,1535;20,7256;3,06172;0,00100465;3,55944;6,12214;+
Q09444(259);20,2026;21,484;19,1918;19,4244;21,7805;23,3524;22,8931;22,2484;2,15027;0,00456182;-2,49291;-4,00543;+
Q09444(303);24,387;24,5151;24,9001;25,2317;25,8769;25,6479;25,4524;23,6205;0,296796;0,350852;-0,390952;-0,709049;
Q09444(305);25,2723;26,1759;26,1531;25,6647;20,7214;20,9433;21,6552;21,5026;5,23353;0;4,6109;14,8608;+
Q09444(307);24,5524;24,451;24,3144;24,1886;24,1512;23,1851;23,9228;22,6746;1,36906;0,0223303;0,893204;2,56274;+
Q09489(98);18,2263;19,817;18,4087;20,9787;24,9584;23,3129;22,2947;22,2897;2,28038;0,0035664;-3,85622;-4,2734;+
Q09489(8);20,3119;18,6773;20,5638;19,2301;21,3258;19,7597;21,5551;21,6712;1,15021;0,037275;-1,38219;-2,19322;+
Q09490(38);20,0694;21,0161;19,364;20,3976;23,1602;21,9132;21,3904;21,7894;1,94442;0,00672256;-1,85154;-3,60009;+
Q09490(40);23,1132;23,5012;23,2213;22,4843;24,9743;21,9132;21,7802;21,7894;0,229958;0,43298;0,465735;0,570734;
Q09533(208);21,1004;19,2094;20,8306;19,9423;21,8101;19,9424;21,5063;21,7168;0,783022;0,0899284;-0,973214;-1,58168;
Q09533(121);19,3891;20,3564;19,4852;21,1586;22,4559;25,088;27,5488;25,2772;2,36577;0,00330534;-4,99515;-4,45467;+
Q09533(30);18,0404;20,3476;21,2238;20,0768;26,1798;25,4958;26,3286;24,7526;3,55214;0,000501253;-5,76711;-7,5485;+
Q09533(39);20,7739;20,4644;18,4328;17,5774;22,038;20,246;21,3449;20,8871;1,09602;0,0426971;-1,81689;-2,10282;+
Q09560(840);18,4318;19,2489;18,6316;21,7216;22,8462;20,9268;21,9553;21,5602;1,4472;0,0189373;-2,31367;-2,69716;+
Q09568(563);24,2825;24,265;22,3212;22,7669;23,1914;19,9968;20,261;23,6594;0,73759;0,099642;1,63174;1,50519;
Q09581(5);20,2263;20,1164;19,4445;20,2574;23,2563;23,0023;23,5468;23,2979;5,21368;0;-3,26464;-14,7454;+
Q09581(232);20,8874;20,8213;18,4637;19,454;23,6586;25,3014;25,9354;25,6656;3,28771;0,000725191;-5,23367;-6,74982;+
Q09581(200);19,7166;20,3473;20,214;18,1541;20,6251;20,6936;21,5835;20,7986;1,26979;0,0279785;-1,3172;-2,39405;+
Q09581(74);20,4982;21,1333;21,2684;21,369;27,4886;25,9077;26,67;24,7856;3,83037;0,000653595;-5,14574;-8,47249;+
Q09581(185);19,7014;20,9715;20,0666;20,307;25,0539;24,6192;23,8885;24,5829;4,66637;0;-4,27451;-11,8766;+
Q09614(846);20,3675;19,9747;21,607;21,4366;22,0742;21,1707;21,2917;20,8409;0,472143;0,207201;-0,497907;-1,04291;
Q09665(57);17,4613;19,9521;21,8558;19,9597;23,8973;23,5248;25,8094;25,2468;2,42163;0,00297335;-4,81235;-4,57569;+
Q09934(851);17,8089;19,9228;19,4586;18,1123;21,2561;20,8723;21,7009;20,1079;1,90201;0,00752324;-2,15867;-3,51918;+
Q09934(443);23,7696;24,3995;22,3852;24,2358;21,3465;19,3003;20,8725;21,6484;2,23833;0,00369607;2,90561;4,18572;+
Q09934(356);19,0254;20,0658;19,2315;19,2038;20,5306;19,9518;20,7505;20,7907;2,00508;0,00566693;-1,1243;-3,71731;+
Q09936(37);18,9195;20,1838;19,252;20,7966;23,486;26,9507;25,4176;26,8058;3,17999;0,000836735;-5,87701;-6,44466;+
Q09936(217);18,2051;19,9381;21,6023;20,7349;23,1495;24,2218;24,3735;24,2699;2,60731;0,0023118;-3,88358;-4,99281;+
Q09936(121);18,5704;19,8477;20,2015;19,0712;21,6883;24,8844;24,4425;21,9964;2,26978;0,00353131;-3,83019;-4,25121;+
Q09936(263);23,8109;23,3339;21,2848;24,4972;23,6844;26,6263;25,8981;25,4443;1,23743;0,0299323;-2,18154;-2,33947;+
Q09936(23);18,0066;19,3239;21,0716;20,5008;24,7691;24,1901;22,3742;22,9487;2,33977;0,00336406;-3,84484;-4,399;+
Q09967(32);19,1309;20,3087;20,6979;20,4715;23,0412;24,7236;24,8431;25,551;3,33703;0,000505929;-4,38751;-6,89332;+
Q09967(23);26,25;26,5168;25,8103;26,0617;28,7799;23,7355;25,3842;24,0649;0,232064;0,430223;0,668575;0,575218;
Q09EE6(179);23,9678;24,2124;24,088;23,6643;26,0727;25,289;25,5576;23,9553;1,41921;0,0199534;-1,23553;-2,64883;+
Q09EE6(19);19,8153;19,7545;20,0979;18,1366;20,7936;21,5378;20,6587;21,0049;1,72667;0,0109128;-1,54771;-3,19303;+
Q09EE6(20);17,9044;21,1964;19,0514;18,8125;22,0413;19,6524;21,0485;20,5746;0,946756;0,0611264;-1,58801;-1,85475;
Q0G831(125);18,088;19,7629;17,4324;20,1831;23,2747;25,181;25,6583;23,8472;3,20635;0,000858639;-5,62372;-6,51833;+
Q0KHC0(68);21,5693;20,24;20,5102;18,3673;21,8709;20,1424;20,6716;20,0509;0,268251;0,38377;-0,512265;-0,65094;
Q10010(101);19,7094;19,0108;20,1554;19,6955;20,9365;19,7368;19,7133;20,0924;0,609769;0,141014;-0,477008;-1,28673;
Q10020(77);19,087;19,2914;19,4381;21,0114;24,1691;22,0328;23,8834;22,031;2,41773;0,00301672;-3,32212;-4,56718;+
Q10020(57);18,9047;20,3085;17,5927;20,7184;25,6308;22,1704;23,2049;23,7685;2,26631;0,00352815;-4,3126;-4,24394;+
Q10020(107);18,0308;19,2013;17,1911;18,087;25,9169;25,3333;26,6674;25,2274;5,16938;0;-7,65874;-14,4908;+
Q10020(108);19,3243;18,4149;20,3635;19,3762;25,9169;25,6923;25,471;25,8457;5,34281;0;-6,36175;-15,5121;+
Q10033(254);19,4442;20,6752;20,571;19,9383;21,0197;21,4806;19,9887;21,7394;0,955071;0,0594711;-0,899944;-1,86856;
Q10043(105);20,8962;20,5508;18,7499;21,0682;24,1407;21,2851;20,5301;22,8996;1,00788;0,0513991;-1,8976;-1,95627;
Q10046(29);17,289;19,6832;20,453;18,8327;21,0405;19,4072;21,8224;21,5038;1,13808;0,0388328;-1,87898;-2,17295;+
Q10121(170);20,998;20,7767;20,4146;20,5042;20,8141;20,4932;19,1251;20,5573;0,479856;0,202922;0,42591;1,0569;
Q10121(101);18,3703;19,2399;20,7138;21,1909;20,9548;20,9046;20,251;21,468;0,707957;0,107976;-1,01586;-1,45502;
Q10121(28);22,9718;22,4779;21,8188;22,3522;27,6515;26,909;26,0176;26,4092;4,29234;0;-4,34164;-10,225;+
Q10121(31);19,5536;20,1305;21,1271;19,7536;20,9592;21,4066;21,012;21,2017;1,4811;0,0173977;-1,00367;-2,75599;+
Q10130(368);18,5921;19,8257;18,7688;18,1708;21,4134;19,3565;21,1232;20,4095;1,62344;0,0127411;-1,73628;-3,00678;+
Q10130(369);19,7705;20,0516;19,6512;18,9496;20,4075;21,0257;21,5721;20,7024;2,07849;0,00502522;-1,32124;-3,86162;+
Q10454(207);20,5099;19,5361;20,5346;20,8057;21,8569;20,7198;19,6231;21,1218;0,390175;0,26208;-0,483838;-0,89104;
Q10454(230);22,8773;23,9296;22,6911;23,298;26,4045;20,0925;22,0109;23,0415;0,0834872;0,73436;0,311691;0,230836;
Q10454(224);20,3993;19,7051;20,4538;17,3678;20,329;20,3231;21,6274;21,1265;0,871088;0,0729414;-1,37002;-1,7289;
Q10454(368);26,3996;24,7223;25,6462;25,5566;26,2179;26,0017;26,6382;24,2271;0,111296;0,661745;-0,190071;-0,300502;
Q10454(334);18,4332;21,0005;18,621;19,5026;20,4594;18,5278;21,4446;20,9314;0,50366;0,188516;-0,951468;-1,09981;
Q10454(136);19,861;19,2302;21,5426;21,6378;23,1615;24,546;23,4147;23,8274;2,47332;0,00267623;-3,16951;-4,68949;+
Q10454(296);17,9674;19,0868;17,6211;18,822;21,8024;22,8483;24,6961;23,4769;3,34961;0,000514056;-4,83165;-6,9303;+
Q10454(158);18,5917;19,3557;19,9903;20,9368;24,9675;24,2279;24,2729;22,5284;3,00092;0,000954345;-4,28054;-5,96121;+
Q10454(71);17,6404;19,3956;19,7168;21,3855;20,9084;21,2628;20,0187;21,0985;0,780779;0,0904899;-1,28752;-1,57791;
Q10457(410);21,2946;19,4417;17,8785;20,5087;21,6091;20,8531;19,898;19,884;0,405316;0,250616;-0,780158;-0,919572;
Q10578(837);18,2211;20,3765;20,8937;19,0023;22,0222;20,3109;21,7669;20,5566;1,06878;0,0454505;-1,54078;-2,05748;+
Q10578(650);18,8449;19,0818;19,8566;16,6307;20,8232;21,3792;21,5097;21,1076;1,98098;0,00591479;-2,60144;-3,67053;+
Q10578(999);18,7747;19,5547;20,3608;21,0616;21,1492;21,1783;20,2692;20,6957;0,81762;0,082649;-0,885154;-1,63966;
Q10578(762);16,8592;21,104;17,5406;19,2311;18,6057;20,0191;20,9633;20,9993;0,63335;0,132498;-1,46312;-1,32748;
Q10651(685);24,2153;24,6693;23,5063;23,8208;25,2374;26,0374;24,1408;25,6779;1,3505;0,0229837;-1,22046;-2,53103;+
Q10655(49);20,0789;18,1533;19,6923;17,9978;21,3238;20,4731;21,5922;19,4399;1,27607;0,0276307;-1,72669;-2,40465;+
Q10657(67);27,6017;26,6858;24,9685;26,4722;26,5294;24,2497;26,3212;24,6987;0,584092;0,151318;0,982302;1,24206;
Q10901(485);26,4374;26,5917;25,3554;26,1619;25,2778;21,0864;22,9689;22,7065;1,86643;0,0081857;3,12672;3,45193;+
Q10943(142);20,0261;19,7658;20,5221;17,9382;21,7105;19,8066;20,333;21,2075;0,8522;0,07674;-1,20132;-1,69742;
Q11080(31);23,4203;22,3095;23,7743;24,3298;21,6008;21,275;20,7907;18,7697;2,00875;0,00568025;2,84944;3,72446;+
