Leading.proteins.Positions.within.proteins;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log Student's T-test p-value eat2_d5_eat2_d1;Student's T-test q-value eat2_d5_eat2_d1; Student's T-test Difference eat2_d5_eat2_d1;Student's T-test Test statistic eat2_d5_eat2_d1;Sign p-val: 0.05 
Q09289(242);20,7321;20,517;20,6992;21,2639;19,9734;21,6586;21,7009;21,1063;0,296331;0,602414;-0,306756;-0,708113;
Q09289(130);25,5446;25,0124;25,3538;25,0356;22,7261;24,4015;23,806;25,1388;1,22452;0,116617;1,21848;2,31775;
Q09289(122);20,7066;19,7431;19,8252;21,7684;23,7082;23,0044;24,1194;21,6036;1,93147;0,0338081;-2,59808;-3,57529;+
Q09289(105);22,3425;23,1658;23,6762;23,2059;23,3997;25,264;24,8388;24,9985;1,64599;0,054478;-1,52764;-3,04714;
Q09289(241);21,1878;20,9786;21,2925;21,1871;19,4052;21,3959;21,8334;21,2349;0,135808;0,794766;0,194142;0,359601;
Q09350(297);20,0025;21,26;20,8138;21,4959;20,2068;20,9508;19,8635;21,202;0,313793;0,586528;0,33725;0,743044;
Q09407(34);20,9425;20,714;19,8238;21,4908;24,2594;23,1602;24,1926;22,7884;2,87476;0,00718059;-2,85734;-5,6374;+
Q09422(156);24,4375;23,9014;24,0926;24,0823;20,1506;20,8749;21,7876;20,7494;4,00177;0,00361165;3,23781;9,08891;+
Q09422(127);21,4542;21,7231;21,6857;20,8153;20,8441;21,8055;20,0846;20,7574;0,633435;0,333216;0,546677;1,32763;
Q09422(76);20,9956;20,1609;21,2227;20,6632;20,121;19,3125;20,7077;21,269;0,370757;0,530323;0,408053;0,854087;
Q09436(302);20,5346;20,9631;20,9947;21,4743;20,4355;21,511;21,1431;20,4895;0,110719;0,821367;0,0968814;0,299087;
Q09444(259);20,6487;21,7541;21,4789;21,5708;19,8224;21,6513;21,4625;19,9583;0,548726;0,386688;0,639479;1,17998;
Q09444(303);24,3753;26,1102;25,7545;24,7781;27,3035;24,9972;25,5309;24,5715;0,187147;0,728135;-0,346243;-0,47749;
Q09444(305);26,1914;25,671;25,7545;24,7781;25,2062;25,8484;25,0904;24,5715;0,481666;0,440574;0,41962;1,06018;
Q09444(307);23,2932;23,7034;24,7092;23,4623;23,3618;24,1767;24,5116;22,922;0,0350075;0,9401;0,0490108;0,101375;
Q09489(98);20,5714;20,9571;20,6743;21,1701;20,2243;21,7529;21,4695;20,0151;0,0164454;0,973926;-0,0222077;-0,0485666;
Q09489(8);21,3584;20,8415;21,2553;20,5367;20,6617;20,1953;20,9677;19,9857;0,952628;0,187478;0,545349;1,86451;
Q09490(38);20,4323;20,6664;19,6674;20,648;20,5439;20,7143;21,5627;21,4076;1,06109;0,153169;-0,703609;-2,04469;
Q09490(40);23,4195;24,379;22,7458;24,3292;22,1092;23,0204;21,1313;21,9206;1,63823;0,0548138;1,67298;3,03323;
Q09533(208);19,972;21,2305;20,1076;21,1725;20,0438;21,7437;20,6698;20,5606;0,100087;0,835146;-0,133834;-0,272777;
Q09533(121);22,5598;23,4255;22,6224;23,301;23,3261;23,3045;24,7922;23,6443;0,971792;0,18169;-0,789563;-1,89633;
Q09533(30);23,8297;23,4609;26,4566;23,0467;24,0974;22,254;23,4016;22,9528;0,552326;0,384909;1,02198;1,18633;
Q09533(39);23,8919;23,248;23,4026;23,9995;22,4809;23,8143;23,7757;22,2461;0,573521;0,370771;0,556245;1,22357;
Q09560(840);21,1693;20,9333;20,9496;21,2749;20,8493;21,2199;21,2558;20,6898;0,188326;0,726201;0,0780535;0,480115;
Q09568(563);24,6345;23,3634;25,6743;25,0108;22,9006;24,2118;24,6115;24,5173;0,43453;0,475652;0,610433;0,973983;
Q09581(5);21,1683;21,1108;20,875;21,5319;19,1288;21,8501;21,8691;20,5578;0,1888;0,725675;0,320021;0,481169;
Q09581(232);20,4512;20,009;20,7924;21,4081;19,9202;21,1104;21,7035;21,168;0,267352;0,635035;-0,310353;-0,649088;
Q09581(200);20,4584;21,6314;21,1092;19,7817;21,2076;23,3522;22,6081;23,8759;1,54107;0,0646702;-2,01577;-2,86085;
Q09581(74);25,113;23,3298;24,6226;23,8579;25,1238;27,6707;27,1199;26,3675;1,8637;0,0377082;-2,33965;-3,44678;+
Q09581(185);20,6805;21,6995;19,7908;21,4825;23,0001;25,3606;25,2158;24,7383;2,72774;0,00869565;-3,6654;-5,27632;+
Q09614(846);23,4725;24,6554;24,5983;22,9021;20,105;24,2083;25,5836;23,4627;0,177867;0,739512;0,567133;0,456711;
Q09665(57);20,9313;21,7125;20,2124;21,0358;20,9883;21,4074;20,1754;20,3778;0,227355;0,681207;0,235768;0,565179;
Q09934(851);21,5924;20,5111;21,1382;20,6901;30,7584;29,5713;29,1358;29,2918;5,96525;0;-8,70636;-19,7788;+
Q09934(443);24,7799;25,0275;25,7416;27,4397;23,227;22,9785;22,0543;23,2159;2,31892;0,0174552;2,87826;4,35466;+
Q09934(356);21,5006;23,4694;22,8084;23,3983;18,7485;21,1137;21,3707;20,9487;1,60152;0,0573645;2,24876;2,96773;
Q09936(37);21,0526;19,572;20,9397;21,7884;20,7582;21,2099;20,0921;21,1684;0,0198767;0,967303;0,0309863;0,0584819;
Q09936(217);21,1258;21,055;21,0444;21,4767;20,561;21,8536;20,1156;19,8005;0,60634;0,348675;0,592792;1,28078;
Q09936(121);20,3059;21,1717;20,9744;21,5693;20,4255;19,8515;21,6429;21,2847;0,162149;0,756985;0,204137;0,421004;
Q09936(263);22,6865;22,7493;23,8542;23,8838;22,6315;25,0758;24,7442;24,4182;0,702859;0,296341;-0,923965;-1,44636;
Q09936(23);21,3431;20,1067;20,4801;21,4622;20,2297;21,1852;21,3254;19,5301;0,207696;0,702431;0,28044;0,52276;
Q09967(32);23,4247;24,9797;25,7142;24,518;19,9785;21,8905;21,1234;20,5458;3,01209;0,00575309;3,77463;5,99054;+
Q09967(23);27,1681;27,8007;27,6294;27,2576;25,5455;27,6356;26,4379;26,4458;1,08583;0,146968;0,947745;2,08586;
Q09EE6(179);26,9579;27,5317;27,1029;27,7181;24,6441;26,1382;26,1701;25,4587;2,29372;0,0180554;1,72487;4,30142;+
Q09EE6(19);24,905;24,5847;23,5654;24,5429;20,2794;21,1327;20,6987;21,4459;4,0063;0,00368317;3,51032;9,10573;+
Q09EE6(20);24,0412;24,5847;23,9067;24,5429;20,4913;21,4786;21,5443;20,2272;3,92236;0,00335135;3,33353;8,79863;+
Q0G831(125);20,2208;20,1414;21,8327;20,2185;20,3016;21,376;21,505;20,7658;0,328926;0,573235;-0,383744;-0,772959;
Q0KHC0(68);19,1391;21,147;21,3478;20,3521;20,7708;21,6517;20,6067;20,5537;0,297044;0,602174;-0,399221;-0,709549;
Q10010(101);26,8824;26,694;24,3106;24,7083;18,387;20,8368;21,1855;20,3356;3,01291;0,0057709;5,46259;5,99271;+
Q10020(77);21,1689;21,1007;21,6746;20,7105;21,0262;21,5589;20,5083;20,3649;0,389623;0,511231;0,29909;0,889996;
Q10020(57);21,4819;21,298;20,4643;19,0315;20,8913;20,349;21,3992;20,2511;0,0904807;0,849;-0,15374;-0,24864;
Q10020(107);21,0522;21,4345;21,5405;21,9384;20,6482;19,7097;21,6977;20,9003;0,840952;0,229539;0,75243;1,67865;
Q10020(108);19,9376;20,2342;19,2657;20,7997;20,5978;21,6197;19,8044;21,3663;0,744132;0,274367;-0,787778;-1,51623;
Q10033(254);20,8946;21,2181;20,3731;20,7155;20,8008;20,5192;21,3361;21,2257;0,27128;0,631576;-0,170145;-0,65717;
Q10043(105);20,4206;21,6769;21,825;21,4515;19,4325;21,4653;18,9683;20,4155;1,03044;0,161962;1,2731;1,99375;
Q10046(29);21,413;20,7678;21,2366;20,8965;20,6752;21,9242;21,0716;20,4573;0,0455049;0,922048;0,0464301;0,130385;
Q10121(170);20,8449;21,0574;21,5457;21,0764;19,319;20,9838;20,6577;21,2047;0,62746;0,3368;0,589826;1,31733;
Q10121(101);21,1357;19,5567;20,3921;20,6286;20,8074;21,4038;21,8197;20,1825;0,609908;0,347232;-0,625045;-1,28697;
Q10121(28);20,7549;24,4833;23,7646;24,3216;23,6821;24,8583;24,203;23,0202;0,262072;0,639854;-0,60985;-0,638182;
Q10121(31);21,492;21,4667;20,9553;21,9193;18,7256;20,8922;21,4685;21,1738;0,654822;0,320908;0,893315;1,36439;
Q10130(368);21,0848;20,1631;21,6372;20,4525;20,7967;21,286;21,5011;20,4352;0,160668;0,758946;-0,170354;-0,417606;
Q10130(369);21,0289;21,7649;21,3328;20,7839;20,4316;21,1755;21,812;20,5882;0,242165;0,663457;0,225797;0,596604;
Q10454(207);21,4652;21,5869;20,2213;20,2625;20,0666;20,407;20,7485;21,0237;0,321165;0,580867;0,322531;0,757657;
Q10454(230);25,2169;24,9321;24,819;25,1106;20,361;20,7011;21,0937;20,6022;6,5194;0;4,33019;24,5225;+
Q10454(224);18,8102;20,8056;20,6364;21,6719;25,0116;24,3819;22,39;23,1511;2,07576;0,0265098;-3,25262;-3,85619;+
Q10454(368);26,5475;27,4088;27,4007;26,5379;25,7906;27,7555;27,2651;27,3079;0,0392854;0,933703;-0,056047;-0,113268;
Q10454(334);19,8725;19,1787;21,2495;18,8339;19,5762;20,3293;21,8166;20,3017;0,456711;0,459165;-0,722305;-1,01477;
Q10454(136);23,4455;23,1341;22,8821;22,2316;20,9822;21,1054;21,246;20,0514;2,84395;0,00749738;2,07708;5,56033;+
Q10454(296);23,7554;24,3625;23,4168;23,2038;21,5079;22,3834;19,8683;23,7574;1,10424;0,143368;1,80535;2,11651;
Q10454(158);21,9403;23,2971;23,7195;22,7813;19,1533;19,9614;21,0105;20,1996;2,72669;0,00865385;2,85336;5,27381;+
Q10454(71);22,6014;23,4693;22,6802;23,0568;25,1478;22,9323;24,0551;22,4462;0,498803;0,426033;-0,693426;-1,09109;
Q10457(410);21,2821;18,6358;20,9419;21,0658;18,7387;21,4196;21,6767;20,7487;0,0643347;0,890093;-0,164501;-0,181018;
Q10578(837);21,06;21,1593;21,1456;19,8001;19,2235;20,1314;21,6005;21,2606;0,141408;0,788025;0,237238;0,372829;
Q10578(650);20,6224;20,7138;21,1973;21,1674;24,5826;26,6047;26,5932;24,7436;3,72764;0,00414599;-4,7058;-8,1207;+
Q10578(999);24,6761;23,4902;23,3904;23,6691;21,0846;21,6788;21,1498;20,4582;3,37694;0,00447577;2,71365;7,01122;+
Q10578(762);20,0675;21,4973;20,7838;20,5465;20,5427;20,328;21,2401;20,9802;0,0472489;0,919519;-0,0489807;-0,135148;
Q10651(685);22,9688;21,6124;22,3407;23,2415;26,7763;25,2222;25,2313;24,0612;2,23865;0,0196352;-2,78189;-4,18639;+
Q10655(49);21,4876;20,9693;20,5594;20,6338;20,27;21,2982;20,1026;21,3216;0,163021;0,756043;0,164424;0,423002;
Q10657(67);25,7507;26,9032;24,7824;26,5552;21,1578;22,4185;24,5931;21,8605;2,13368;0,0230759;3,49041;3,97195;+
Q10901(485);26,4782;27,1434;27,0046;27,5905;21,6653;25,4961;26,4509;25,1164;1,16567;0,129678;2,37201;2,21907;
Q10943(142);20,1999;20,617;21,3026;20,7712;19,6529;20,8647;21,5939;20,7952;0,00290324;0,996518;-0,00401402;-0,00870418;
Q11080(31);21,1906;22,1025;22,62;22,8465;20,2846;19,9504;20,1182;20,9002;2,36188;0,0160579;1,87653;4,44631;+
Q11101(141);20,7931;20,9889;21,7039;21,7325;20,1935;20,7017;21,0757;19,8829;1,24007;0,113031;0,841169;2,34392;
Q11176(325);21,3777;21,8012;21,7788;20,7582;19,6577;21,6127;21,6679;21,4285;0,256038;0,645815;0,337252;0,625655;
Q17334(277);20,2487;20,0003;21,0713;21,2753;20,4124;19,6602;21,0977;21,1616;0,0493169;0,915412;0,0659299;0,140777;
Q17334(316);23,2138;24,6687;24,0272;23,9612;24,556;26,5455;26,9337;26,6516;1,9184;0,034462;-2,20398;-3,55035;+
Q17334(90);25,9284;26,0026;25,4827;25,0533;23,9422;27,1516;26,9408;25,1173;0,0772491;0,870288;-0,171233;-0,214785;
Q17339(313);18,9803;20,878;21,3729;19,2579;20,2401;21,54;20,9642;20,6523;0,512921;0,414281;-0,726851;-1,11639;
Q17348(85);18,3869;21,3716;20,0907;19,7538;20,8604;19,922;21,3215;21,0776;0,620526;0,34121;-0,894606;-1,30535;
Q17361(345);25,9575;25,507;25,3831;23,0967;22,7848;23,0992;22,7384;22,8681;1,76749;0,044178;2,11344;3,26782;+
Q17361(129);20,5511;21,4907;20,6839;20,923;24,0639;23,462;24,2063;21,472;1,94329;0,0328347;-2,38885;-3,59792;+
Q17361(461);20,9638;20,8931;20,6801;21,3573;20,5752;21,6769;21,3408;21,3913;0,444191;0,469697;-0,272477;-0,991803;
Q17361(283);20,9196;21,4817;21,1109;20,9631;20,2655;20,5356;20,1505;20,6348;2,26034;0,018973;0,72221;4,23149;+
Q17389(773);21,2637;20,088;19,2067;20,4195;23,0371;23,6537;22,4426;22,2447;2,5652;0,0118235;-2,60006;-4,89615;+
Q17405(42);26,019;25,8309;26,0027;25,9574;25,3201;27,7069;27,3835;26,9325;0,831249;0,233962;-0,883244;-1,66244;
Q17405(59);20,998;20,6497;20,0073;20,8155;20,795;21,7959;20,6318;21,3546;0,755935;0,269377;-0,52669;-1,53613;
Q17405(62);24,102;22,5746;23,1453;23,2676;20,5301;20,8712;21,3265;20,7905;3,27748;0,00490323;2,3928;6,72037;+
Q17405(8);24,7673;26,4527;25,8666;25,7169;24,778;27,1145;26,8476;25,3792;0,195;0,71935;-0,328918;-0,494909;
Q17405(39);28,089;27,6541;28,7126;28,1622;23,1318;28,2356;28,9444;27,4412;0,405029;0,499294;1,21624;0,919034;
Q17410(258);20,2757;21,381;21,7111;21,7089;22,0838;22,0534;21,4062;21,0813;0,405777;0,498888;-0,387042;-0,920438;
Q17413(37);19,7775;19,9438;20,8696;21,0651;20,32;21,9347;21,7479;19,1008;0,192547;0,720626;-0,361887;-0,489484;
Q17430(84);20,6725;21,0648;20,2088;21,8612;20,1595;21,7205;20,7721;20,9832;0,0310835;0,946654;0,0429831;0,0903774;
Q17435(17);20,7083;21,3867;19,1775;21,0694;20,9914;20,6104;21,1733;18,8239;0,0931207;0,845006;0,185716;0,255309;
Q17446(260);22,7293;23,2469;22,9298;23,9678;20,1745;22,2082;22,2716;23,6318;0,737025;0,277821;1,14696;1,50423;
Q17455(301);25,2736;24,9979;26,2027;25,3072;25,4498;25,5671;24,5235;24,521;0,509164;0,417242;0,430005;1,10967;
Q17489(247);19,7995;21,3038;20,0473;21,0685;20,4179;20,9577;21,098;21,172;0,380827;0,520573;-0,356641;-0,873303;
Q17542(583);26,6227;26,6842;26,3237;25,5616;24,4798;28,455;28,1733;26,9206;0,318684;0,583136;-0,709113;-0,752747;
Q17543(260);27,0154;28,2746;28,4212;27,1226;25,209;24,1505;24,9745;24,9357;3,24231;0,00531274;2,89107;6,61986;+
Q17561(129);21,2076;19,6309;19,336;19,1431;20,2396;20,7307;20,9225;20,169;0,651232;0,32302;-0,686049;-1,35823;
Q17569(299);25,4641;24,5619;26,2869;23,9065;17,7078;21,875;22,2081;20,3023;2,11688;0,0244263;4,53157;3,93819;+
Q17569(136);25,7791;25,324;25,8217;24,5846;21,066;21,5252;21,5128;21,0006;4,85879;0,00172973;4,10119;12,8194;+
Q17569(218);21,0398;20,8735;20,0562;21,2161;24,4057;23,3426;23,1698;22,5871;2,87378;0,00716129;-2,57992;-5,63494;+
Q17569(130);21,6141;20,7985;20,8448;21,1879;20,4377;21,8655;19,942;19,7728;0,552679;0,38483;0,6068;1,18696;
Q17569(203);24,1837;24,0159;24,1144;23,9567;21,0611;24,1868;23,8867;24,4574;0,367833;0,531943;0,669681;0,848486;
Q17571(277);22,6396;23,6888;23,6471;21,9448;24,723;25,2233;26,0053;24,8235;2,30188;0,0176806;-2,2137;-4,31863;+
Q17571(282);21,6341;20,9977;21,3211;20,9087;21,005;21,688;21,5981;21,3432;0,372594;0,529265;-0,193205;-0,857602;
Q17606(61);20,4966;21,1867;21,6893;21,4872;19,2125;20,4922;20,6682;21,4328;0,700495;0,297645;0,763505;1,44235;
Q17624(62);24,8274;26,6154;26,3379;27,4583;25,712;28,2785;27,8465;26,5232;0,430685;0,479019;-0,780292;-0,966868;
Q17624(63);27,0033;28,4454;26,972;26,633;23,916;22,5553;25,1586;23,494;2,68247;0,00933953;3,48245;5,16851;+
Q17624(343);25,365;25,9539;25,3679;25,7876;26,3484;25,51;25,4075;24,5902;0,151733;0,769839;0,154565;0,396969;
Q17624(363);21,5682;21,189;20,8814;19,8471;19,8013;21,8211;21,8453;20,5683;0,0796957;0,865546;-0,137595;-0,2211;
Q17624(254);21,586;21,114;20,9041;20,7313;20,3623;21,6415;21,1554;20,9689;0,0566798;0,903724;0,0518227;0,160642;
Q17624(365);24,8975;24,2362;24,7789;24,6454;25,1005;23,8159;23,8687;23,1871;0,746173;0,27357;0,646469;1,51967;
Q17624(495);20,2436;20,6599;20,3952;21,3558;20,1153;19,7982;19,6439;20,7571;0,841173;0,229669;0,585022;1,67901;
Q17644(166);21,4546;20,4182;21,6596;19,7851;18,773;21,5921;20,4051;20,3914;0,312427;0,588137;0,538964;0,740327;
Q17649(213);22,2146;24,2765;22,636;23,223;23,2391;24,2486;23,6892;24,6493;0,792684;0,251154;-0,868999;-1,59789;
Q17649(225);24,1686;25,1654;24,7196;25,201;22,3538;25,2205;25,1085;24,0083;0,39793;0,505493;0,640827;0,905684;
Q17649(228);21,3323;21,3725;20,7884;20,7313;20,3141;21,2095;21,0591;20,8211;0,336335;0,565306;0,205177;0,78749;
Q17663(472);21,1335;21,0295;21,2814;21,5634;24,9899;24,3146;24,0696;24,761;5,03442;0,0022069;-3,28183;-13,7407;+
Q17663(511);21,1981;21,0991;20,2721;21,2331;19,7628;21,2397;20,3263;20,368;0,66556;0,313894;0,526347;1,38279;
Q17693(560);25,2073;23,9054;24,3173;24,428;24,7444;26,1037;25,0454;25,3138;1,09455;0,14455;-0,837302;-2,10038;
Q17698(147);22,4408;24,613;25,4744;23,9023;23,0246;26,1029;25,5059;28,4354;0,61344;0,344255;-1,65957;-1,29309;
Q17698(84);20,1852;20,1973;20,4074;21,2709;22,1351;25,5459;25,3313;24,5208;2,47954;0,0133703;-3,86804;-4,7033;+
Q17698(106);20,5326;20,8244;20,3886;21,3293;20,7089;21,5976;20,617;19,6214;0,107691;0,826512;0,132509;0,291635;
Q17698(129);21,5687;20,8308;21,0015;20,6638;22,1481;23,4053;23,8887;23,2642;2,68639;0,00925234;-2,16038;-5,17778;+
Q17698(107);21,097;20,9701;21,4007;21,0338;20,7153;21,7427;21,2241;21,4127;0,258583;0,643423;-0,148263;-0,630948;
Q17698(81);21,1171;20,5972;20,9853;21,2608;20,9655;21,5536;20,4806;21,325;0,124457;0,807566;-0,0910869;-0,332485;
Q17698(71);21,443;21,465;21,7258;21,5321;20,6223;21,8076;21,8515;20,8889;0,329644;0,572147;0,248873;0,774371;
Q17740(580);20,6466;21,3603;21,6662;21,3778;19,7175;21,5044;21,8639;20,6295;0,260105;0,642036;0,333925;0,634106;
Q17763(17);20,8288;20,8492;20,8564;20,8426;20,9849;21,6468;20,0959;20,6263;0,00593984;0,993939;0,00577736;0,017747;
Q17770(440);20,6699;21,4471;19,6863;20,7814;19,0316;21,3101;21,6446;19,8065;0,101385;0,833983;0,197985;0,276012;
Q17770(215);24,751;22,5398;21,3717;22,0341;22,9041;24,3281;23,4884;23,5686;0,525563;0,406047;-0,898144;-1,13893;
Q17796(204);24,8132;24,1576;24,6686;24,9282;24,5609;24,5208;24,9902;23,697;0,255995;0,645621;0,199665;0,625566;
Q17796(228);25,1234;27,08;26,1913;26,3967;20,2337;20,6279;21,732;19,826;4,16245;0,00381395;5,59299;9,70233;+
Q17796(229);20,357;20,0895;21,546;20,8233;24,1936;24,4849;25,9813;26,0596;3,58836;0,00402381;-4,47592;-7,66371;+
Q17796(97);26,0834;26,503;26,4093;26,0694;23,9039;26,0777;25,7579;22,9824;1,1031;0,143396;1,58578;2,11462;
Q17827(8);20,6953;19,895;21,2236;20,8725;19,9647;20,6166;21,8242;21,2109;0,186786;0,72837;-0,232496;-0,476686;
Q17827(16);21,2319;21,3583;21,8049;21,729;20,159;21,6393;21,5818;20,069;0,71768;0,288797;0,668787;1,47151;
Q17832(409);21,1312;21,3511;22,0154;21,7302;19,7725;21,8922;21,3395;21,0794;0,499874;0,425061;0,536061;1,09301;
Q17832(153);21,5953;21,3328;19,7837;20,9305;18,946;21,6247;21,8718;20,0444;0,13694;0,793035;0,288834;0,362284;
Q17832(509);20,9905;20,219;20,9465;20,6691;21,9233;24,1213;22,0021;23,9164;1,9849;0,0309928;-2,28449;-3,67812;+
Q86GU1(123);23,9774;24,5023;25,1394;24,9651;23,6486;24,8052;24,9189;25,8014;0,106052;0,828495;-0,147473;-0,28759;
Q86GU1(135);20,1329;19,2034;20,9582;21,1118;20,8732;21,173;21,8566;19,8437;0,429558;0,479856;-0,58505;-0,964779;
Q86GU1(142);22,7796;23,7666;22,8529;23,4289;25,914;24,5991;25,3911;22,7904;1,0511;0,155385;-1,46666;-2,02808;
Q86GU1(39);21,1287;20,8188;19,101;20,6521;19,8895;20,8889;21,3882;20,4609;0,161268;0,75862;-0,231738;-0,418982;
Q86GU1(117);25,3115;24,6931;24,7527;25,157;22,535;23,4463;24,3741;23,5239;2,00829;0,0299075;1,50874;3,72357;+
Q17868(80);19,3267;21,6252;21,1641;20,4725;20,5599;20,9837;21,6695;20,1788;0,127002;0,803861;-0,200843;-0,3386;
Q17941(413);20,954;21,3279;20,3726;20,6358;20,1007;21,9065;21,447;20,6144;0,164886;0,752931;-0,194537;-0,427269;
Q17963(129);21,2418;19,7726;20,6203;20,6507;19,9513;21,7371;21,7432;20,0509;0,202063;0,70973;-0,299292;-0,510449;
Q17967(80);21,2461;20,7985;21,525;21,713;20,367;21,0427;20,855;20,7118;1,24725;0,11119;0,576532;2,35601;
Q18012(48);21,1191;21,716;21,3779;20,6151;19,0417;21,5935;21,7937;21,3005;0,154966;0,766583;0,2747;0,404461;
Q18026(35);27,7431;27,2681;27,0843;27,2353;20,4426;21,2119;21,2628;20,4775;6,50282;0;6,48401;24,3656;+
Q18034(203);20,8691;21,3381;21,2933;19,0206;20,319;21,4942;20,7422;21,3629;0,229986;0,679224;-0,349275;-0,570794;
Q18034(179);28,1459;28,3297;27,8327;28,7113;23,492;24,2731;25,3203;23,4511;3,8872;0,00323478;4,12074;8,6727;+
Q18066(427);21,3741;20,6765;20,1234;21,0876;24,0311;23,0332;22,8477;21,2628;1,68736;0,0501564;-1,97831;-3,12165;
Q18066(360);19,9613;21,6554;21,1466;20,5461;19,9203;20,7288;20,5483;21,0332;0,252823;0,649466;0,269708;0,618955;
Q18068(3);19,7764;20,5247;21,7974;20,4178;20,5369;20,6131;20,6003;21,0274;0,0524426;0,910962;-0,0653205;-0,149243;
Q18070(112);24,8473;23,5327;22,4743;24,1175;20,8204;20,6429;21,1636;21,31;2,7228;0,00875779;2,75873;5,2645;+
Q18091(7);22,1486;20,6871;21,0639;22,2327;19,7286;21,1155;20,3482;19,1855;1,35164;0,0924479;1,43865;2,53298;
Q18099(303);26,6439;27,0722;27,1114;27,3124;23,9028;26,8314;26,2578;25,1743;1,19086;0,124025;1,4934;2,26124;
Q18099(32);27,2271;29,2847;29,1118;27,8508;24,2438;25,294;25,1169;24,2597;3,16207;0,00506383;3,64;6,39498;+
Q18099(579);26,0842;24,1394;25,8267;26,1016;25,6389;25,3696;24,9714;24,7762;0,285217;0,615604;0,34894;0,685639;
Q18115(444);21,2929;21,7652;20,1676;21,2121;28,885;28,9037;27,8843;28,5257;5,72816;0;-7,44025;-18,0345;+
Q18124(71);29,8371;23,2435;27,0588;26,4343;22,2947;24,6157;22,3491;22,3053;1,36275;0,090386;3,75222;2,55195;
Q18152(240);21,2101;21,6448;20,0174;21,0126;20,2097;20,5299;21,4652;19,7079;0,435421;0,475298;0,493047;0,97563;
Q18202(364);20,1985;20,0861;21,6505;21,1477;23,0695;22,2215;20,9629;23,122;1,33016;0,0959005;-1,5733;-2,49639;
Q18212(127);20,1714;21,0493;19,3001;20,3238;19,8704;21,4383;20,8068;20,6133;0,435346;0,475227;-0,471023;-0,975492;
Q18212(264);20,5621;20,1305;21,8119;20,0141;19,7215;19,5741;20,8327;20,4681;0,41809;0,488238;0,480538;0,943465;
Q18217(259);20,3038;21,1737;20,894;21,75;19,9917;20,8435;21,76;19,9771;0,314928;0,58552;0,387295;0,745299;
Q18231(122);25,0332;24,4034;25,1659;25,66;21,3663;24,9155;24,6844;25,3032;0,479317;0,443279;0,9983;1,05593;
Q18231(123);24,2836;24,7061;24,6933;25,1709;25,007;25,7167;28,2192;25,8939;1,08065;0,147512;-1,49574;-2,07724;
Q18286(425);19,8802;21,3639;21,6383;20,8284;20,6165;21,5871;21,5743;19,4471;0,0678757;0,884271;0,121452;0,19035;
Q18336(127);21,1662;21,1872;20,8345;21,2812;19,0293;21,6753;20,8074;21,0579;0,355171;0,545737;0,474784;0,824112;
Q18445(159);22,6124;21,4234;22,2175;23,229;20,9481;22,164;20,9345;22,2313;0,75134;0,271642;0,801094;1,52839;
Q18449(107);25,6655;26,3332;25,0775;25,7269;24,6524;25,9899;26,4415;25,6789;0,00737466;0,991604;0,0100846;0,0219984;
Q18453(64);21,5623;21,4698;21,6831;21,9126;18,9068;20,221;21,8215;20,0965;1,21549;0,118513;1,39552;2,30258;
Q18476(980);21,2312;21,6509;20,9732;21,9203;20,7803;21,6459;21,1845;20,2346;0,626165;0,337039;0,482595;1,31509;
Q18544(477);24,8263;23,6404;24,8309;24,8884;20,3687;20,8477;20,8795;20,872;4,61444;0,00257778;3,8045;11,6335;+
Q18544(16);20,3982;21,1931;19,1317;21,3187;20,7355;20,8442;21,2328;20,752;0,311158;0,58893;-0,380715;-0,737803;
Q18545(465);21,5644;21,2821;20,7819;21,7163;19,9236;20,8946;21,5395;19,8147;0,868605;0,220137;0,793099;1,72477;
Q18550(177);26,4195;23,3552;23,0509;23,3371;23,9041;25,3078;25,018;24,5557;0,326848;0,575028;-0,655713;-0,768869;
Q18573(578);24,1111;24,565;23,9494;24,0865;23,6781;25,6815;24,6927;24,099;0,338531;0,563749;-0,359851;-0,791783;
Q18582(16);23,7878;22,7351;24,0869;23,3023;20,531;21,0868;20,2828;21,1136;3,55364;0,00384091;2,72444;7,55325;+
Q18582(8);23,2955;22,665;22,9652;23,5044;24,1186;23,1592;23,2351;22,4022;0,113385;0,820513;-0,121254;-0,305618;
Q18582(221);20,6655;21,5422;20,2261;21,0078;20,0737;21,7955;20,5836;20,8595;0,024217;0,957682;0,0323229;0,0709222;
Q18587(61);21,041;20,8581;19,102;21,8842;20,5384;20,9439;19,7071;21,1585;0,0721908;0,87826;0,134336;0,201647;
Q18597(438);20,4697;19,9219;21,5983;20,3481;23,6187;24,6407;24,9243;23,389;3,32272;0,00452893;-3,55866;-6,85144;+
Q18597(539);19,8171;21,837;21,441;19,3659;25,8385;28,6114;28,5235;27,2323;3,6322;0,00385093;-6,93618;-7,80515;+
Q18597(541);19,7937;19,9141;21,6415;21,7529;25,8512;25,5316;25,4079;25,9517;3,96452;0,00347664;-4,91004;-8,9517;+
Q18604(233);22,5286;23,1796;23,2602;24,2056;20,6579;23,889;22,9395;23,0459;0,370786;0,530527;0,660427;0,854144;
Q18610(299);19,7653;21,3966;21,0126;21,9192;23,6371;27,3392;24,2514;26,1767;2,36757;0,0160218;-4,3277;-4,45854;+
