ProteinAccessions;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04; -Log Student's T-test p-value daf2_d15_eat2_d15;Student's T-test q-value daf2_d15_eat2_d15; Student's T-test Difference daf2_d15_eat2_d15;Student's T-test Test statistic daf2_d15_eat2_d15;Sign p-val: 0.05 
Q19514;18,6428;18,9345;17,8194;18,8552;14,5754;15,4799;14,4259;15,0994;4,33769;0,000105263;3,66782;10,4134;+
Q19518;12,2507;12,0657;11,776;12,0415;15,0015;15,2733;14,968;15,1517;6,61297;0;-3,06513;-25,4267;+
Q19519;14,2061;15,2602;12,9074;15,2812;16,8295;16,0199;16,2221;15,9668;1,67615;0,0038647;-1,84582;-3,10139;+
Q19527;13,8987;14,3536;14,457;14,0308;18,4227;17,68;18,3684;18,2721;5,79426;0,000257511;-4,00082;-18,5051;+
Q19531;16,0108;16,0197;15,835;16,2422;17,3541;18,2052;18,247;18,3981;3,71744;0,000100233;-2,02419;-8,08646;+
Q19536;14,291;14,3851;13,5257;13,9274;14,5256;14,7898;14,7404;13,9458;0,854472;0,0334388;-0,468116;-1,70121;+
Q19537;16,2063;15,7153;15,6542;15,8724;17,2472;17,8531;17,4793;17,7335;4,07713;0,000124728;-1,71625;-9,37219;+
Q19545;18,0962;18,3722;18,7144;18,5114;14,3647;15,4362;15,0411;14,6295;4,94087;8,90E-05;3,55565;13,2424;+
Q19554;20,0263;20,2391;20,3058;20,3185;19,3584;19,8001;19,3607;19,9321;2,01239;0,00193814;0,609615;3,73156;+
Q19555;13,97;14,0251;13,7276;13,7768;17,4569;17,4574;17,5114;17,4574;8,30469;0;-3,59591;-48,8113;+
Q19564;15,3649;10,1101;13,4376;13,8284;14,4076;15,1144;14,4888;15,498;0,727911;0,0486189;-1,69194;-1,48883;+
Q19569;12,3086;11,8232;11,6638;11,9618;14,8537;15,3837;15,0334;15,2224;5,69221;0,000230769;-3,18396;-17,7834;+
Q19572;18,5248;17,3936;17,6331;19,0368;16,0359;16,1278;15,4349;15,1716;2,80973;0,00028125;2,45455;5,47561;+
Q19573;16,114;16,0372;16,3153;15,7731;18,2216;18,9677;18,171;19,2047;3,99647;0,000119444;-2,58136;-9,06927;+
Q19579;15,7435;15,6883;17,432;15,8305;17,5859;18,9252;18,0135;18,4921;2,18295;0,00109935;-2,0806;-4,07184;+
Q19580;10,1772;11,8331;11,8418;11,8836;14,2012;15,5023;14,2531;15,4069;3,09186;0,000198159;-3,40699;-6,20314;+
Q19584;17,1539;16,2768;16,2009;16,6471;19,8334;17,8736;17,8623;18,0342;1,88107;0,00235842;-1,83121;-3,47953;+
Q19591;16,7253;17,2682;16,7176;16,9247;16,7485;18,2653;19,2422;18,9902;1,29578;0,0101853;-1,40258;-2,43801;+
Q19615;14,1558;13,7306;12,9238;13,9388;14,6469;14,9716;14,4213;15,4709;1,82724;0,00264038;-1,19041;-3,3785;+
Q19616;16,8168;16,9979;16,6095;17,1413;14,9649;14,181;14,6109;15,2808;3,72419;0,000100585;2,13193;8,1091;+
Q19626;20,8574;21,104;20,6103;20,6313;22,1672;22,4777;22,0714;22,515;4,08777;0,000125731;-1,50708;-9,41281;+
Q19641;13,8034;16,6491;5,57956;16,1026;14,2851;15,1916;13,9538;15,016;0,249664;0,241494;-1,57797;-0,612353;
Q19642;14,3322;13,9566;14,3351;14,5864;16,6085;16,2871;15,7464;16,5598;3,82252;0,000105846;-1,99786;-8,44514;+
Q19643;16,5198;15,0611;16,7495;17,203;16,0845;16,7608;16,5824;16,175;0,0119031;0,922553;-0,0173264;-0,035328;
Q19655;16,5167;16,6292;16,6872;16,6066;17,059;17,4363;16,7287;17,1009;1,71082;0,00359393;-0,471294;-3,16418;+
Q19660;14,5591;14,6827;14,6676;15,0175;13,8647;14,1802;15,0428;15,0938;0,231691;0,26052;0,186344;0,574424;
Q19661;11,9787;11,6615;11,7281;12,0537;15,0133;15,3158;14,3062;14,465;4,58534;0,000130011;-2,91956;-11,4993;+
Q19663;14,1414;14,3431;14,847;14,2131;16,6079;17,2661;16,566;16,4111;4,08669;0,000125547;-2,32663;-9,40866;+
Q19680;15,8349;15,4868;15,4679;15,9029;16,7453;17,9322;16,8879;18,5984;2,19829;0,00106597;-1,8678;-4,1032;+
Q19683;14,9459;13,857;14,0898;14,3035;13,9827;14,9309;14,0363;15,1246;0,234731;0,257215;-0,219576;-0,580885;
Q19685;12,1372;11,9502;11,4163;11,9195;14,3885;14,433;13,6367;15,1886;3,45684;0,00013028;-2,55589;-7,25222;+
Q19687;12,2373;12,0688;11,4156;11,9335;14,9806;13,8155;14,7326;14,6251;3,84196;0,000107232;-2,62467;-8,51299;+
Q19694;18,9762;19,0052;18,6824;18,6596;17,3906;17,7742;16,8138;17,1878;3,36427;0,000153175;1,53921;6,97363;+
Q19699;13,9468;14,0499;14,2608;14,1524;16,7879;16,0195;17,3346;16,1527;3,67198;0,000145372;-2,47123;-7,9354;+
Q19706;17,1438;17,6449;16,973;17,1399;18,2174;18,8425;18,442;18,8037;3,18943;0,000182482;-1,35099;-6,47096;+
Q19713;16,4009;16,5148;16,6234;16,5858;17,0361;16,3735;17,0331;17,6161;0,955913;0,0252677;-0,483505;-1,86996;+
Q19714;13,0614;14,579;15,0638;13,3597;14,8741;15,1021;14,0112;15,2268;0,691165;0,053886;-0,787576;-1,42648;
Q19720;12,5403;12,6365;11,8604;12,1785;14,2422;15,5018;14,4784;15,0062;3,54426;0,00013617;-2,50322;-7,52362;+
Q19722;17,0105;16,8715;17,0771;17,5013;18,6862;19,3264;18,9869;19,2164;4,20978;9,58E-05;-1,93887;-9,88992;+
Q19723;13,2642;13,4109;13,8492;14,0706;15,023;15,4565;14,7567;15,2449;3,06261;0,000222029;-1,47154;-6,12454;+
Q19724;17,3858;17,5258;17,9223;17,7837;14,8504;14,8701;13,8232;14,4272;4,59522;0,000131004;3,16165;11,5447;+
Q19731;12,5314;0;13,624;12,3555;16,9477;17,0599;16,6357;16,6417;1,17324;0,0141911;-7,19351;-2,23173;+
Q19746;14,1065;13,7845;14,6124;14,5449;17,1593;17,4826;16,8735;17,1993;4,81862;8,00E-05;-2,91661;-12,6169;+
Q19749;18,005;18,2228;18,1915;18,093;18,4349;18,8987;18,5679;19,4856;1,62105;0,00460582;-0,718698;-3,00251;+
Q19752;12,0599;11,3694;11,367;12,0887;17,133;18,1955;16,7285;17,361;5,29178;0,000132743;-5,63326;-15,2047;+
Q19753;13,9067;12,4324;14,5771;14,731;17,7551;17,4044;17,0551;16,3878;2,77724;0,000278422;-3,23879;-5,39602;+
Q19766;16,8403;17,2478;17,0837;16,7963;18,9075;19,6304;19,1889;19,3502;4,76021;7,60E-05;-2,27723;-12,328;+
Q19767;15,4993;15,5243;15,3973;15,7094;14,7019;15,2135;12,7119;15,3012;0,870082;0,0319571;1,05044;1,72723;+
Q19774;11,637;12,0881;11,7663;12,1099;14,7221;15,2208;14,4046;15,2415;4,84505;8,19E-05;-2,9969;-12,7498;+
Q19775;16,4966;16,5623;16,5742;16,9617;15,9248;18,0098;16,2481;16,9436;0,103299;0,504267;-0,13287;-0,28077;
Q19782;15,4375;15,5828;15,5543;15,1247;15,4249;16,3072;16,0013;16,4868;1,31395;0,00969479;-0,630208;-2,46883;+
Q19790;19,8293;19,7371;19,8736;20,0039;18,079;18,8275;18,2273;18,6024;3,66951;0,000145042;1,42695;7,92723;+
Q19813;14,6853;15,0943;14,1426;14,3484;18,4995;18,8947;18,5838;19,1715;5,47068;0,000168539;-4,21971;-16,3089;+
Q19818;13,3768;14,1566;14,1614;13,4826;16,4914;18,5424;17,191;18,5958;3,36569;0,000153324;-3,91081;-6,97783;+
Q19824;13,7779;13,9396;13,7453;14,1448;13,7085;15,4513;13,9065;15,5063;0,73695;0,0472162;-0,741264;-1,50411;+
Q19825;16,3429;16,6993;15,6992;16,5432;18,3067;18,4723;18,2236;18,3787;3,96527;0,000117246;-2,02419;-8,95444;+
Q19826;15,1691;15,5112;14,7132;15,816;17,8288;17,7866;17,8733;18,2924;4,23927;9,86E-05;-2,64287;-10,0085;+
Q19830;12,4276;12,0827;11,4451;12,082;14,5034;15,4974;13,6771;14,0668;2,81445;0,0002818;-2,42683;-5,48722;+
Q19832;21,0981;22,0839;20,0877;20,4102;24,9231;24,1591;24,4579;22,8961;2,67568;0,000359433;-3,18908;-5,15245;+
Q19842;19,1755;18,7739;19,1221;19,4623;20,4067;20,576;20,4102;20,6641;3,95417;0,000116373;-1,38078;-8,91391;+
Q19848;13,8628;14,2812;12,7336;13,3334;14,5594;15,2521;14,9465;14,9515;2,0367;0,00176452;-1,37462;-3,77914;+
Q19853;17,0812;16,5602;17,2148;17,1967;18,6917;19,3387;18,7025;19,1726;3,89682;0,000111543;-1,96313;-8,70697;+
Q19864;14,1794;13,5256;13,2389;13,1687;14,9269;14,8175;14,7284;15,3574;2,74132;0,000348491;-1,42941;-5,30898;+
Q19866;13,3649;15,3085;13,9545;14,5616;14,6771;15,0465;14,0094;15,2215;0,390195;0,138536;-0,441266;-0,891078;
Q19869;18,0808;18,173;18,2818;18,5138;17,6776;17,3413;16,2176;17,4648;1,72994;0,00343862;1,087;3,19901;+
Q19873;14,5702;15,0683;13,839;14,2833;15,505;16,5944;16,1866;16,374;2,58521;0,000471014;-1,7248;-4,94192;+
Q19876;17,6293;17,9019;17,011;17,2818;15,596;15,7833;15,4975;15,1436;3,76111;0,000102198;1,95087;8,23391;+
Q19877;18,0424;18,0598;18,4552;18,5981;20,8937;21,4874;21,2199;21,3951;5,32923;0,000140515;-2,96017;-15,4297;+
Q19891;12,1807;11,9432;11,4516;12,0737;14,6818;15,5565;14,5589;14,9282;4,47544;0,000117302;-3,01903;-11,0052;+
Q19901;15,2625;14,386;12,0051;13,6806;14,7878;15,0199;15,083;14,2412;0,632425;0,0636859;-0,949444;-1,32589;
Q19905;16,4457;17,1868;16,5263;16,9065;18,25;18,4613;18,1841;18,6269;3,71365;0,000100175;-1,61427;-8,07379;+
Q19948;18,5389;19,5648;18,2046;18,3909;14,6808;15,1463;14,5231;15,4703;4,22553;9,75E-05;3,71968;9,95307;+
Q19949;11,7208;11,7559;11,7767;12,0032;14,103;15,2714;14,7256;14,5177;4,54234;0,00012333;-2,84028;-11,3036;+
Q19952;16,7132;17,0216;17,2701;16,3672;17,9009;17,5685;17,6751;16,7954;1,07896;0,0182665;-0,641925;-2,07442;+
Q19966;12,3738;12,0085;11,6278;11,6394;14,8364;15,4033;14,7981;15,0707;5,04824;9,76E-05;-3,11475;-13,8158;+
Q19967;15,3029;16,0445;15,6919;15,2987;17,6048;17,381;17,8999;17,4868;4,11474;8,91E-05;-2,00863;-9,51646;+
Q19969;14,87;14,8817;15,1306;14,5404;14,41;15,0625;13,7573;15,1342;0,326943;0,177138;0,264656;0,769057;
Q19972;15,0716;15,0925;14,6548;14,2928;14,5465;15,7591;15,4689;16,4599;0,898932;0,029496;-0,780673;-1,77526;+
Q19973;12,9853;13,2389;12,9794;12,9668;15,6363;17,0878;16,9574;17,4014;4,0949;8,84E-05;-3,72815;-9,44009;+
Q19978;14,8066;14,5145;15,2453;15,0085;18,0196;18,805;18,4406;18,7246;5,30733;0,000136054;-3,60369;-15,2978;+
Q19980;12,2518;12,0818;11,6086;11,9392;14,7942;15,5381;15,0393;15,2821;5,29083;0,00013245;-3,1931;-15,199;+
Q19983;15,1881;15,5344;15,4432;15,5476;16,5689;17,0974;16,8391;17,3762;3,70029;0,000147806;-1,54206;-8,02917;+
Q19989;14,2994;14,0354;14,0503;14,5765;16,0643;15,9612;17,5594;16,418;2,95034;0,000212272;-2,26031;-5,82979;+
Q1ENI8;13,8841;14,5951;13,9206;14,901;16,0912;16,2185;15,789;16,2087;3,18425;0,000182066;-1,75165;-6,45652;+
Q1HB04;14,6771;14,2217;14,4831;14,4016;17,5589;17,7589;17,0994;17,921;5,35479;0,000144928;-3,13874;-15,5851;+
Q1NZ18;16,1645;16,1254;16,3357;16,5501;17,4912;17,8988;17,5259;18,5512;2,99563;0,00021567;-1,57286;-5,94737;+
Q1NZ26;13,2793;13,1953;12,6187;12,4096;14,7214;13,8172;14,8208;14,4927;2,65468;0,000397635;-1,58732;-5,10307;+
Q1T6W7;12,2303;11,8869;11,772;11,7836;14,8887;14,5676;14,4465;15,0385;5,44662;0,000164384;-2,81712;-16,156;+
Q1W0R5;12,1571;12,0812;11,7253;11,9912;14,9246;14,7929;14,4853;14,9033;6,01486;0,00035503;-2,78782;-20,164;+
Q1XFY2;15,193;14,2777;14,6963;14,6931;14,7428;15,4008;15,0374;14,7474;0,502111;0,0942421;-0,267094;-1,09703;
Q1XFY4;16,5647;16,3741;16,3431;16,6143;16,2877;16,6605;15,4436;17,2369;0,0620694;0,656493;0,0668426;0,175016;
Q1XFY9;17,3602;17,5892;17,5725;17,5474;19,413;19,3235;19,0474;19,8714;4,37724;0,000108499;-1,89652;-10,5803;+
Q1ZXU2;17,7344;17,8757;18,2871;18,0438;16,6925;16,0378;17,6402;16,8084;1,84091;0,00253717;1,1905;3,40403;+
Q1ZXU7;13,5809;13,2355;13,3196;13,3831;13,7973;14,6868;14,9739;14,4518;2,24656;0,000976388;-1,09764;-4,20281;+
Q1ZXU8;13,8001;14,7496;13,8461;14,3112;14,2355;15,547;14,7545;15,1477;1,08182;0,0181267;-0,744411;-2,07918;+
Q20006;12,1534;9,19528;11,4273;11,4003;14,2807;14,4351;14,9423;15,2771;2,78822;0,00027972;-3,68974;-5,42282;+
Q20007;14,4711;14,88;13,4882;14,4279;20,8659;21,519;20,8918;21,5061;5,97377;0,000327869;-6,87889;-19,8444;+
Q20008;11,3565;11,578;9,14701;12,3961;14,304;15,2098;13,7318;14,5311;2,33187;0,000827821;-3,32479;-4,38217;+
Q20011;16,1754;15,8752;18,0687;17,6849;14,3311;15,3756;14,2127;15,4654;1,78585;0,00288052;2,10483;3,30167;+
Q20012;13,6607;14,1617;14,2904;14,0229;16,5401;16,104;16,4934;16,3056;5,04885;9,79E-05;-2,32684;-13,8191;+
Q20014;14,7789;15,7104;14,3151;14,8478;15,4693;16,3354;13,7138;16,6492;0,380981;0,143428;-0,628887;-0,873596;
Q20025;18,8616;18,3107;18,5601;18,9463;18,6435;16,8012;18,7701;18,9995;0,2899;0,204332;0,366115;0,695133;
Q20033;15,0536;15,0723;14,2045;14,3729;14,271;13,8662;14,9387;13,8983;0,608437;0,0680269;0,432318;1,28442;
Q20034;17,9851;18,0109;17,9627;18,0419;18,5732;19,1608;18,8817;19,0396;3,41468;0,00012711;-0,913659;-7,12423;+
Q20048;14,1214;14,5892;13,1381;14,1284;14,6099;14,3745;14,9642;15,3346;1,17183;0,0142243;-0,826525;-2,22938;+
Q20049;16,7574;16,701;16,6152;16,6361;14,3638;14,7013;15,1399;15,1076;4,20987;9,58E-05;1,84928;9,8903;+
Q20051;13,9364;14,9108;14,8046;14,7936;12,015;15,1451;14,3454;14,1688;0,438141;0,11671;0,692767;0,980652;
Q20053;17,2854;17,0158;17,5749;18,008;19,7618;20,861;19,9961;20,7529;3,78158;0,000103179;-2,87188;-8,30383;+
Q20057;14,0087;14,1717;13,8498;14,6116;14,8355;14,7899;14,6412;15,4427;1,71933;0,00351257;-0,766868;-3,17965;+
Q20058;15,5127;15,388;15,2847;16,2363;17,7095;18,1403;17,7761;18,1267;4,13077;9,00E-05;-2,3327;-9,57856;+
Q20059;13,5953;13,5714;14,5604;12,9138;13,7734;14,9763;14,5766;15,5095;1,096;0,0175168;-1,04874;-2,10279;+
Q20060;11,4078;14,7542;12,8952;12,9835;17,5077;16,9877;16,5414;17,3277;2,89688;0,000228896;-4,08094;-5,69322;+
Q20062;18,1196;18,1912;17,971;18,6011;16,8925;16,8529;16,8139;15,7013;2,69591;0,000361726;1,65557;5,20035;+
Q20063;14,0101;14,7007;13,4251;14,3057;14,3781;15,4908;14,7325;15,438;1,2441;0,01164;-0,899457;-2,35072;+
Q20065;15,3913;14,0128;13,802;13,4997;14,168;15,5069;15,0423;14,6301;0,619154;0,0660767;-0,660336;-1,30298;
Q20070;12,2723;11,5533;11,7742;11,8929;14,1958;15,5086;14,9548;15,2957;4,1339;9,04E-05;-3,11553;-9,59072;+
Q20086;13,0024;12,7906;13,0475;13,9933;14,9723;14,9227;14,4332;14,4458;2,55127;0,000505566;-1,48503;-4,86446;+
Q20089;21,5578;21,8888;21,2828;21,9154;14,5404;15,2997;14,7771;14,38;6,82264;0;6,91188;27,5739;+
Q20107;17,8882;17,6879;17,9321;18,2759;20,7735;21,78;20,447;21,4221;4,15713;9,24E-05;-3,15962;-9,68144;+
Q20114;15,209;15,0369;14,3911;15,8038;14,4744;13,9376;15,0373;15,0621;0,572652;0,0759522;0,482363;1,22205;
Q20117;14,6008;14,9817;14,9824;15,1703;17,5113;16,6469;16,8504;16,6042;3,73909;0,000101475;-1,96942;-8,15928;+
Q20121;16,7409;17,3278;16,93;16,9336;17,8179;18,9855;18,2944;21,1429;1,50008;0,00625049;-2,07709;-2,78905;+
Q20122;16,8968;15,5233;17,4246;18,1655;19,425;19,9634;20,1617;19,9405;2,5908;0,000472212;-2,8701;-4,95476;+
Q20128;12,7713;12,9623;13,481;13,1862;15,9637;16,5904;16,7552;16,7596;5,09625;0,000104167;-3,41701;-14,0796;+
Q20140;17,1116;17,1207;17,2099;16,9134;20,422;19,7732;19,6333;20,0774;5,3462;0,000143541;-2,88756;-15,5328;+
Q20143;14,7129;15,0068;14,9198;15,1507;14,9437;14,3934;13,8107;15,2992;0,444739;0,114126;0,335782;0,992811;
Q20157;14,5206;14,4479;14,7697;15,3407;14,9401;15,1209;14,5901;15,4127;0,409085;0,129287;-0,246211;-0,92664;
Q20164;18,8099;18,9876;18,8899;19,2148;20,5827;20,9856;20,5122;20,9082;4,71342;0,000145103;-1,77163;-12,101;+
Q20166;15,8111;14,465;14,7888;15,3118;14,8538;14,9937;14,3585;14,5548;0,576283;0,0749565;0,403959;1,22841;
Q20168;15,9854;16,1159;15,9041;15,748;17,3491;17,8634;17,4264;17,747;4,55694;0,000125523;-1,65812;-11,3697;+
Q20173;15,8057;16,033;15,8002;15,8017;18,6284;18,8087;18,2884;18,7693;6,11997;0,000392157;-2,76353;-21,0045;+
Q20177;13,3499;13,3114;13,5183;13,7184;18,243;19,0166;18,568;18,6911;6,851;0;-5,15518;-27,8776;+
Q20199;15,1942;16,6633;15,4516;16,0314;14,9314;15,5405;14,6351;15,8384;0,676255;0,0563242;0,598775;1,40106;
Q20203;17,9826;17,6927;17,8475;17,6761;19,6704;20,1712;19,6891;20,3039;4,71124;0,000144928;-2,15895;-12,0905;+
Q20206;17,0826;16,7476;16,8895;17,0661;18,1693;18,7604;18,0254;19,024;3,08444;0,000197725;-1,54832;-6,18312;+
Q20220;13,1042;14,4052;14,5491;13,6437;16,4098;16,2977;15,8661;16,1111;3,11416;0,000200355;-2,24565;-6,26357;+
Q20223;19,7664;19,5203;20,0728;20,4471;13,8214;14,4385;14,1383;15,2964;5,21374;0,000120482;5,528;14,7458;+
Q20224;19,9405;19,9318;20,7439;20,6896;18,9215;21,1907;20,9898;21,2828;0,173032;0,344146;-0,269803;-0,445798;
Q20228;17,8153;17,7377;18,3101;18,7604;20,06;20,872;20,5105;20,3577;3,64883;0,000143659;-2,29415;-7,85939;+
Q20229;14,7636;11,9038;11,7269;0;16,6197;16,5568;17,0583;17,5926;1,17894;0,0139786;-7,35825;-2,24127;+
Q20230;14,822;14,2035;14,9857;14,5428;17,0021;18,167;17,1733;17,4757;4,00981;0,000120028;-2,81601;-9,11878;+
Q20237;12,2051;11,8728;11,7749;11,763;15,7327;15,699;15,6568;15,959;7,14689;0;-3,85795;-31,2514;+
Q20246;16,4335;16,3408;16,5177;16,6139;16,1236;15,4624;15,9786;15,6191;2,21683;0,00101318;0,680565;4,1413;+
Q20263;11,2109;11,9385;11,7227;12,0181;14,8687;15,4634;14,2858;15,3267;4,27086;0,000100587;-3,26361;-10,1369;+
Q20264;16,3195;15,7409;16,2691;16,6178;18,068;18,9321;18,7769;18,4683;3,92609;0,000113832;-2,32451;-8,81205;+
Q20276;18,3037;18,3397;18,6857;18,7551;20,2686;20,6052;20,4658;20,3274;5,02609;9,49E-05;-1,89567;-13,6956;+
Q20277;19,7053;19,7551;19,6171;20,2718;19,7906;19,0011;18,8661;19,4015;1,17714;0,014012;0,572505;2,23827;+
Q20287;14,0851;14,1983;13,9093;13,5274;17,8405;18,1877;17,8348;17,6164;6,10851;0,000384615;-3,93985;-20,9112;+
Q20300;12,9232;11,9671;12,4885;12,4943;14,8114;15,5054;14,8211;15,3344;4,24347;9,92E-05;-2,64984;-10,0255;+
Q20303;14,5366;14,3769;13,9684;14,5874;16,912;17,0893;17,0495;17,5124;5,1745;0,000115163;-2,77347;-14,52;+
Q20306;14,3008;14,5287;14,4509;14,6769;15,9115;17,0233;16,557;17,7222;2,99213;0,000215488;-2,31417;-5,93824;+
Q20310;18,5055;18,6178;17,8855;18,228;17,614;18,8297;19,3273;18,725;0,339624;0,168268;-0,314835;-0,793918;
Q20311;17,1784;17,2514;17,1074;17,2078;18,6155;19,2273;18,0832;19,2095;2,94184;0,000211483;-1,59762;-5,80793;+
Q20312;14,8514;16,309;14,0753;13,1642;15,007;14,499;14,9661;15,2348;0,187372;0,320993;-0,326722;-0,47799;
Q20327;15,4617;15,8569;15,8003;15,3709;14,1087;15,3086;14,1098;15,3283;1,30828;0,00979329;0,908605;2,45921;+
Q20329;15,2821;15,1925;15,2075;15,2238;15,4761;14,1854;15,4195;14,7908;0,3685;0,150879;0,258502;0,849765;
Q20330;14,5704;14,4612;14,2098;14,7753;14,2898;15,5055;14,4392;14,8858;0,409852;0,128927;-0,275888;-0,928075;
Q20334;15,0316;14,5929;15,0024;15,1267;14,8768;14,9483;14,1598;15,2509;0,19675;0,306805;0,129448;0,498769;
Q20340;15,5172;14,0282;14,1559;15,9785;15,217;16,4352;15,6692;16,9538;0,940184;0,0263497;-1,14886;-1,84383;+
Q20344;12,058;12,0554;11,5185;12,0576;14,7453;15,06;14,9509;15,4425;5,37826;0,000148148;-3,12732;-15,7292;+
Q20352;13,4199;13,5063;13,8879;14,1853;15,2678;16,2074;15,6584;16,919;2,885;0,000227419;-2,2633;-5,66321;+
Q20358;16,0052;15,9819;16,5127;16,6307;17,0907;15,9845;16,0385;16,6866;0,211418;0,285885;-0,167458;-0,530855;
Q20363;21,2081;21,3633;20,9889;21,1225;22,6842;23,6245;22,7422;23,496;3,57102;0,00013808;-1,96606;-7,60839;+
Q20365;13,1279;12,0008;13,1023;14,1393;19,3127;20,4906;19,7108;21,5394;4,4552;0,00011583;-7,1708;-10,9164;+
Q20374;14,0914;15,5357;14,2008;14,3968;14,961;14,9932;15,0258;14,6136;0,442546;0,115021;-0,342232;-0,988775;
Q20375;13,7073;12,0499;10,7389;11,7847;14,23;15,3069;14,8346;14,8547;2,23992;0,000974121;-2,73636;-4,18903;+
Q20384;15,8792;16,2114;15,6773;16,1732;17,562;17,4743;17,3785;17,3635;4,43388;0,000114068;-1,45931;-10,8235;+
Q20390;14,2055;13,9071;13,8012;13,996;14,5703;15,3819;14,3865;13,5309;0,593542;0,0710738;-0,489962;-1,25854;
Q20392;14,2384;14,7435;15,3134;14,1061;18,3542;16,9642;16,7591;15,8266;2,16196;0,00117724;-2,3757;-4,02912;+
Q20412;17,0585;17,1743;16,8314;16,9808;15,7333;16,0617;16,255;16,1793;3,38299;0,000154674;0,953952;7,02924;+
Q20420;15,1752;14,9328;13,2874;13,0505;14,9162;15,2706;14,9397;15,4245;0,928213;0,0271281;-1,02627;-1,82394;+
Q20430;14,1726;15,5692;14,8252;15,922;14,3623;14,7188;14,7172;14,964;0,478194;0,101597;0,431692;1,05389;
Q20432;12,3144;11,5556;11,6622;11,8928;14,9374;15,0406;14,9385;14,0572;4,26991;0,000100503;-2,88712;-10,133;+
Q20445;12,5417;14,1357;13,7464;13,243;14,2993;15,5164;14,2465;14,1605;1,28409;0,0104532;-1,13895;-2,41821;+
Q20448;16,1458;16,3355;15,942;16,2714;16,5445;16,4669;16,7716;16,5294;1,99544;0,00200062;-0,404424;-3,69856;+
Q20476;15,6828;16,3931;16,0097;16,0987;17,9914;18,2584;17,3001;17,8063;3,4352;0,000128514;-1,79296;-7,18628;+
Q20489;15,5553;14,766;15,2976;15,0963;14,455;14,5571;14,6166;15,1336;1,13566;0,0156456;0,48824;2,16891;+
Q20496;16,8433;16,6866;16,9222;17,0688;17,9816;18,4781;17,6382;18,843;2,55802;0,000490295;-1,35507;-4,87979;+
Q20502;16,7445;16,5448;16,2023;16,6085;18,4286;19,2111;18,8193;18,8758;4,62617;0,000134378;-2,3087;-11,688;+
Q20507;17,107;17,8862;17,2497;17,3569;17,5449;17,6842;17,4708;17,7744;0,556578;0,0796688;-0,21865;-1,19382;
Q20520;13,7134;13,4109;13,6463;13,7633;14,5954;14,9097;14,7927;14,6842;4,4166;0,000112465;-1,11204;-10,7488;+
Q20521;14,1287;14,6832;13,9259;13,7049;14,6916;15,4788;14,9641;15,2882;1,97137;0,00211983;-0,995023;-3,65195;+
Q20546;11,644;13,5903;13,2169;15,1231;18,2416;18,2527;17,7353;18,0823;3,1879;0,000182399;-4,68442;-6,4667;+
Q20576;14,4503;14,921;15,1881;15,4027;13,8527;14,5709;15,7251;15,2763;0,108122;0,489891;0,134275;0,292699;
Q20584;13,2607;13,3672;13,6147;13,6979;14,8531;15,1347;15,0482;13,9743;2,36141;0,000785714;-1,26744;-4,4453;+
Q20585;16,0979;15,8201;15,4284;15,5512;18,4121;19,3744;18,4795;18,9603;4,56696;0,000127253;-3,08219;-11,4153;+
Q20588;17,0854;17,1816;17,1709;17,5005;19,1885;19,8125;19,5223;19,7187;5,09339;0,00010327;-2,32588;-14,0638;+
Q20615;16,0858;16,0198;15,8901;15,5961;19,6307;19,7719;18,2575;19,5696;4,04312;0,000121899;-3,40949;-9,24337;+
Q20616;18,2861;18,0975;18,4487;18,6616;20,1798;20,9526;20,4258;20,7299;4,37911;0,000108794;-2,19858;-10,5882;+
Q20626;18,3846;18,5479;18,1366;18,3993;19,3002;19,9794;19,49;19,7828;3,48254;0,000131687;-1,271;-7,33113;+
Q20627;18,2562;18,0048;18,4572;18,4433;18,8912;19,2576;18,5954;19,4336;1,89365;0,00235394;-0,754066;-3,50333;+
Q20628;17,0968;17,5408;17,2999;17,3237;14,5139;14,9413;14,5302;15,2624;4,78088;7,79E-05;2,50334;12,4295;+
Q20634;18,566;19,0371;18,6642;18,6308;19,2041;19,6817;19,2611;20,1078;1,92441;0,00226911;-0,839162;-3,56181;+
Q20636;13,7962;13,3778;13,3801;15,0913;14,2527;14,5765;14,7804;15,4129;0,903734;0,0290162;-0,844307;-1,78324;+
Q20637;17,1627;16,2921;18,1056;17,378;14,61;14,1096;13,8706;14,2127;3,54034;0,000135809;3,03388;7,51129;+
Q20641;15,9218;16,0447;15,5961;15,6665;18,107;18,6468;18,2505;18,4599;5,4422;0,000161725;-2,55876;-16,1281;+
Q20643;15,0247;15,326;15,2673;15,6967;18,0698;18,4441;18,0108;18,3703;5,49611;0,000173913;-2,8951;-16,472;+
Q20647;19,3041;19,2104;19,4365;19,9169;17,6129;17,5541;16,9269;18,5261;2,59632;0,000473588;1,81199;4,96747;+
Q20655;20,9358;20,8922;20,902;21,0793;22,6627;22,987;22,5014;23,1901;4,62115;0,00013363;-1,88302;-11,6646;+
Q20660;17,9218;18,0709;17,8356;18,0891;20,0609;20,0449;19,6325;20,199;5,20283;0,000119284;-2,005;-14,6827;+
