geneName;Leading.proteins,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
rps-2;P51403,16.8875,18.0587,19.0877,17.3535,21.4328,21.4869,20.8714,21.6917
rps-2;P51403,24.9297,24.2425,22.4482,24.1169,27.2006,27.7435,26.2863,27.6458
rps-2;P51403,19.1781,20.065,17.914,18.281,23.6373,23.4648,22.6566,23.1038
rps-2;P51403,24.313,23.3022,22.8905,22.8389,25.6802,23.2908,24.1906,24.572
rps-2;P51403,17.3101,18.1848,18.4915,19.2107,21.8731,21.0651,21.2717,21.8592
rps-2;P51403,20.0959,18.0791,18.5064,18.3939,26.7862,25.3232,26.1679,26.8149
rps-2;P51403,21.5428,18.8,18.3507,19.5659,24.3628,24.0536,24.9458,24.9843
rps-13;P51404,19.0212,18.9418,20.2097,17.0858,21.1402,20.4842,21.3352,21.0912
rps-13;P51404,18.1112,18.735,17.6589,18.4453,21.3812,21.7304,21.0215,21.8342
cyn-3;cyn-7;P52011;P52015,24.1372,24.8691,22.8822,23.1828,26.1252,24.1884,24.9607,26.6406
cyn-3;cyn-7;P52011;P52015,23.4414,24.1818,23.1196,23.9497,24.8942,24.3195,23.2448,24.5451
cyn-3;P52011,18.2453,19.6225,19.1169,18.0723,21.6003,20.4047,19.6153,21.0069
cyn-3;P52011,20.607,19.4623,18.3334,20.2889,25.0738,24.8448,24.5923,24.4001
cyn-3;P52011,17.897,21.2331,20.3719,19.2926,21.7712,20.7455,20.8805,20.7875
cyn-7;P52015,17.1418,20.3782,17.6203,19.4208,21.9196,21.339,19.9296,21.2134
cyn-7;P52015,26.0903,25.9641,26.5949,25.5763,22.6381,23.3172,23.2144,23.3037
cyn-7;P52015,16.9414,18.2047,20.0998,21.6538,21.5891,21.3501,21.2254,21.6094
cyn-7;P52015,17.6832,18.8621,18.9571,16.3614,20.7266,20.3929,19.9977,21.7898
cyn-10;P52017,18.7248,17.8825,16.9432,19.5866,23.6207,23.5407,23.1611,23.6161
cyn-11;P52018,20.0279,20.8506,19.264,20.4327,20.9773,21.123,19.7709,21.6245
tbb-2;P52275,17.8657,20.6272,19.2492,19.0575,20.8657,20.9275,21.3293,20.3239
tbb-2;P52275,19.3912,18.9021,18.7327,20.1127,21.3198,21.0763,21.3491,20.7537
ubc-1;P52478,17.8125,21.1737,18.9762,17.5833,21.5481,21.5715,21.1249,21.6555
pfd-6;P52554,19.8875,17.5836,16.5464,17.9093,21.0463,21.2569,20.8462,20.0117
pfd-6;P52554,21.5656,16.2708,16.3684,21.2019,21.3661,18.7155,20.3502,20.9209
T24H10.1;P52652,21.6311,17.7854,19.0681,18.7887,20.8479,21.0524,21.4867,21.4937
tars-1;trs-1;Q86D21,20.5831,16.5977,17.6861,19.5084,21.8262,22.8426,22.3742,22.1211
tars-1;trs-1;Q86D21,26.9426,25.7028,24.0127,27.0323,28.8428,29.0821,29.1943,29.6122
F41C3.5;P52717,18.2567,17.8866,19.7226,19.5802,21.6541,20.7801,20.4373,21.4092
rpl-22;P52819,19.1209,19.076,17.7731,19.4087,25.4726,24.6594,24.802,24.0466
rpl-22;P52819,19.6024,18.453,16.5851,20.2441,25.1311,23.0341,24.3049,24.518
rpl-22;P52819,21.2192,16.8564,16.8304,19.2982,22.3212,23.2532,22.5322,22.8583
rpl-22;P52819,18.2676,17.339,18.0101,18.9431,25.7319,25.163,24.1813,25.3551
rpl-22;P52819,18.5341,19.5462,18.8568,17.9783,24.1065,24.5366,21.8215,23.3204
rpl-22;P52819,19.0472,17.3299,15.5767,19.6521,23.8022,23.2971,23.1476,25.1375
rpl-22;P52819,22.0578,21.702,20.5972,21.4471,26.8337,25.0581,25.1294,26.4496
rpl-22;P52819,20.9979,17.8494,21.233,20.5595,20.3665,21.3534,21.2701,21.8749
rps-25;P52821,17.0992,20.3286,17.3836,18.4652,25.2925,25.0659,24.8893,25.984
dad-1;P52872,21.2923,22.0777,22.6089,22.9934,25.4419,24.7084,24.795,25.1126
rer-1;P52879,19.0589,16.7344,16.5869,17.9197,23.7589,23.6029,23.2285,23.7802
eft-3;eef-1a.2;P53013;Q86NF3,23.3546,21.3768,23.4046,21.879,26.1566,26.5719,25.2069,26.3218
eft-3;eef-1a.2;P53013,24.9645,25.6581,23.4129,23.7135,21.5667,20.7839,21.0886,21.7529
eft-3;eef-1a.2;P53013,25.8014,24.3778,25.0936,25.9303,24.6774,24.5328,24.7536,25.0747
eft-3;eef-1a.2;P53013,21.8312,21.4877,19.3499,22.6814,23.5357,23.0362,24.4286,23.9826
eft-3;eef-1a.2;P53013,17.3872,18.5495,17.7622,18.1431,23.71,23.963,24.5203,23.9792
eft-3;eef-1a.2;P53013,25.7282,25.949,25.4227,25.6553,25.8551,25.4388,25.5861,25.7305
eft-3;eef-1a.2;P53013,25.9632,25.4626,24.3518,26.2313,26.8705,27.2759,26.7272,27.6304
eft-3;eef-1a.2;P53013,19.1674,20.9668,16.6805,18.445,23.755,23.4959,23.2386,23.6046
mlc-3;P53014,17.8598,17.1667,17.3876,17.6315,19.9392,20.1615,20.2021,21.6841
mlc-3;P53014,17.2156,18.2495,17.3246,21.9861,21.9292,21.3401,21.1475,21.0933
mlc-3;P53014,19.7131,18.129,19.2965,17.0741,21.8984,21.5565,20.6171,20.2677
mlc-3;P53014,16.526,19.3089,18.5315,18.8607,20.4813,21.5912,21.2718,21.2612
mlc-3;P53014,16.852,18.4187,17.8013,16.4248,24.2197,21.994,22.0001,24.1022
D1005.1;P53585,23.4739,22.3719,23.4021,22.5729,23.7504,24.1556,23.6532,24.1332
F47B10.1;P53588,23.2095,24.4676,22.5594,22.5553,21.4214,20.0604,21.2519,21.7484
hint-1;P53795,23.4026,22.97,22.8289,23.7814,24.7904,25.8863,24.982,25.1103
hint-1;P53795,21.2562,17.5885,18.5441,21.1873,24.993,24.3265,22.7237,24.0544
F44G4.1;P54073,23.8497,21.2819,21.2732,23.5442,21.8978,20.301,20.5954,19.9815
aldo-1;P54216,16.9759,18.684,18.1066,18.6581,21.5619,20.687,20.7085,21.3858
aldo-1;P54216,19.0062,18.2692,17.7257,16.0966,20.7852,21.4634,20.1267,21.3009
aldo-1;P54216,17.9363,19.3724,19.8808,18.3669,21.9169,21.7895,19.7134,21.8268
aldo-1;P54216,19.7055,19.668,17.1995,18.5304,21.3041,21.2789,20.4755,21.7711
cdc-48.1;P54811,20.2548,18.615,19.5629,19.3633,23.0723,21.1608,23.0179,23.7991
cdc-48.1;P54811,20.3518,19.9517,19.5955,19.2272,24.8997,25.0999,24.5413,24.9578
cdc-48.1;cdc-48.2;P54811;P54812,19.3058,19.7522,16.8444,19.5886,21.2855,20.5923,21.3436,21.1959
cdc-48.1;P54811,19.1702,19.9405,18.945,19.2753,21.2188,21.7741,21.5201,21.739
cdc-48.1;P54811,17.5355,16.284,17.6788,19.469,20.9043,21.6204,21.3704,21.8626
cdc-48.1;P54811,17.6125,20.2808,18.6814,19.6934,21.2291,19.4296,20.8707,21.3556
cdc-48.1;cdc-48.2;P54811;P54812,19.1938,17.9097,18.3602,16.6477,21.9538,21.3943,20.0019,20.9756
cdc-48.1;cdc-48.2;P54811;P54812,18.9049,18.772,20.1268,19.8156,21.636,21.0412,20.7956,20.1414
vit-1;P55155,15.3034,18.8213,20.9667,20.0016,21.2983,21.64,20.9132,20.7743
cth-2;P55216,20.1394,18.7739,18.5809,18.3782,25.2376,25.1465,24.4994,24.6788
cth-2;P55216,19.676,18.8282,18.901,19.2965,23.2841,23.9723,23.7871,24.5482
cth-2;P55216,20.203,19.9455,20.6745,18.2647,20.0992,20.7896,21.2573,21.8097
cth-2;P55216,18.2848,18.723,17.7533,17.9522,26.1866,23.483,23.3692,25.0536
cth-2;P55216,18.2603,17.9661,18.2087,20.1751,24.5528,25.6345,23.878,24.4082
cth-2;P55216,17.5889,19.6513,19.6172,17.8508,19.5689,21.5618,21.4905,20.965
F13E6.1;P55326,25.1937,25.8411,25.2798,25.8897,27.4372,27.263,26.8282,27.5787
F13E6.1;P55326,17.6141,19.744,16.9002,21.5911,21.7428,21.4076,20.1272,21.1217
F13E6.1;P55326,25.0959,23.604,21.6396,24.1152,25.202,26.9437,28.0269,21.3866
F13E6.1;P55326,19.0514,17.3816,18.353,21.379,21.1265,20.4326,21.206,21.9037
F13E6.1;P55326,17.0654,19.4803,18.6251,20.867,19.7016,21.3977,20.8762,20.056
F13E6.1;P55326,22.7835,22.8988,22.5476,25.0023,23.9782,23.4889,23.5969,24.0261
F13E6.1;P55326,17.8756,20.1042,18.0835,19.0011,25.7776,24.5547,22.4268,24.6537
F13E6.1;P55326,23.0356,22.6479,20.508,22.8025,25.792,26.0866,24.3818,24.3082
F13E6.1;P55326,25.715,26.751,25.6033,26.8078,30.3568,30.2463,29.9929,29.826
F13E6.1;P55326,18.0378,17.71,16.8956,18.943,24.6901,24.6116,23.9817,24.9816
smo-1;P55853,18.8247,17.6315,18.7404,18.9983,22.2767,22.8226,23.3618,23.2879
smo-1;P55853,19.6916,20.3653,18.1445,17.0225,22.3951,21.7266,21.7559,21.7579
smo-1;P55853,20.3312,17.164,17.5156,18.9748,23.5189,24.8742,23.07,25.5315
rpl-12;P61866,18.0422,17.9797,17.319,18.8693,21.8211,21.1045,21.2814,20.4463
rpl-12;P61866,17.4278,17.9429,18.0484,20.1822,21.9197,21.7254,20.3956,21.9172
rpl-12;P61866,17.1327,18.8182,20.2184,18.7856,22.7136,21.6528,21.4992,21.8026
rpl-12;P61866,16.0321,19.5063,17.2456,17.3923,22.9082,22.0998,22.1445,21.8243
his-1;P62784,25.2359,25.0107,23.3994,25.9459,26.045,25.3094,25.3493,25.2804
his-1;P62784,17.7423,17.4628,20.3592,18.8241,22.6374,20.8826,21.1596,22.8436
acly-2;P90731,17.9382,20.4546,16.5303,18.937,23.1711,22.2533,22.1144,24.5444
eat-6;P90735,17.3572,17.8643,17.1945,18.6428,21.8335,20.8538,20.2855,21.8416
eat-6;P90735,19.2247,16.379,16.5558,19.083,21.0538,20.8375,21.4171,21.1182
wht-2;P90746,18.1912,18.8644,19.8567,17.8197,22.3795,22.2406,22.7658,22.9387
;P90862,17.2971,18.4126,19.3836,19.7445,23.0672,22.3742,23.1836,22.3697
pbs-7;P90868,18.8293,18.4479,17.1052,18.2605,21.9095,21.0534,20.4229,21.2034
;P90879,20.9186,22.3032,20.7641,22.2495,24.0907,23.5981,22.3457,23.9637
ifa-4;P90900,20.2808,16.5439,17.0009,17.8125,21.3392,21.5654,20.1836,20.7312
ifa-4;P90900,19.8388,19.3461,15.6206,18.6632,22.8976,22.7641,22.7556,22.6577
ifa-4;P90900,23.7727,25.2917,22.5245,23.0415,24.2532,25.2146,24.6906,25.0614
ifa-4;P90900,18.102,19.2468,17.9896,19.4973,21.5483,21.5258,20.2135,21.3962
clic-1;P90961,18.0797,19.9443,18.6281,18.243,21.1186,21.541,20.4404,20.9754
clic-1;P90961,18.6353,20.8131,17.6902,18.3876,23.1704,23.6976,24.7837,24.7481
clic-1;P90961,21.3075,19.525,19.9427,16.9024,20.8871,21.1959,20.6192,21.4298
clic-1;P90961,16.0624,15.3582,19.9462,18.5111,21.1844,21.1723,21.082,21.372
clic-1;P90961,18.1034,18.5148,18.3582,15.6553,20.5758,20.521,20.4628,21.7768
clic-1;P90961,19.5824,19.4181,17.635,19.1023,21.1505,21.5779,20.0853,21.7818
clic-1;P90961,18.3439,17.1221,18.5207,19.3445,20.613,20.2074,20.2514,21.2359
csn-5;P91001,18.369,18.6793,18.0924,17.2127,24.0746,24.5795,24.1737,25.3468
;P91020,19.4469,20.096,18.3579,19.8775,23.9975,23.1211,23.7558,23.6206
chdp-1;P91027,19.737,19.054,18.1306,20.3488,20.4167,19.3123,20.9186,20.9339
chdp-1;P91027,16.4298,19.8638,16.7445,19.0732,21.2785,20.4667,21.1024,21.5211
chdp-1;P91027,21.7938,21.2948,23.311,22.6727,22.1225,23.1375,22.8817,23.896
chdp-1;P91027,18.2167,17.2806,19.9819,19.8125,21.51,20.7756,21.541,20.6813
chdp-1;P91027,20.3562,18.0287,21.0087,20.3905,20.6062,21.021,21.3826,21.661
chdp-1;P91027,18.7184,16.5174,20.8632,17.8788,21.2439,20.0039,20.3055,21.4557
chdp-1;P91027,26.8525,26.3488,25.2223,25.7029,26.5354,27.3868,25.4975,26.7392
chdp-1;P91027,18.5214,18.2273,17.8713,20.1605,20.0255,20.4817,20.1969,21.7506
chdp-1;P91027,16.7073,16.7784,18.64,20.299,21.352,20.2448,20.7175,21.7428
chdp-1;P91027,23.9503,24.2814,23.826,26.4199,26.0849,26.8284,27.6992,26.7214
;P91055,18.9859,18.7426,19.9764,18.5291,20.6058,20.5883,21.3594,20.9535
fbxc-15;P91116,20.6594,17.7606,18.1276,20.2821,21.0258,21.178,20.9004,21.8218
rpl-13;P91128,20.4046,20.6527,17.0301,19.3573,23.4997,22.9023,23.2133,22.9619
rpl-13;P91128,23.6375,24.9845,22.8004,22.7065,21.8193,20.8933,20.031,20.2538
rpl-13;P91128,19.0331,19.8917,19.2123,18.3504,21.8761,21.3285,20.5294,21.6099
rpl-13;P91128,18.289,17.7032,18.3633,19.3906,21.4085,19.8878,21.0232,20.1786
rpl-13;P91128,17.9254,17.9481,16.002,19.9485,21.7076,20.6891,20.8837,21.7311
rpl-13;P91128,21.4304,22.4542,22.324,21.8271,26.9859,27.811,25.6132,28.124
ptr-2;P91129,19.7574,15.9129,18.4951,19.0292,21.3384,20.4209,20.9515,20.2578
col-20;P91249,19.0328,18.9152,19.204,20.1047,28.4126,27.0487,23.3852,26.1941
col-20;P91249,18.1943,18.6326,18.3925,20.5286,23.263,24.4096,22.2524,24.9495
;P91269,22.6973,23.0273,24.5621,22.9007,24.743,26.124,24.1098,22.0851
;P91277,17.0825,18.1373,16.9858,16.5802,21.2152,21.6293,21.0109,21.6236
;P91280,19.0697,21.6443,19.2966,20.3123,24.9794,24.4218,22.1484,25.0302
;P91297,18.4633,18.4377,15.9334,18.3259,21.3801,21.7035,21.0857,21.9025
vha-10;P91303,18.8742,17.4734,17.3449,18.0088,22.8811,23.1806,22.6875,23.4204
vha-10;P91303,25.5881,25.4301,23.5243,23.8227,24.4521,24.3761,23.5533,24.045
vha-10;P91303,17.088,19.476,16.7359,18.6152,21.57,21.6187,20.6461,21.415
vha-10;P91303,18.2172,19.6896,20.7929,21.3565,23.143,22.5118,21.6983,23.8241
vha-10;P91303,21.0669,16.8613,17.5474,19.8905,24.921,23.8814,24.7916,24.1301
cey-2;P91306,18.6994,19.0058,20.4188,19.0933,21.031,20.7636,20.9863,19.757
cey-2;P91306,16.329,17.5914,17.5841,21.1162,23.8161,23.1437,22.5224,23.4546
cey-2;P91306,18.868,16.2986,20.918,19.4016,21.5787,20.6685,21.1907,21.3361
;P91354,17.6327,17.2895,17.7783,19.4837,21.9659,21.0164,20.9727,21.7687
cpd-1;P91359,19.5432,19.6493,18.1095,17.1978,20.6053,20.5262,20.8391,21.4019
rpl-15;P91374,17.1769,16.6399,20.1105,20.6576,25.1812,24.088,23.9291,24.9272
rpl-15;P91374,19.2159,19.7868,18.1952,19.0893,25.0283,24.6815,24.0039,24.6428
rpl-15;P91374,19.2863,17.3969,20.7527,16.8789,23.13,22.0556,21.9319,23.0642
rpl-15;P91374,19.1859,17.9627,18.9064,19.272,25.119,23.5071,24.5674,22.6686
rpl-15;P91374,16.7429,19.8322,17.7404,16.9618,26.9919,26.1138,26.1643,26.0622
rpl-15;P91374,19.4263,18.9095,18.3646,18.4441,26.4752,25.6975,25.0542,26.9362
rpl-15;P91374,17.7184,18.0351,18.6149,18.9622,22.9514,22.1904,23.9804,23.8077
rpl-15;P91374,17.2122,17.4152,18.8846,17.873,21.7229,21.2765,19.926,20.8875
cey-3;P91398,19.3096,18.3915,18.6051,19.0305,21.6855,20.4159,20.985,21.6134
;P91423,19.7077,19.0463,17.8295,20.3987,19.7245,20.8034,20.4248,20.7208
;P91482,23.7651,23.2325,23.4218,23.4298,22.9438,23.3247,22.73,23.0275
;P91482,19.61,17.7618,18.3509,18.1168,20.2572,21.062,21.011,21.6469
;P91491,29.796,30.0088,29.9879,30.2286,30.765,31.2988,29.9207,30.944
usp-5;P91502,19.1114,17.1388,17.0184,18.728,20.1767,21.316,21.0927,21.7283
usp-5;P91502,28.6286,27.3718,26.2241,27.1,28.5341,27.8245,27.9966,28.4139
usp-5;P91502,19.3305,19.0054,17.9091,18.3878,24.0706,25.1163,24.3354,24.1903
usp-5;P91502,17.5642,20.5006,18.4159,18.728,21.6817,20.2234,21.3751,21.8866
usp-5;P91502,18.4309,18.1893,19.7759,18.798,21.0006,21.4479,20.4625,21.6022
usp-5;P91502,18.1572,21.1472,17.2705,19.4705,24.2888,24.058,22.5974,23.1968
usp-5;P91502,19.5308,18.8732,19.2923,18.6432,20.7789,21.1682,21.2448,21.5058
usp-5;P91502,19.4046,19.9182,17.4733,18.7563,24.4747,24.3643,23.4713,23.8824
usp-5;P91502,17.5522,16.9927,18.2179,17.5276,21.4649,21.4812,20.3678,21.3534
set-18;P91821,18.0562,18.8483,20.1217,19.7611,21.517,21.6682,20.5107,21.2709
F26H9.5;P91856,19.7796,17.7865,18.1769,18.0478,23.8405,23.7944,25.8485,24.7032
rab-5;P91857,21.2075,17.1459,21.1909,16.4952,20.6255,20.1508,21.0018,21.4867
rla-1;P91913,19.1462,19.1752,17.4948,19.8759,19.6202,21.0997,21.2804,21.8599
rla-1;P91913,18.8402,18.7172,19.3946,16.943,20.9309,21.1432,19.6437,21.4806
rla-1;P91913,26.1088,26.0156,25.573,26.8177,26.3572,25.671,25.2295,26.7974
rla-1;P91913,26.1088,26.0156,25.573,26.8177,26.3572,25.671,25.2295,26.7974
rpl-27;P91914,16.0449,17.5286,18.3184,20.2119,24.5224,21.6089,21.9659,22.1456
rpl-27;P91914,16.9055,20.1484,15.6507,20.0966,21.9065,20.9108,20.3411,21.6133
rpl-27;P91914,19.4613,18.1206,19.0535,16.6796,23.4677,22.8879,22.2994,22.8554
ola-1;P91917,19.7107,19.3002,15.8692,19.8019,21.7169,21.73,20.2281,20.9196
snr-2;P91918,17.445,17.9818,18.1609,17.9367,24.2713,25.2527,22.9431,23.6489
snr-2;P91918,17.9406,19.5504,17.8149,20.1428,23.5634,24.0692,22.772,23.9172
ZK370.8;Q02335,15.966,18.6736,17.1944,20.5346,20.4603,19.0122,21.1699,21.4531
ZK370.8;Q02335,18.1039,17.1836,17.6813,19.3172,24.625,23.9152,23.3529,24.6223
ced-10;rac-2;Q03206,19.4927,19.0424,17.0196,18.1931,21.6147,21.5621,20.4981,21.0881
bre-3;Q03562,18.9859,20.2242,20.2539,19.7772,21.6235,21.1243,21.4531,21.1534
B0464.6;Q03564,17.2803,19.958,17.2593,18.4558,20.6341,20.8834,20.8865,19.7532
C38C10.2;Q03567,18.2077,18.2473,18.6796,19.1863,20.5668,21.6133,21.0254,21.5694
C38C10.2;Q03567,23.9413,23.0404,24.172,23.6624,26.8958,26.3438,25.9812,27.4918
nhl-1;Q03601,17.2921,18.519,16.4867,20.5412,21.7609,21.057,20.5402,20.2329
lrp-1;Q04833,19.6863,18.1144,18.7628,16.9228,21.8768,21.1432,21.1596,21.4247
C30C11.4;Q05036,23.0369,22.8862,23.8569,24.6215,21.219,20.215,20.9791,21.4629
C30C11.4;Q05036,19.7866,16.2005,21.0679,16.9753,21.7127,20.484,20.9492,21.4838
cdc-42;Q05062,18.0934,18.0205,17.7807,18.1177,23.4053,26.762,25.7891,25.8203
cdc-42;Q05062,21.3452,19.0203,17.647,18.3421,21.0937,20.9081,19.6078,20.5181
cdc-42;Q05062,18.2075,19.7962,18.4777,20.3518,20.7181,21.7721,20.8766,21.6212
cdc-42;Q05062,17.3337,17.1754,18.9343,21.2459,20.6151,19.0118,19.9756,21.0055
;Q067X2,17.2994,18.2049,18.5945,17.8888,21.0679,21.6262,19.8885,20.5914
unc-60;Q07750,18.9267,14.7799,18.1956,20.9072,21.9171,21.0024,20.9463,19.3991
unc-60;Q07750,20.491,18.174,18.2937,19.0997,23.8364,25.1532,23.319,22.8261
B0495.8;Q09217,18.649,19.7503,17.1492,18.3337,21.2377,21.2195,20.9475,21.1903
C13B9.3;Q09236,19.4314,16.877,17.7512,17.587,21.4927,20.1232,21.0048,21.5717
C13B9.3;Q09236,17.4,15.0319,16.3592,18.8552,21.7655,20.4269,21.4393,20.5944
C13B9.3;Q09236,17.949,17.8494,16.0057,21.2779,21.3603,20.5569,20.5221,21.5378
C18H9.3/C18H9.2;Q09237,18.6048,19.9556,17.276,21.2532,21.8171,20.7312,20.7334,21.3989
C18H9.3/C18H9.2;Q09237,17.1313,18.8125,17.6108,16.1606,21.7873,20.1829,20.7815,21.4715
dnc-2;Q09248,20.0216,18.9064,15.6335,18.5669,20.7881,21.4053,20.8519,21.8162
C16C10.4;Q09250,19.8272,21.845,19.4524,18.8623,19.4022,20.8983,20.8429,21.68
C34C12.4;Q09269,25.7392,26.2107,24.6496,23.7703,23.9435,23.0606,24.6165,24.1853
C56G2.7;Q09289,25.9661,25.1328,24.7956,25.4223,27.3436,26.5215,26.6384,28.0036
C56G2.7;Q09289,25.6805,24.9705,25.5984,25.2944,25.8201,26.366,25.4153,25.4902
C56G2.7;Q09289,26.9961,27.027,26.1103,26.9748,27.2236,27.0334,26.4603,27.3577
C56G2.7;Q09289,16.9892,16.7586,16.1495,21.403,21.8253,19.9633,21.4144,21.6235
C56G2.7;Q09289,24.3256,23.8998,25.298,24.2157,25.0947,26.2323,25.1486,25.9832
C56G2.7;Q09289,17.8284,17.719,18.705,19.614,25.1915,24.0685,25.0744,26.1693
C56G2.7;Q09289,16.7161,19.1632,15.677,19.1539,24.4698,24.5817,23.7429,24.5389
C56G2.7;Q09289,18.7405,15.8565,20.4689,18.2114,19.7063,21.1614,20.9809,21.6906
T09B9.4;Q09350,19.9541,17.0714,18.499,18.8766,21.79,21.7042,20.2374,21.6356
K07E1.1;Q09407,18.4603,16.9344,18.4299,20.1483,22.8648,21.7319,23.4378,22.3061
pgam-5;Q09422,17.2427,17.0439,18.1043,19.9959,23.2289,23.8667,24.2731,24.6017
pgam-5;Q09422,19.0535,19.8445,16.1088,19.4579,22.6661,23.3512,23.5767,23.32
pgam-5;Q09422,20.9283,18.344,20.4585,19.6793,24.9441,25.053,24.3512,23.43
mex-6;mex-5;Q09436;Q9XUB2,20.7684,18.8788,18.8473,19.1384,21.5966,22.062,22.4209,21.7027
ubh-4;Q09444,18.2467,18.46,17.9697,16.8703,21.7808,21.2577,20.8945,21.4368
ubh-4;Q09444,19.5692,17.4589,17.4454,18.9966,26.5123,26.2729,25.8947,25.4987
ubh-4;Q09444,25.1938,24.3117,23.4158,24.2381,20.422,20.5756,20.5462,20.526
ubh-4;Q09444,24.9852,24.0421,23.0974,23.3799,24.5587,26.2242,24.8071,25.4893
;Q09489,18.8595,19.0771,18.1947,19.0873,21.8486,21.396,20.9305,21.2583
;Q09489,19.2955,21.0887,17.2625,18.702,20.2207,21.4093,21.3975,21.155
lgg-1;Q09490,17.9331,18.818,17.4949,18.3312,21.778,20.9631,20.2899,21.3661
lgg-1;Q09490,26.6413,24.3172,23.4649,25.8058,23.8512,24.5921,23.8083,23.2528
rpl-10;Q09533,19.0205,20.4657,19.4981,20.5392,21.0084,22.2594,23.0647,22.7569
rpl-10;Q09533,20.0057,14.5097,19.0066,15.5437,21.8724,22.3936,21.2062,22.8632
rpl-10;Q09533,19.2591,19.6737,20.4825,17.3475,21.4504,21.7381,20.5311,21.3715
rpl-10;Q09533,19.3875,18.9544,19.9376,20.9423,24.4709,24.7254,23.6096,23.0352
F36G3.1;Q09560,21.5015,15.437,20.642,17.2415,21.6781,21.7403,20.6152,21.3579
F48E8.6;Q09568,24.9479,24.4914,24.8835,24.3908,25.0025,24.7122,25.4282,25.5567
lec-3;Q09581,17.6807,16.0771,18.8004,17.2721,21.8224,21.1346,20.6016,21.7169
lec-3;Q09581,18.9424,18.5789,17.5593,16.4974,20.8066,19.841,20.3305,19.0786
lec-3;Q09581,18.3441,17.9658,18.1243,19.448,19.9673,20.5383,21.2747,21.1439
lec-3;Q09581,16.361,17.7425,18.6984,18.7084,24.1867,23.6514,23.5594,23.4557
lec-3;Q09581,24.37,23.0285,22.4726,26.3693,20.8858,19.9747,21.4961,21.1585
ptc-1;Q09614,24.6755,23.7499,24.0797,24.2109,26.1895,25.6678,25.2964,25.804
tnc-2;Q09665,20.9048,17.4834,18.128,17.9206,21.246,21.7005,19.8638,21.6449
ptr-13;Q09934,19.2678,18.6336,18.9047,17.3393,21.9493,20.3438,21.1078,21.1829
ptr-13;Q09934,24.497,23.2977,23.5383,26.4187,23.9143,24.0775,24.5608,24.3775
ptr-13;Q09934,18.0593,18.5547,18.9526,17.9436,21.2838,22.2187,22.6419,22.3959
C53C9.2;Q09936,20.4274,17.7408,16.485,20.0952,20.6213,21.1532,19.6193,21.288
C53C9.2;Q09936,20.6552,19.8744,18.7004,20.4904,21.813,21.5677,20.7655,21.6036
C53C9.2;Q09936,17.487,20.9864,17.447,20.295,20.2802,21.2439,20.1239,21.1562
C53C9.2;Q09936,22.9272,22.5658,22.2588,23.9506,24.1134,23.3346,24.8635,24.6527
C53C9.2;Q09936,17.3574,20.1709,18.2753,20.7899,20.3589,20.1163,20.4932,21.2999
egg-1;Q09967,19.9314,17.2744,17.3803,18.1165,24.3759,24.7269,26.4459,26.0786
egg-1;Q09967,20.1469,20.1737,19.0117,17.8444,30.1119,29.4823,28.6608,30.3245
;Q09EE6,25.5276,24.9152,24.3541,25.245,26.2678,27.0152,27.1577,26.7887
;Q09EE6,17.2739,18.147,19.106,18.9192,21.7718,21.2255,20.6632,21.4538
;Q09EE6,18.9333,21.3294,16.7086,18.8251,23.9147,24.0271,23.3001,24.9486
F13H10.3;Q0G831,19.4122,18.4686,18.7912,18.5908,20.9708,21.4652,19.4843,20.9462
mdt-9;Y62E10A.11;Q0KHC0,19.897,16.2181,17.837,19.4816,23.2383,23.0789,23.0709,23.2482
T19C3.4;Q10010,17.3205,18.3015,19.1845,19.8513,23.4753,22.834,22.7098,23.2051
T28D9.1;Q10020,19.2551,14.818,19.3296,17.498,20.8862,21.7265,20.6054,21.7422
T28D9.1;Q10020,17.6524,18.8231,17.3164,19.7352,22.4183,23.5562,22.4471,23.5808
T28D9.1;Q10020,18.225,17.3902,16.3253,18.7526,24.153,24.5647,22.7561,24.128
T28D9.1;Q10020,20.3787,19.5956,19.4313,18.8054,24.153,22.743,22.7561,24.128
F15G9.1;Q10033,19.4708,18.2368,20.1758,21.0021,21.1915,21.4483,21.3528,21.2486
R10H1.1;Q10043,19.077,18.3903,18.9817,19.751,23.6207,25.1612,23.0959,22.7965
vglu-3;Q10046,19.4737,19.8174,19.8001,21.3275,25.1906,23.6034,24.7227,23.1672
C23G10.2;Q10121,20.9067,19.6573,18.6535,20.4981,20.11,21.6499,20.7937,20.4679
C23G10.2;Q10121,19.4218,19.6176,17.1418,18.9373,21.7385,21.5572,21.4254,21.8852
C23G10.2;Q10121,24.2419,23.6961,25.3528,23.8025,24.6447,23.6836,25.0163,24.7012
C23G10.2;Q10121,17.2576,19.2727,19.4272,19.621,21.0974,19.7266,21.3048,21.3687
dhs-5;Q10130,20.6883,19.5477,18.0226,19.4739,21.6778,21.1002,19.5098,21.408
dhs-5;Q10130,18.0762,19.2269,19.9754,18.5257,21.0214,20.6112,20.0386,21.5781
F46H5.3;Q10454,17.9709,18.9202,17.9109,17.3666,20.4679,21.177,21.3491,21.6962
F46H5.3;Q10454,23.5666,22.0184,21.5725,22.7426,21.6744,21.0516,21.5141,20.8159
