geneName;Leading.proteins,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,,,
par-5;ftt-2;P41932;Q20655,25.5304,26.0216,25.919,25.2637,25.4656,27.4462,28.2048,27.0679,,,
par-5;ftt-2;P41932;Q20655,16.2798,18.0132,18.4837,18.8775,24.61,25.2092,24.6905,24.2609,,,
par-5;P41932,23.5081,23.7651,23.1773,23.8462,22.3296,23.9565,23.836,23.0223,,,
tbb-4;tbb-2;P41937;P52275,19.2847,19.3057,18.5327,18.7547,20.0393,20.4894,21.021,20.2591,,,
cct-1;P41988,23.7534,24.3223,24.5388,23.8681,20.009,21.7243,19.8328,19.6853,,,
kin-19;P42168,19.8897,17.5797,21.2653,17.198,21.6669,23.2961,24.2781,23.1438,,,
kin-19;P42168,17.4462,17.7473,18.6679,21.0184,20.6065,20.4854,21.1913,21.3084,,,
kin-19;P42168,24.7208,23.5807,22.0705,23.1613,19.44,21.3181,19.6001,18.7749,,,
kin-19;P42168,25.7572,26.6479,23.9359,24.7469,20.9116,21.3621,21.4388,21.185,,,
rnr-2;P42170,19.3766,18.4286,17.6825,17.2748,20.4098,21.1065,21.4361,20.9749,,,
rnr-2;P42170,17.9241,17.4518,17.1211,16.6894,20.6656,21.9189,21.6008,21.0406,,,
rnr-2;P42170,16.4225,17.3374,17.1922,20.3354,20.4703,21.6287,19.55,20.2682,,,
rpt-3;P46502,18.9849,18.51,18.8233,17.2899,20.2126,20.1861,21.7418,20.9579,,,
cct-6;P46550,23.802,24.1804,27.0212,24.0322,23.7454,25.2528,25.2383,24.9618,,,
cct-6;P46550,17.0844,16.9679,18.0713,17.2849,20.3548,22.8809,22.6478,21.0805,,,
atp-2;P46561,16.0982,18.8199,19.5833,17.9402,20.2774,20.7793,20.3568,21.0656,,,
atp-2;P46561,20.0047,17.8706,18.4964,17.8595,20.5507,20.8602,21.3816,20.8937,,,
alh-9;P46562,26.5282,26.651,26.7839,26.6146,27.5533,27.2468,27.9642,26.4255,,,
aldo-2;P46563,16.1101,19.7114,16.6873,18.5133,20.5812,20.713,20.6553,20.2343,,,
aldo-2;P46563,18.6657,18.4482,20.0286,18.7995,20.3068,19.4729,19.4244,20.6826,,,
aldo-2;P46563,19.8894,17.6095,18.6172,19.9257,20.2379,21.4392,19.9577,19.2499,,,
aldo-2;P46563,21.2774,21.77,20.8472,21.2102,22.6028,23.8021,24.0117,24.222,,,
aldo-2;P46563,18.3463,21.2675,18.8992,19.8324,22.5496,23.9786,24.4881,23.8903,,,
aldo-2;P46563,28.2891,29.2506,28.254,28.8127,29.0748,33.1939,32.8811,31.6163,,,
aldo-2;P46563,18.7015,20.063,18.4981,17.3228,25.307,26.4412,23.9411,26.2774,,,
aldo-2;P46563,18.7646,16.5644,17.7218,17.4444,24.0537,24.3626,22.8854,21.009,,,
rps-0;P46769,17.4061,17.9822,17.9564,18.3353,20.6544,21.5999,20.3699,19.7984,,,
klc-2;P46822,18.8972,18.2227,18.1066,19.3604,20.3381,20.8972,21.1386,20.1622,,,
T12A2.2;P46975,16.077,17.79,17.1646,15.8353,20.6151,23.2251,23.1469,22.0046,,,
T12A2.2;P46975,18.8641,16.4107,17.7937,17.7662,23.6442,23.6767,24.212,23.7057,,,
cct-2;P47207,19.3407,18.8952,19.3301,17.0382,19.4549,20.8787,19.4382,21.4007,,,
cct-2;P47207,23.1344,22.7062,24.898,22.2073,22.1785,24.6833,24.8386,24.7028,,,
rpl-6;P47991,17.6247,16.9835,17.2502,20.0566,22.3432,22.8876,22.1897,21.9478,,,
rpl-6;P47991,24.4035,24.7323,24.01,24.8258,23.6487,25.0144,25.8716,24.9478,,,
rpl-6;P47991,19.0735,20.0961,18.5031,17.4114,26.2633,27.0368,26.3139,27.0307,,,
rpl-6;P47991,17.572,18.2417,14.6431,18.9749,20.0961,19.7086,21.7666,20.6582,,,
rpl-6;P47991,19.5087,18.033,19.1985,18.1772,20.331,20.6037,19.8978,21.3624,,,
rps-14;P48150,17.0245,18.7483,17.7949,20.1833,20.9882,21.6809,23.7968,22.3425,,,
rps-3;P48152,21.6186,25.6463,22.3986,22.0588,22.9254,23.0877,22.9233,22.9019,,,
rps-3;P48152,24.3604,25.3789,23.0114,25.4627,27.1106,29.0606,28.9884,27.8773,,,
rps-3;P48152,24.8002,26.7048,26.6433,25.5138,26.9775,28.3131,28.1471,27.5399,,,
rps-3;P48152,18.5013,19.4759,17.1949,15.7249,24.4362,25.468,25.1497,24.8701,,,
rps-3;P48152,18.0241,17.6897,17.7925,20.1362,22.8757,23.2991,24.3654,22.5195,,,
rps-3;P48152,17.1659,17.1698,17.4722,18.9904,20.7046,23.3651,23.403,23.4503,,,
rps-1;P48154,19.7934,18.2856,17.6011,18.0363,23.2801,24.6224,22.9429,24.1857,,,
rps-1;P48154,20.6741,20.6896,19.4075,17.9551,21.3139,23.7868,24.0815,23.8651,,,
rps-1;P48154,18.8131,18.8355,20.551,18.1671,25.253,24.6486,24.4554,23.7063,,,
rps-1;P48154,14.7719,17.1868,19.3296,16.5347,21.1021,22.6867,23.1518,22.9757,,,
rps-8;P48156,21.2225,20.4869,17.5536,17.8525,20.284,21.4968,20.9724,21.2514,,,
rps-8;P48156,17.3702,19.7629,19.0636,19.5613,23.4861,23.9334,23.6511,23.4013,,,
rpl-23;P48158,17.3285,20.2649,17.7088,19.3402,20.8981,21.3237,21.5943,20.2522,,,
rpl-23;P48158,17.4528,18.2621,18.2061,15.1865,22.6599,26.3657,26.3935,24.97,,,
mag-1;P49029,18.0331,16.2881,17.4812,19.112,24.4422,24.6784,24.2207,24.4608,,,
mag-1;P49029,20.9999,15.1611,17.3406,18.5524,19.5993,21.5347,21.6457,21.3953,,,
mag-1;P49029,17.7512,18.3899,18.7012,20.0787,23.8603,23.5621,23.1375,23.1392,,,
mag-1;P49029,17.2608,18.9825,20.3696,17.5075,24.2727,24.1605,23.5419,23.4847,,,
rpl-33;P49180,14.7925,19.6269,20.0263,18.4821,26.162,25.2924,24.6593,25.0378,,,
rpl-33;P49180,18.5875,16.4277,19.0467,18.9399,23.657,23.8497,24.386,23.2332,,,
rpl-36;P49181,19.1187,18.2003,17.4387,19.5114,19.9957,20.3611,20.8155,20.5814,,,
rps-12;P49196,20.1345,18.2455,18.3824,19.2028,25.4218,26.2217,26.358,25.0466,,,
rps-21;P49197,24.7827,24.4138,23.3447,24.3822,22.8127,25.8251,26.4001,24.7232,,,
rpl-5;P49405,16.1364,17.5713,19.6976,20.1168,22.4754,24.8002,24.9666,23.849,,,
rpl-5;P49405,17.3822,18.375,19.7858,18.7011,20.8272,21.7861,19.4513,20.5104,,,
rpl-5;P49405,18.3036,17.9701,20.095,17.7659,21.1985,22.4384,23.2188,22.2378,,,
pcyt-1;F08C6.2;Q3HKC4,16.9359,17.442,18.9937,18.4174,20.5577,21.1133,21.1843,21.1727,,,
pcyt-1;F08C6.2;Q3HKC4,17.2102,19.0751,16.6202,16.6373,22.5877,22.9048,24.3873,22.6121,,,
pcyt-1;F08C6.2;Q3HKC4,27.3401,28.6026,27.3179,26.5017,26.5341,26.6476,26.6048,26.0847,,,
pcyt-1;F08C6.2;Q3HKC4,20.2715,16.6957,16.492,16.3769,20.5597,21.8625,19.9243,21.0882,,,
F42G9.1;Q8MNS3,19.4119,16.2271,18.027,17.2465,20.5849,20.3331,21.6861,21.2452,,,
ppm-2;P49596,17.7958,17.8673,15.851,16.9687,20.7156,21.662,20.7806,21.0391,,,
hsp-60;P50140,20.0202,20.7916,16.1058,16.892,22.3913,23.6169,25.0928,22.4449,,,
mel-32;P50432,20.6297,17.2571,20.5945,18.3285,20.5959,21.8008,21.4123,20.4391,,,
mel-32;P50432,17.5705,19.355,17.575,17.4888,26.0915,25.7994,26.1222,24.3826,,,
sdn-1;Q8I4H9,18.241,16.6612,17.2091,20.4189,20.7762,21.6997,21.0424,20.5711,,,
rpl-3;P50880,18.7092,18.0725,18.3665,19.4174,24.3258,22.061,22.0647,22.7091,,,
rpl-3;P50880,16.8329,17.828,17.179,17.3581,22.9958,22.5832,23.6201,22.9499,,,
rpl-3;P50880,18.2614,19.2065,20.0364,17.5575,24.1356,23.107,23.9089,23.4955,,,
rpl-3;P50880,20.0128,16.6779,19.2636,17.5764,21.1658,23.708,22.9941,23.458,,,
rpl-3;P50880,20.4164,17.761,17.0972,17.3752,25.489,23.3618,24.0299,24.6294,,,
rpl-3;P50880,24.6427,25.6776,22.5095,25.5607,24.1133,27.5657,27.6401,26.3077,,,
rpl-3;P50880,16.8999,19.834,17.1815,19.602,20.4003,19.9082,19.5848,21.187,,,
rpl-3;P50880,19.4437,18.5814,21.1475,17.3195,21.1536,23.8355,22.7857,21.6353,,,
rps-2;P51403,18.7443,19.3942,18.9977,16.3803,22.5437,25.7511,24.5836,25.9324,,,
rps-2;P51403,25.2984,26.5546,23.3934,24.8641,26.3079,28.0322,27.8435,26.4916,,,
rps-2;P51403,17.5451,18.0741,16.6092,15.7517,21.8495,22.44,24.1925,22.0862,,,
rps-2;P51403,22.6043,22.6762,20.7749,23.8544,24.312,25.7855,25.8123,23.8286,,,
rps-2;P51403,18.5581,19.9232,18.5302,17.7889,20.6656,21.3232,21.87,21.1535,,,
rps-2;P51403,20.6563,23.4511,22.8693,20.5664,24.2938,26.5322,26.4299,25.2398,,,
rps-2;P51403,16.8711,17.0009,16.4804,16.9214,23.0517,23.5171,23.7496,22.7127,,,
rps-13;P51404,17.2676,18.494,18.0207,16.4312,20.5234,21.9342,20.8075,20.5834,,,
rps-13;P51404,20.0408,16.0284,18.9065,15.5232,25.1718,23.8255,23.1982,23.9879,,,
cyn-3;cyn-7;P52011;P52015,23.6423,23.0675,23.7196,22.3862,21.0293,22.7864,24.6542,21.6077,,,
cyn-3;cyn-7;P52011;P52015,24.5711,24.3224,26.9272,23.9026,21.0334,21.4896,21.3279,21.3995,,,
cyn-3;P52011,18.9369,19.1023,19.1261,18.1036,18.8062,21.2457,21.8237,21.3971,,,
cyn-3;P52011,19.3774,19.6698,17.251,15.989,22.9677,24.204,24.874,24.8125,,,
cyn-3;P52011,21.3559,19.0769,19.807,19.3759,19.6908,21.0928,21.024,20.3187,,,
cyn-7;P52015,19.7286,18.1881,17.3063,16.8392,18.2552,21.1488,20.2688,21.2161,,,
cyn-7;P52015,22.5648,22.9612,25.4213,22.1094,26.4457,25.3143,24.9007,24.3828,,,
cyn-7;P52015,24.3018,25.5333,24.4519,24.0449,24.1609,22.3313,26.3384,21.4768,,,
cyn-7;P52015,16.2959,16.9973,19.9271,15.512,20.9141,20.5544,21.7643,20.8185,,,
cyn-10;P52017,18.7456,19.0861,16.9006,18.9003,24.8001,22.8673,24.7943,24.7062,,,
cyn-11;P52018,18.3731,17.9939,16.1039,17.8839,20.4403,21.3743,20.9944,20.0617,,,
tbb-2;P52275,19.5231,18.084,16.0545,17.9474,21.0374,20.828,21.1,20.6396,,,
tbb-2;P52275,17.2617,16.6122,18.6341,18.1449,18.7366,20.5716,20.0573,19.6901,,,
ubc-1;P52478,20.2499,19.6213,16.0815,20.5324,20.3522,21.3698,20.934,21.376,,,
pfd-6;P52554,18.576,17.0714,19.0239,18.2345,18.6831,21.0246,20.5127,20.4863,,,
pfd-6;P52554,21.2522,20.954,19.6536,22.5537,20.8312,21.4638,21.6498,20.9754,,,
T24H10.1;P52652,16.7962,18.7904,20.2928,17.7914,20.3547,21.5286,20.8994,21.2229,,,
tars-1;trs-1;Q86D21,16.9774,18.3524,17.9144,20.0693,20.7312,21.7272,19.8352,21.0904,,,
tars-1;trs-1;Q86D21,26.63,26.4897,25.9346,26.7194,29.3267,29.881,30.5136,29.9881,,,
F41C3.5;P52717,20.6081,19.1319,18.2575,17.3631,19.225,21.0827,21.344,20.6404,,,
rpl-22;P52819,17.8174,17.9852,17.9469,16.7547,23.0273,24.5219,24.982,23.9779,,,
rpl-22;P52819,18.0595,17.7405,18.7798,20.3614,19.6632,21.2242,21.5907,21.4301,,,
rpl-22;P52819,18.4744,20.0933,18.7751,16.0333,19.9469,22.5371,23.0272,22.6006,,,
rpl-22;P52819,17.4049,18.7149,15.9692,18.6418,21.0001,21.1935,20.4944,21.1832,,,
rpl-22;P52819,18.2844,21.0256,15.1142,18.7414,23.4474,22.1933,20.5655,21.1943,,,
rpl-22;P52819,16.4584,17.8968,17.4016,19.8854,19.9343,21.7024,20.8977,21.0228,,,
rpl-22;P52819,23.9726,23.1681,24.718,23.9361,24.0615,24.1905,26.1619,23.2959,,,
rpl-22;P52819,18.3215,18.0155,19.2414,18.1392,21.0821,21.827,21.0969,21.3514,,,
rps-25;P52821,27.6029,28.1372,25.6267,27.3179,26.6651,27.8419,27.0427,27.6127,,,
dad-1;P52872,23.8957,23.8699,23.4542,23.5346,25.5809,22.9224,23.3496,22.8828,,,
rer-1;P52879,24.8766,24.7184,21.9135,24.1732,19.1303,21.4308,21.4797,20.631,,,
eft-3;eef-1a.2;P53013;Q86NF3,16.6268,17.2143,17.4256,17.2979,24.0564,24.5088,23.7589,24.5732,,,
eft-3;eef-1a.2;P53013,18.8725,17.6683,17.9882,18.6359,20.7096,20.5794,21.732,20.6128,,,
eft-3;eef-1a.2;P53013,18.937,19.4857,17.4039,15.4104,24.3801,26.8152,27.0913,25.6949,,,
eft-3;eef-1a.2;P53013,18.3687,18.8514,21.1072,18.1826,20.432,21.1193,20.5915,21.3466,,,
eft-3;eef-1a.2;P53013,23.5067,25.3391,24.8293,22.8189,22.9648,23.6156,24.2783,24.2621,,,
eft-3;eef-1a.2;P53013,24.1173,24.4884,23.8913,23.418,25.8331,26.4225,26.0503,25.2005,,,
eft-3;eef-1a.2;P53013,17.3736,17.3855,17.4133,15.0959,20.6376,21.0519,21.5585,20.5691,,,
eft-3;eef-1a.2;P53013,17.336,18.6447,16.3979,20.2813,24.979,26.1235,25.6518,25.9566,,,
mlc-3;P53014,19.8111,15.0496,17.3157,17.5132,23.1034,23.1572,23.1348,22.0747,,,
mlc-3;P53014,17.6459,19.5915,18.455,20.7689,21.0617,20.9674,21.2905,19.9813,,,
mlc-3;P53014,17.6713,18.2607,19.3338,17.6765,23.7852,25.6431,25.2622,22.8088,,,
mlc-3;P53014,19.8445,18.4386,18.2543,19.0969,26.2579,25.2487,25.5166,24.358,,,
mlc-3;P53014,17.6895,16.6351,20.7754,17.7471,21.0728,21.8566,21.6577,19.8275,,,
D1005.1;P53585,17.7426,18.6321,15.6709,19.4046,23.5558,22.742,23.9756,23.0687,,,
F47B10.1;P53588,18.9716,17.0345,19.3448,16.7728,25.1551,25.2203,23.6675,23.7391,,,
hint-1;P53795,16.4894,18.1092,17.6314,19.4477,18.6604,21.6312,21.4158,20.4604,,,
hint-1;P53795,17.3814,19.0972,17.8385,18.4671,20.132,20.4815,19.8567,21.3695,,,
F44G4.1;P54073,16.8065,19.3484,18.592,18.3058,20.7119,20.5443,21.8264,20.8618,,,
aldo-1;P54216,17.5012,14.3269,17.1965,18.0855,19.9269,21.3976,20.8492,19.9645,,,
aldo-1;P54216,17.4276,17.4838,17.3793,17.2117,20.9383,21.1035,21.1048,20.4827,,,
aldo-1;P54216,16.6035,18.6166,18.7741,20.3254,20.1784,21.8377,20.4565,21.3033,,,
aldo-1;P54216,18.1467,19.3443,16.3262,17.2625,20.9366,21.6596,21.3255,21.3855,,,
cdc-48.1;P54811,20.2759,17.9587,17.7747,19.267,22.0337,21.0678,21.0777,22.3389,,,
cdc-48.1;P54811,15.015,18.607,18.9206,19.6206,24.6937,24.8277,24.1997,24.318,,,
cdc-48.1;cdc-48.2;P54811;P54812,16.2946,18.0125,17.7219,18.1529,22.5211,22.934,24.4092,22.2128,,,
cdc-48.1;P54811,16.5564,20.1284,20.5348,16.5324,23.8859,23.4981,23.4011,22.71,,,
cdc-48.1;P54811,18.3347,18.4387,15.9016,17.7332,22.2696,22.8864,22.7157,23.2367,,,
cdc-48.1;P54811,16.1728,17.5689,19.5462,18.3044,20.3204,20.3209,20.4651,21.0975,,,
cdc-48.1;cdc-48.2;P54811;P54812,18.2706,19.9737,17.6054,15.9245,20.493,20.6608,20.7177,20.9953,,,
cdc-48.1;cdc-48.2;P54811;P54812,16.4464,16.6111,18.1164,19.0583,20.9167,21.5766,21.5996,20.8468,,,
vit-1;P55155,18.0945,20.1983,20.4826,18.6466,22.4469,24.4345,23.3488,23.2866,,,
cth-2;P55216,24.096,26.7095,23.0882,24.7827,25.6424,27.5994,27.9295,27.0204,,,
cth-2;P55216,17.8764,17.9224,16.7302,18.7534,22.0585,24.0769,23.3958,22.4475,,,
cth-2;P55216,20.9766,17.8139,17.4811,18.9931,19.9551,23.0365,23.0832,21.2268,,,
cth-2;P55216,19.1167,15.9251,16.9834,18.044,19.5671,21.2971,21.0344,21.1917,,,
cth-2;P55216,24.7663,24.1361,23.2614,25.1656,23.6258,25.8057,26.1109,25.0758,,,
cth-2;P55216,19.5124,20.1954,19.8117,15.737,19.9032,21.1676,20.5839,20.8808,,,
F13E6.1;P55326,25.2846,25.4593,27.0214,24.7076,23.8804,25.2844,25.3086,24.0016,,,
F13E6.1;P55326,19.7357,19.5204,17.5941,19.3742,20.6934,21.8227,21.4902,20.0403,,,
F13E6.1;P55326,26.4416,25.9538,24.5531,25.8601,22.4524,21.4914,26.6485,24.7991,,,
F13E6.1;P55326,15.5445,19.5255,18.8365,20.3996,19.5677,20.83,21.2386,19.3366,,,
F13E6.1;P55326,15.4126,17.5454,16.4549,16.1726,20.6175,21.7112,21.8231,21.1546,,,
F13E6.1;P55326,16.3236,18.8273,18.812,18.8823,21.6281,23.2671,22.3621,24.1433,,,
F13E6.1;P55326,15.8344,17.568,17.1775,16.4608,23.4099,22.5767,22.9845,23.5365,,,
F13E6.1;P55326,16.7827,18.3476,16.641,17.2107,21.2709,23.9341,22.1988,21.8159,,,
F13E6.1;P55326,27.0383,29.3055,25.4503,28.6644,25.1883,26.5224,26.5804,25.2134,,,
F13E6.1;P55326,15.978,18.005,17.6095,17.3693,22.0746,22.8108,23.6648,23.9148,,,
smo-1;P55853,17.9425,16.5898,20.1782,17.9084,22.8693,21.8946,22.1068,21.9818,,,
smo-1;P55853,17.7903,16.6613,19.7831,16.5702,20.525,21.5057,21.6247,21.1247,,,
smo-1;P55853,18.2651,16.4435,19.0559,17.9437,23.5839,23.9021,23.2211,23.1017,,,
rpl-12;P61866,17.0979,18.1888,17.3406,17.6253,24.8204,26.9639,26.2457,26.9803,,,
rpl-12;P61866,16.9486,21.3476,17.9185,18.5546,19.3653,20.6382,21.1725,21.0988,,,
rpl-12;P61866,17.5857,17.38,19.5606,17.5319,20.3532,20.9643,21.2364,20.01,,,
rpl-12;P61866,17.8025,21.0853,17.3875,17.676,20.6092,21.0309,21.0764,19.3322,,,
his-1;P62784,23.6575,23.5869,25.982,23.1336,23.5121,26.1989,26.3157,25.5785,,,
his-1;P62784,20.1709,18.5309,17.836,17.3697,21.0005,20.8185,20.9454,21.1867,,,
acly-2;P90731,16.3887,18.8585,19.6807,17.4044,21.2483,21.3238,22.8569,22.6224,,,
eat-6;P90735,17.1593,20.4674,16.2745,18.9988,24.0291,24.1534,24.7229,22.3345,,,
eat-6;P90735,21.0682,17.3614,20.1086,18.5735,19.8099,21.7422,20.302,20.9859,,,
wht-2;P90746,18.6851,17.9869,18.463,16.119,22.8465,23.2626,23.5271,22.668,,,
;P90862,18.5765,17.6867,19.5357,17.5447,23.8563,22.0455,21.9429,22.222,,,
pbs-7;P90868,16.4373,17.4629,17.3227,21.4488,20.8119,21.3296,21.0495,20.7635,,,
;P90879,17.3759,19.6561,16.4127,19.8418,22.7789,23.997,23.2441,22.4003,,,
ifa-4;P90900,15.9674,18.7056,19.0356,17.1662,20.653,20.3077,19.2528,21.1596,,,
ifa-4;P90900,21.8877,22.777,24.6647,22.302,20.1696,22.8917,22.8465,22.4393,,,
ifa-4;P90900,23.0009,23.9347,24.7361,23.8483,24.5108,24.9033,23.7865,23.0949,,,
ifa-4;P90900,16.8345,18.1321,17.9536,17.2548,24.975,24.5405,22.8632,23.6938,,,
clic-1;P90961,20.2804,18.8917,17.1295,17.0343,19.3523,21.9004,21.3122,20.4671,,,
clic-1;P90961,18.4757,19.1354,17.853,18.2913,18.5858,20.8231,20.6382,20.936,,,
clic-1;P90961,18.3049,18.3486,17.576,17.1092,20.0069,20.6757,21.6311,20.2868,,,
clic-1;P90961,22.2852,23.5806,23.0984,23.5395,20.7859,21.2908,20.0864,19.4014,,,
clic-1;P90961,16.5992,18.6528,17.3482,16.5645,20.6605,20.8772,19.7708,20.5039,,,
clic-1;P90961,17.7363,20.8704,16.4133,19.993,19.5345,20.1692,21.7612,20.1692,,,
clic-1;P90961,18.892,17.9643,16.9925,19.8903,20.1634,21.6817,21.5559,21.2221,,,
csn-5;P91001,17.2081,16.6177,15.2657,18.9075,26.3081,25.1113,25.2549,24.2803,,,
;P91020,18.1571,18.6025,17.5699,18.1638,18.4538,20.8913,21.3733,21.1779,,,
chdp-1;P91027,16.5328,18.8032,18.4141,21.6777,21.106,19.7814,21.5289,19.806,,,
chdp-1;P91027,19.3319,18.7977,19.1339,19.9919,20.7086,21.9279,20.6659,20.1467,,,
chdp-1;P91027,19.3774,16.7244,17.6911,19.6421,20.3855,22.1891,22.8863,22.101,,,
chdp-1;P91027,19.8516,18.7447,18.4483,14.9238,19.4284,21.0499,20.1287,19.5509,,,
chdp-1;P91027,17.3792,16.9894,17.4602,19.9329,19.158,21.0821,21.0941,18.8488,,,
chdp-1;P91027,20.0431,15.694,20.8718,19.1304,21.0741,21.7729,21.788,20.1233,,,
chdp-1;P91027,24.4195,24.5554,25.814,23.6726,23.2906,24.3119,24.4816,23.2432,,,
chdp-1;P91027,18.3397,16.7624,18.603,18.6995,20.5167,21.8603,21.4641,20.0739,,,
chdp-1;P91027,18.715,18.5687,19.9115,21.0676,20.2616,21.4862,19.6394,20.5181,,,
chdp-1;P91027,18.0567,19.7892,16.6958,17.103,20.7894,21.6181,21.7447,19.9088,,,
;P91055,19.3272,19.8303,18.0763,19.6563,20.1355,21.4097,21.3724,19.5383,,,
fbxc-15;P91116,17.6048,17.6743,16.3829,15.7129,20.5988,21.7848,21.7081,20.2363,,,
rpl-13;P91128,16.3238,17.7482,19.8524,17.5941,24.7277,26.6018,26.7769,25.6263,,,
rpl-13;P91128,19.2611,19.0589,15.9488,18.2845,25.3666,24.5258,24.6392,23.9749,,,
rpl-13;P91128,19.1403,16.7962,20.272,17.9418,20.4465,21.6214,21.1487,20.7821,,,
rpl-13;P91128,17.5009,18.9287,18.8844,19.8342,21.0315,20.4513,19.9293,20.3903,,,
rpl-13;P91128,18.1789,17.3923,18.8449,19.7836,20.197,21.3189,21.6249,19.9988,,,
rpl-13;P91128,23.5733,23.3881,27.0184,24.5617,24.5922,25.6169,23.1221,24.9011,,,
ptr-2;P91129,18.0635,17.2605,18.7884,18.1529,20.044,23.9314,22.2361,22.1752,,,
col-20;P91249,17.1138,16.1815,17.5061,19.2058,26.4303,28.8102,29.1035,28.0606,,,
col-20;P91249,19.5645,20.4426,17.361,16.8479,24.5089,25.2086,26.7442,23.8522,,,
;P91269,24.3143,25.0286,21.9054,24.7988,24.2257,26.11,27.3069,27.8968,,,
;P91277,19.7332,17.7933,20.0876,18.0662,20.661,21.1754,20.0693,21.388,,,
;P91280,18.5965,18.063,15.9203,15.6118,20.352,21.8491,21.8538,19.6301,,,
;P91297,18.6942,17.0513,16.758,17.1905,20.0363,21.7456,20.7165,20.8941,,,
vha-10;P91303,16.4589,16.9146,16.8469,15.149,20.7439,21.1851,20.9003,19.5362,,,
vha-10;P91303,19.0326,15.5805,18.2013,16.1663,22.3435,23.4637,23.6027,23.3688,,,
vha-10;P91303,18.8985,18.4365,20.0888,18.5259,19.8146,21.5508,21.1954,20.3886,,,
vha-10;P91303,19.3926,17.3725,18.0721,19.8195,20.0774,21.7541,22.0035,20.2866,,,
vha-10;P91303,19.6415,17.7636,17.6883,19.8422,22.6067,22.942,24.024,23.0527,,,
cey-2;P91306,18.9677,15.9301,17.7554,18.5821,22.4671,22.5818,23.4535,23.3283,,,
cey-2;P91306,15.1413,20.2783,19.3884,19.7522,20.924,22.1442,22.5529,22.0105,,,
cey-2;P91306,16.8732,17.0316,18.7979,19.4235,21.0507,21.3019,21.84,20.2462,,,
;P91354,17.6965,19.5157,15.0496,20.6797,23.2271,22.5,23.0821,21.6929,,,
cpd-1;P91359,15.7676,19.5935,18.0883,19.4163,20.144,20.5229,21.4698,20.2713,,,
rpl-15;P91374,15.5118,17.859,19.1182,21.8044,20.7321,24.3693,24.8004,23.9508,,,
rpl-15;P91374,18.2222,18.9896,17.1875,17.9427,20.579,20.4102,19.8672,19.7402,,,
rpl-15;P91374,17.4739,19.1195,17.1342,17.1831,20.8031,21.8384,21.4453,18.7302,,,
rpl-15;P91374,16.7028,16.5353,16.4011,16.7387,20.1336,23.117,23.8654,23.7154,,,
rpl-15;P91374,17.4669,17.0347,17.4711,17.8769,25.4865,27.1991,27.1432,26.4068,,,
rpl-15;P91374,24.0784,23.6481,24.9746,23.5553,22.8097,26.0314,25.3111,22.8398,,,
rpl-15;P91374,17.011,17.7839,18.2791,21.1774,20.5061,21.0419,21.2878,20.4759,,,
rpl-15;P91374,16.5062,17.3858,16.2466,18.4831,20.7145,20.161,20.2844,21.0843,,,
cey-3;P91398,17.761,18.5567,16.7335,18.84,20.1065,21.0395,20.7275,19.5693,,,
;P91423,23.6563,24.0207,23.2644,24.8629,21.0767,20.4518,20.4441,20.688,,,
;P91482,13.774,18.3372,18.5451,16.7045,21.1296,21.4877,23.0181,21.7545,,,
;P91482,26.5791,26.3453,25.4314,27.713,23.6379,23.1645,22.1839,23.2823,,,
;P91491,27.7115,28.2866,25.1915,27.8245,27.0012,28.6586,28.4084,27.8409,,,
usp-5;P91502,17.5159,16.5369,19.21,15.8505,23.9646,25.3568,25.8693,25.0597,,,
usp-5;P91502,26.3246,28.5925,25.8305,26.8874,27.4055,29.5484,28.6273,28.0123,,,
usp-5;P91502,17.289,18.4805,16.8327,17.9081,20.6463,21.7186,20.6466,20.5688,,,
usp-5;P91502,23.7874,23.6799,24.4088,22.3142,23.909,24.2451,25.8536,25.3862,,,
usp-5;P91502,18.4883,17.5206,19.3451,17.1133,20.8416,21.1503,20.9809,21.4095,,,
usp-5;P91502,17.3581,17.7468,16.2822,17.0784,23.5139,25.204,24.8321,23.3046,,,
usp-5;P91502,17.9125,18.503,17.2185,17.5623,20.7234,21.1682,20.0955,20.5568,,,
usp-5;P91502,23.3653,21.3359,22.1042,22.8289,21.9575,24.5509,25.0199,23.189,,,
usp-5;P91502,15.782,16.6068,19.0169,16.7307,20.6611,21.4233,21.2751,21.2738,,,
set-18;P91821,18.6,17.1906,18.5388,20.2336,19.7069,21.793,21.2571,20.9892,,,
F26H9.5;P91856,18.3689,20.6017,17.8064,20.1723,20.2663,22.5699,23.3397,21.9949,,,
rab-5;P91857,18.6797,17.9812,19.0145,17.5009,19.8386,21.5142,21.6177,20.3525,,,
rla-1;P91913,17.7049,17.9639,18.6154,16.1878,25.7495,27.0746,27.6094,27.0281,,,
rla-1;P91913,16.6217,18.6857,20.5711,19.4483,20.7164,21.8029,19.7503,21.2166,,,
rla-1;P91913,22.5952,24.1292,23.673,23.9246,20.7685,20.7972,20.9216,19.0761,,,
rla-1;P91913,23.3541,24.1292,23.673,23.9246,20.4675,20.8949,21.6416,20.413,,,
rpl-27;P91914,17.4268,16.919,17.5851,18.2178,25.2031,25.335,26.9238,25.0658,,,
rpl-27;P91914,18.7268,17.5801,19.5494,17.4595,19.5475,21.2887,21.1686,21.4463,,,
